Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,1,18,5,26.5,476.5,164.6,670.6
2020,1,18,6,20.9,462.2,103.8,650.4
2020,1,18,7,24.1,490.8,52.1,635.5
2020,1,18,8,29.1,555.3,23.8,657.9
2020,1,18,9,13,582.4,5.1,638.5
2020,1,18,10,6.6,586.3,0.1,530.1
2020,1,18,11,5.1,449.2,1.6,291.2
2020,1,18,12,6,407.4,12,181.1
2020,1,18,13,3.7,381.2,23.4,100.9
2020,1,18,14,0.6,383.8,34,39.6
2020,1,18,15,0.2,310.5,37.7,16.9
2020,1,18,16,1.4,192,13,18.5
2020,1,18,17,2.5,138.5,4.3,8.7
2020,1,18,18,5.8,45.7,12,71.6
2020,1,18,19,2,22.4,2.1,101.7
2020,1,18,20,0.2,26.1,0.3,40.3
2020,1,18,21,3.7,36.7,39.2,58.5
2020,1,18,22,3.6,46.3,91.6,52.6
2020,1,18,23,5.7,83.2,81.6,54
2020,1,18,24,3.9,180.4,84.9,84.6
2020,1,19,1,3,215.1,25,64.2
2020,1,19,2,4.3,228.7,1.3,61.6
2020,1,19,3,10.3,254.3,0,66
2020,1,19,4,27.2,242.8,0.2,45.8
2020,1,19,5,40.7,203.7,4.5,25.8
2020,1,19,6,46.8,189.7,16.6,17.6
2020,1,19,7,50.5,217,68.3,22
2020,1,19,8,48.1,227.9,117.1,44.5
2020,1,19,9,61.1,169.2,159.8,47.1
2020,1,19,10,80.6,164.2,214.4,33.1
2020,1,19,11,74.1,91.4,180.2,16.6
2020,1,19,12,37.3,109.6,115.4,9.6
2020,1,19,13,19.1,152.1,105.1,11.9
2020,1,19,14,20.5,124.2,129.8,7.7
2020,1,19,15,18.1,92.9,130,11.4
2020,1,19,16,14,63.6,99.8,8
2020,1,19,17,2.2,20.9,41.1,23.4
2020,1,19,18,44.6,75.7,244.5,1.3
2020,1,19,19,83.5,224.6,131.9,136.2
2020,1,19,20,53,197.5,212.6,166
2020,1,19,21,36.7,269.9,238.1,365.2
2020,1,19,22,9.3,479.7,242.7,496
2020,1,19,23,6.4,529.3,367.7,508.6
2020,1,19,24,49.7,571,340,480.6
2020,1,20,1,109.7,620.3,396.1,301.5
2020,1,20,2,67.9,674.1,375.2,493.6
2020,1,20,3,81.7,675,404.8,533.8
2020,1,20,4,101.2,683.7,344.4,533.8
2020,1,20,5,127.5,667.9,426,500.9
2020,1,20,6,124.9,651.1,375.4,470.3
2020,1,20,7,95.9,644.7,300.8,447.8
2020,1,20,8,46.4,666.8,291.1,443.2
2020,1,20,9,48.8,657.2,379.3,417.3
2020,1,20,10,65,615.8,415.1,357.3
2020,1,20,11,61.6,501.7,359.1,220.2
2020,1,20,12,27.7,343.2,200.2,41.4
2020,1,20,13,22.3,216.1,98.7,12
2020,1,20,14,52.6,150.9,86.3,10.2
2020,1,20,15,60.3,72.1,81.1,1.7
2020,1,20,16,48.8,15.5,83.8,0.8
2020,1,20,17,42.3,7.6,133.8,2.4
2020,1,20,18,17.6,7.2,102.8,1.3
2020,1,20,19,13.6,2.5,108.9,10.7
2020,1,20,20,7.4,8.4,108.8,42.8
2020,1,20,21,2.5,14.2,84.1,74.5
2020,1,20,22,0.6,30.7,76.1,126.8
2020,1,20,23,4.9,64.4,75.3,204.2
2020,1,20,24,23.8,97.1,58.2,300.2
2020,1,21,1,28.8,105.4,54.9,344.7
2020,1,21,2,16.6,94.5,49.5,331.3
2020,1,21,3,5.1,109.3,49,315.3
2020,1,21,4,1.4,102.9,45.1,280.3
2020,1,21,5,1.2,175.8,20.2,347.7
2020,1,21,6,8,290,7,373.9
2020,1,21,7,12.3,400.9,1.5,385.8
2020,1,21,8,7,436.5,2.2,374.8
2020,1,21,9,3.2,450.4,3.2,495.6
2020,1,21,10,0.7,485.9,3.3,608.1
2020,1,21,11,1.1,511.3,5.1,624
2020,1,21,12,0.6,405.1,2.9,582.4
2020,1,21,13,0.4,248.5,0.8,344.1
2020,1,21,14,0.4,180.1,0.1,346.1
2020,1,21,15,0.2,194.6,0.2,514.6
2020,1,21,16,0.1,216.7,1.2,629.1
2020,1,21,17,0.3,253.8,0.8,640.1
2020,1,21,18,17.4,462,0.1,642.8
2020,1,21,19,16.1,618.6,2.6,658.9
2020,1,21,20,12,604.1,6.6,680.2
2020,1,21,21,7.4,599.1,16.9,694.3
2020,1,21,22,2.8,589.4,29.9,695.8
2020,1,21,23,0.3,578.2,35.3,689.2
2020,1,21,24,0.1,586.2,32.2,667.5
2020,1,22,1,0,601.9,47.8,639.9
2020,1,22,2,0,601,81.6,631
2020,1,22,3,0,573.6,108.5,619
2020,1,22,4,0.1,531.6,126.3,625.7
2020,1,22,5,0.2,437.3,93.9,629.6
2020,1,22,6,0.9,355.4,95,631.8
2020,1,22,7,3.2,369.1,130.8,643.8
2020,1,22,8,5.9,386.5,166.4,663.6
2020,1,22,9,9.3,602.9,197.8,709.1
2020,1,22,10,6.6,671.7,217.4,712.6
2020,1,22,11,3.5,460.5,238,713.5
2020,1,22,12,1.1,143.5,187.3,617.2
2020,1,22,13,0,45.6,96.6,486.5
2020,1,22,14,0,61.8,104.3,341.3
2020,1,22,15,0,80.2,98.9,276.1
2020,1,22,16,0.2,130.8,80,446
2020,1,22,17,0.8,12.5,50.6,636.7
2020,1,22,18,2.1,130.7,144.9,615.3
2020,1,22,19,17.2,209.5,743.6,596.2
2020,1,22,20,51.6,382.8,774.9,203.9
2020,1,22,21,25.3,340.6,584.2,598.1
2020,1,22,22,63.2,529.9,770.4,642.8
2020,1,22,23,137.1,278.3,714.4,606.4
2020,1,22,24,139.2,654.7,703.2,544
2020,1,23,1,104.4,511.1,640.5,545.9
2020,1,23,2,138,440.6,794.8,395.6
2020,1,23,3,144.3,586.4,815.7,408.8
2020,1,23,4,144,726.5,833,570.8
2020,1,23,5,140.8,780.5,839.6,692.7
2020,1,23,6,144.6,783.6,837.4,709.2
2020,1,23,7,147.6,784.3,843.8,713.2
2020,1,23,8,147.8,767.9,841.2,713.2
2020,1,23,9,146.4,776.9,820.5,705.9
2020,1,23,10,142.4,769.6,814.6,677.1
2020,1,23,11,107.4,705.8,749.3,655.9
2020,1,23,12,107.7,697.9,766.2,631.8
2020,1,23,13,140.5,741.6,771,629.7
2020,1,23,14,144,720.7,724.8,604.4
2020,1,23,15,136.9,719.7,656,534.4
2020,1,23,16,139.8,626,674.6,492.2
2020,1,23,17,119.8,560.6,522.6,293.6
2020,1,23,18,66.6,314,628.4,28.9
2020,1,23,19,119.1,421.8,436.1,145.4
2020,1,23,20,119.4,544.4,478,248.8
2020,1,23,21,144.6,550.3,688.4,259.4
2020,1,23,22,138.1,654.1,509.1,424.6
2020,1,23,23,139.4,623.6,839.6,432.7
2020,1,23,24,133.2,702.7,731.8,619.5
2020,1,24,1,146.2,757.7,728.1,667.7
2020,1,24,2,132.9,754.9,644.4,668.5
2020,1,24,3,126.5,697.5,575,576.4
2020,1,24,4,121.7,730.2,512.4,460.1
2020,1,24,5,117.9,733.5,550.6,416.1
2020,1,24,6,135.4,696.2,531.4,363.5
2020,1,24,7,138.1,636.7,718.8,235.5
2020,1,24,8,143.6,656.9,788.1,603.4
2020,1,24,9,143.6,759,778.7,478.7
2020,1,24,10,145,764.7,756.8,641.1
2020,1,24,11,146.1,770.8,768.5,661.5
2020,1,24,12,146.2,767.8,703.5,674.4
2020,1,24,13,146.6,753.9,651.1,505.1
2020,1,24,14,147.1,739.8,687.9,657.5
2020,1,24,15,146.6,675.5,688.4,682.2
2020,1,24,16,145.3,586.7,642.7,611.2
2020,1,24,17,141.7,571.5,547.9,335.9
2020,1,24,18,132.6,461.4,713.9,111.7
2020,1,24,19,145.9,430.9,822.6,315.3
2020,1,24,20,146,745.1,803.1,604.4
2020,1,24,21,145.7,741.8,774.8,630.6
2020,1,24,22,126.7,692.7,750.3,608.1
2020,1,24,23,121.3,691.3,592.7,507.7
2020,1,24,24,138.6,646.3,497.9,463.8
2020,1,25,1,123.3,630.7,537,352.7
2020,1,25,2,115.9,509.4,674,333.8
