Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,1,1,44,146.4,764.8,774.1,698
2020,1,1,45,146.4,761.1,775.4,697.6
2020,1,1,46,146.4,750.7,777.1,699.7
2020,1,1,47,146.3,745.2,786,700.1
2020,1,1,48,147,761.1,795.5,698.2
2020,1,1,49,143.6,765.5,802.1,697.2
2020,1,1,50,142.5,763.9,803.3,701.8
2020,1,1,51,144,762.4,804.6,702.3
2020,1,1,52,144.9,770.3,811.4,701.1
2020,1,1,53,146.2,777.5,818.6,699.8
2020,1,1,54,146.5,777.8,817.2,700.7
2020,1,1,55,146.8,776.9,816.6,694.2
2020,1,1,56,145.9,771.2,819.7,689.7
2020,1,1,57,145.7,776.8,820,689.9
2020,1,1,58,145.3,783.5,827.6,691.3
2020,1,1,59,146.3,780,826.8,698
2020,1,1,60,147.4,776.9,824.8,699.4
2020,1,1,61,147.3,775.8,819.5,697.8
2020,1,1,62,147.5,771.9,813.3,695.9
2020,1,1,63,145.7,768.6,819.2,697.5
2020,1,1,64,144.8,763.8,822.8,699.5
2020,1,1,65,143.8,761.7,824.5,695.7
2020,1,1,66,143.8,762.3,820,695.4
2020,1,1,67,143.8,758.5,818.4,696.5
2020,1,1,68,145.3,754.9,820.5,698.4
2020,1,1,69,145.1,750.2,819.8,699.5
2020,1,1,70,145.7,749.6,817.6,698.7
2020,1,1,71,147.1,751.2,804.1,694.9
2020,1,1,72,147.8,759.3,793.3,695.7
2020,1,1,73,146.1,768.8,794.8,695.6
2020,1,1,74,144,773.9,795.9,693.7
2020,1,1,75,143.5,778,803.1,691.9
2020,1,1,76,146.4,782,797.2,689.3
2020,1,1,77,146.1,780.5,789.8,687.8
2020,1,1,78,145.7,777.9,793.1,692
2020,1,1,79,145.9,779.7,790.2,695.9
2020,1,1,80,145.4,783,792.7,692.2
2020,1,1,81,147.4,780.1,791.2,689.7
2020,1,1,82,146.6,776.1,782.1,690.1
2020,1,1,83,146.3,779.4,771.5,692.8
2020,1,1,84,145.5,783,767.9,697.1
2020,1,1,85,147.4,785.3,761.9,693
2020,1,1,86,146,778.1,759.8,683.9
2020,1,1,87,147.4,775,760.2,686.8
2020,1,1,88,145.6,781.4,762.2,694.7
2020,1,1,89,145.6,785.4,757,697.2
2020,1,1,90,146.5,780.9,750.1,700.7
2020,1,1,91,147.2,778.6,748.5,700.2
2020,1,1,92,145.6,782.3,747.1,691.6
2020,1,1,93,146.1,782.7,749.8,692
2020,1,1,94,145,784.6,753.8,695.1
2020,1,1,95,145.6,780.4,755.1,695.9
2020,1,1,96,144.9,774.9,753.5,692.3
2020,1,1,97,144.9,768.7,743.5,690.9
2020,1,1,98,145,762,724.9,687
2020,1,1,99,145,760.1,710.3,683.9
2020,1,1,100,146.4,763.9,687.8,679.5
2020,1,1,101,146.8,765,658.6,673.3
2020,1,1,102,144.7,754.1,631.2,666.7
2020,1,1,103,142.7,754.8,615.3,660
2020,1,1,104,145.6,756.6,606.7,651.3
2020,1,1,105,147.1,759.4,588.7,639.5
2020,1,1,106,145.5,763.6,552.9,633.4
2020,1,1,107,141.7,757.2,525.2,628
2020,1,1,108,143.1,739.9,502.6,622.3
2020,1,1,109,144.8,729.5,488.3,620.1
2020,1,1,110,143.6,729.7,459.4,622.9
2020,1,1,111,141.8,728.1,426.5,612.9
2020,1,1,112,142,718.4,404.8,601.3
2020,1,1,113,142.9,717.6,375.9,591.1
2020,1,1,114,144.2,711.5,360.6,581.6
2020,1,1,115,143.5,703.9,342.7,578.7
2020,1,1,116,142.8,682.2,323.9,570.1
2020,1,1,117,144,675.4,306.5,552.4
2020,1,1,118,141,679.8,296.1,542
2020,1,1,119,142.2,675.4,285.2,520.5
2020,1,1,120,142.7,663.9,269.9,508.6
2020,1,1,121,143.7,658.5,247.9,498.6
2020,1,1,122,144.2,647.8,225.9,497.9
2020,1,1,123,144.9,636.2,207,496.2
2020,1,1,124,144,637.9,181.7,485.8
2020,1,1,125,142.6,620.5,160,468.8
2020,1,1,126,143.5,594.6,158.1,468.2
2020,1,1,127,138.4,578.2,161.2,458.4
2020,1,1,128,133.1,575.3,159.4,438.1
2020,1,1,129,121,565,144.7,421.8
2020,1,1,130,103,546.5,126.4,398.9
2020,1,1,131,88.9,526.8,121.3,373
2020,1,1,132,82.7,510.1,131.9,344.9
2020,1,1,133,70.7,495.4,140,334.7
2020,1,1,134,54.8,486.7,138.7,335.4
2020,1,1,135,43.3,477.4,137.4,318.9
2020,1,1,136,35.2,459,136.7,287.8
2020,1,1,137,25,443.5,141.9,256.9
2020,1,1,138,15.6,424.8,151.9,241.2
2020,1,1,139,10,409.7,158.5,229.2
2020,1,1,140,6.7,384.1,156.1,221.9
2020,1,1,141,5.1,360.6,150.3,212.1
2020,1,1,142,4.9,345.4,155.6,196.5
2020,1,1,143,3.2,322,153.1,181.6
2020,1,1,144,3.3,290.7,140.9,159.3
2020,1,1,145,2.7,270.9,131.9,147.8
2020,1,1,146,2.7,253.1,136,141
2020,1,1,147,1.2,231.6,127.2,135
2020,1,1,148,3.6,209,118.5,129.5
2020,1,1,149,2.5,183.1,106.1,111
2020,1,1,150,1.1,160.4,101.6,90.2
2020,1,1,151,1.7,138.7,89.2,80.9
2020,1,1,152,2.3,120,82.8,82.3
2020,1,1,153,3.3,108.2,83,80.1
2020,1,1,154,2.9,100.8,83.1,69.5
2020,1,1,155,1.7,82.3,77,62
2020,1,1,156,0.7,63.3,68.2,59.8
2020,1,1,157,2.3,53.2,65.7,59.4
2020,1,1,158,1.2,42.3,64,49.6
2020,1,1,159,0.3,34.2,56.2,37.6
2020,1,1,160,1,23.1,47.6,32.2
2020,1,1,161,2.5,22,49.5,28.8
2020,1,1,162,0.5,14.7,51.2,28.7
2020,1,1,163,1,8.1,50.1,32.8
2020,1,1,164,0.7,10.1,43.9,29.7
2020,1,1,165,1,15.1,48.7,24.1
2020,1,1,166,2.1,14.3,51.3,25.2
2020,1,1,167,1.3,16.4,48.5,26.4
2020,1,1,168,1.9,33.8,48.4,33.7
2020,1,1,169,3.7,47.1,45.8,43.2
2020,1,1,170,6.8,54.2,53.4,61.2
2020,1,1,171,6.5,55.6,59.2,75.9
2020,1,1,172,6.2,61.9,67.7,82.9
2020,1,1,173,4.5,76.8,83,90.8
2020,1,1,174,4.5,101.6,100.6,103
2020,1,1,175,2.6,99.8,107.6,116.4
2020,1,1,176,2.5,79.1,104.7,129.4
2020,1,1,177,1,66,102,139.7
2020,1,1,178,1.7,68.9,114,146.3
2020,1,1,179,1.1,77.9,119.2,152.1
2020,1,1,180,0.6,85.1,121.1,169.4
2020,1,1,181,1.6,94.7,122.8,181.1
2020,1,1,182,0.8,99.4,146.1,183.5
2020,1,1,183,0.7,98.4,158.5,186.7
2020,1,1,184,2.4,95.8,174.6,202.5
2020,1,1,185,2.7,86.1,199.2,212.7
2020,1,1,186,1.8,87,227.3,218.8
2020,1,1,187,1.5,92.5,229.8,226.5
2020,1,1,188,4.5,101,188.4,237.3
2020,1,1,189,4,109.2,120.1,245.3
2020,1,1,190,1.7,109.4,76.7,255.1
2020,1,1,191,1.5,120.4,72.6,271
2020,1,1,192,2.1,134,95.4,281.1
2020,1,1,193,0.8,150.5,115.2,288.4
2020,1,1,194,0.9,151.2,119.3,299.6
2020,1,1,195,0.9,144.3,124.5,310.5
2020,1,1,196,2,129.5,144.2,322.6
2020,1,1,197,1.9,125,153.7,337.7
2020,1,1,198,1.6,133,153.8,351
2020,1,1,199,1.4,148.5,164.3,360.6
2020,1,1,200,3.8,148.5,189,372.7
2020,1,1,201,5.1,140.4,214.8,386.1
2020,1,1,202,5.4,140.2,211.2,396.1
2020,1,1,203,4.8,136.8,207.7,399.8
2020,1,1,204,6.7,122.6,205.9,413.6
2020,1,1,205,7.6,115.2,205.8,423.3
2020,1,1,206,7,115.1,213.8,430.5
2020,1,1,207,5.9,114.5,231.8,437.5
2020,1,1,208,4.3,107.4,259.7,436
2020,1,1,209,3.9,94.8,288.2,436
2020,1,1,210,7.7,89.6,305.3,438.3
2020,1,1,211,8.7,93.3,323.9,436.9
2020,1,1,212,7.8,99.2,332.7,424
2020,1,1,213,7.5,106.7,333.6,413.1
2020,1,1,214,13.1,105.8,338.3,395.3
2020,1,1,215,18,105.6,343.8,380.1
2020,1,1,216,16.9,109.6,355.7,380.4
2020,1,1,217,14.8,109.6,360.1,387
2020,1,1,218,14.7,108.1,357,391.8
2020,1,1,219,19.7,113,359.7,379.4
2020,1,1,220,26,126,352.1,371.4
2020,1,1,221,33.3,135.8,344.8,352.4
2020,1,1,222,41.5,152.2,338.4,335.5
2020,1,1,223,44.1,164.7,331.5,318.6
2020,1,1,224,43.5,178.2,330.2,302.7
2020,1,1,225,44,190,330.8,290.9
2020,1,1,226,42.6,197.6,329.7,288.9
2020,1,1,227,43.8,201.7,318.3,287.9
2020,1,1,228,46.2,208.2,313.3,294.1
2020,1,1,229,45.5,213.9,308.5,314.6
2020,1,1,230,45.2,216.1,310.3,340.9
2020,1,1,231,44.9,224.7,314.1,360.1
2020,1,1,232,43.4,238,317,364.4
2020,1,1,233,43.9,250.9,318.7,365.4
2020,1,1,234,42.6,253.1,318.4,378.9
2020,1,1,235,39.9,260.5,321,390.7
2020,1,1,236,39.3,263.7,318.1,399.4
2020,1,1,237,38.5,263.7,319.1,397
2020,1,1,238,31.1,272.6,316.5,396.9
2020,1,1,239,21.8,272.2,317,403.5
2020,1,1,240,15,282,317,429
2020,1,1,241,10.8,287.3,309.9,438.1
2020,1,1,242,8.6,282.5,302.8,431.8
2020,1,1,243,9.6,287.3,303,428.3
2020,1,1,244,8.7,304,303.2,443
2020,1,1,245,12.5,305.2,301.3,459.5
2020,1,1,246,16.2,306.5,292.9,468.3
2020,1,1,247,14.7,313.5,284.5,477.8
2020,1,1,248,8.4,321.8,285.6,486.2
2020,1,1,249,6.1,325.1,290.3,493.8
2020,1,1,250,8.9,315.7,289.2,500.2
2020,1,1,251,10.9,321.7,291.4,501.6
2020,1,1,252,7.1,353.3,288.3,499.3
2020,1,1,253,3.4,385.9,287.9,493.6
2020,1,1,254,2.6,410.7,279.1,497.2
2020,1,1,255,3.6,419.4,266.5,514.7
2020,1,1,256,2.4,417.3,263.5,534.1
2020,1,1,257,1.7,412.1,265.4,536.5
2020,1,1,258,1.3,408.2,262.8,514
2020,1,1,259,1.1,412.6,262.3,485.9
2020,1,1,260,0.3,417.8,277.5,461.7
2020,1,1,261,0.8,387.2,279.6,434.4
2020,1,1,262,1.6,324.2,265.3,421.6
2020,1,1,263,0.2,274.3,234.6,427
2020,1,1,264,1.2,265.6,205.6,446.5
2020,1,1,265,0.8,275.6,170.4,461.4
2020,1,1,266,0.8,287.3,146.8,466.6
2020,1,1,267,1.2,295.6,140.3,474.8
2020,1,1,268,0.1,300.6,146.4,490.2
2020,1,1,269,0.9,308.3,151.8,496.7
2020,1,1,270,2,329.5,154,491.7
2020,1,1,271,1,347,142.6,470.3
2020,1,1,272,0.9,362.6,126.9,445.8
2020,1,1,273,0.9,364.5,122.1,434.7
2020,1,1,274,1.1,362.7,117.5,458.1
2020,1,1,275,1.4,363,113.2,465.1
2020,1,1,276,0.9,376.3,106.8,444.4
2020,1,1,277,0.2,395.6,99,441.9
2020,1,1,278,1.1,427.1,98.4,457.3
2020,1,1,279,1,462.4,92.1,477.9
2020,1,1,280,1,488,69.9,496.5
2020,1,1,281,0.7,507.1,48.2,515.5
2020,1,1,282,1,522.6,41.3,536.1
2020,1,1,283,1.5,533.8,35.8,554.6
2020,1,1,284,0,544.6,31.6,566.8
2020,1,1,285,0.5,541.5,33.7,566.2
2020,1,1,286,1.4,514.7,34.8,568.8
2020,1,1,287,1.2,500.7,34.5,569
2020,1,1,288,0.4,501.5,32.7,575.6
2020,1,2,1,0.5,494.3,29.9,589.3
2020,1,2,2,1,485.8,18.6,602.9
2020,1,2,3,2.1,481.7,14.1,610.1
2020,1,2,4,0.8,479.5,14.7,610.2
2020,1,2,5,0.3,460,19.1,611.8
2020,1,2,6,2.7,419.5,19.7,606.1
2020,1,2,7,1.1,398.9,13.4,588.8
2020,1,2,8,0.7,396,10.2,567.1
2020,1,2,9,1.5,389.3,10.8,555.9
2020,1,2,10,0.7,363,9.4,556
2020,1,2,11,0.8,329.9,9.8,550.5
2020,1,2,12,1.8,301.6,6.7,537.1
2020,1,2,13,1,280.2,8.1,519.1
2020,1,2,14,0.5,277.6,8.8,487.4
2020,1,2,15,1.8,273.8,6.6,465.2
2020,1,2,16,5.4,262,6.7,466.8
2020,1,2,17,8.9,243.7,8,471.1
2020,1,2,18,11.4,220.4,8.7,477.2
2020,1,2,19,17.8,206,7.8,466.6
2020,1,2,20,26.7,196.6,7.1,450.8
2020,1,2,21,29.1,196.2,8.3,440.3
2020,1,2,22,28,202.5,7.9,438.9
2020,1,2,23,27.2,213.4,7.6,435.6
2020,1,2,24,24.7,234.1,7,430.6
2020,1,2,25,19.4,234.4,8.1,418.2
2020,1,2,26,15,214.4,12.2,405.5
2020,1,2,27,13.2,204.4,7.1,401.1
2020,1,2,28,15.6,206.7,9.2,402.6
2020,1,2,29,20.8,204,13.1,417.3
2020,1,2,30,19.3,194.5,16.4,425.4
2020,1,2,31,19.6,187.7,16.3,411.5
2020,1,2,32,19.7,195.6,11.8,387.6
2020,1,2,33,20.8,201,16.8,379.1
2020,1,2,34,21.8,196,18,383.2
2020,1,2,35,23.6,186.8,18.7,396.7
2020,1,2,36,22,184.9,16.7,405.6
2020,1,2,37,22.5,176.2,13.7,413
2020,1,2,38,22,162.5,13.9,418.5
2020,1,2,39,22.9,154.8,12.7,427.1
2020,1,2,40,26.2,162.8,15.9,434.7
2020,1,2,41,27.7,164.2,18,431
2020,1,2,42,24.4,165.3,14.8,409.5
2020,1,2,43,21.6,162.4,17.1,387.4
2020,1,2,44,22.5,163.8,17.3,368.4
2020,1,2,45,26.3,180.4,23,361.2
2020,1,2,46,30.2,195.6,23.1,369.1
2020,1,2,47,31.9,216.5,26,390.9
2020,1,2,48,34,248.5,26.4,417.3
2020,1,2,49,32.8,274,26.8,442.8
2020,1,2,50,26.5,297.4,27.2,469.1
2020,1,2,51,24.3,325.6,31.2,488.1
2020,1,2,52,24.7,364.1,34.9,497.4
2020,1,2,53,21.6,405.3,32.3,511.4
2020,1,2,54,21.5,438.9,29.9,528.8
2020,1,2,55,24.7,479.8,31.2,552.8
2020,1,2,56,28.3,524.7,32.9,588.3
2020,1,2,57,28.7,548.5,29,620.6
2020,1,2,58,19.9,536.1,21.8,641.2
2020,1,2,59,16.4,522.9,14.1,653.3
2020,1,2,60,18.2,528.8,19.3,662.8
2020,1,2,61,18.3,534.1,21.1,668.2
2020,1,2,62,16.1,544,18,668.8
2020,1,2,63,13,562.5,17.7,671.4
2020,1,2,64,11.2,579.2,22.5,675.1
2020,1,2,65,11,591.7,24.9,676.2
2020,1,2,66,8.5,590.5,24.6,667.5
2020,1,2,67,5,599.3,24.5,665
2020,1,2,68,2.9,606.2,24.1,671.1
2020,1,2,69,4.5,612.8,24.1,675.5
2020,1,2,70,5.5,621.5,21.6,675.9
2020,1,2,71,5.4,638.1,20.3,678.1
2020,1,2,72,4.7,639,21.9,680
2020,1,2,73,5.1,633.2,24.1,682.9
2020,1,2,74,6.8,614.3,31.9,683.2
2020,1,2,75,6.5,613.7,30.7,681.6
2020,1,2,76,4.8,616.5,24.7,682.6
2020,1,2,77,3.4,603.8,25,683.1
2020,1,2,78,3.7,573.2,31.1,684.3
2020,1,2,79,3,565.3,34.5,684.8
2020,1,2,80,3.4,584.4,27.4,684.4
2020,1,2,81,4.1,604.8,19.6,676.2
2020,1,2,82,4.4,610.9,25.2,667.3
2020,1,2,83,4.2,603.6,33.9,658.8
2020,1,2,84,4.3,591.7,37.5,655.6
2020,1,2,85,5.6,582.9,44.7,651.7
2020,1,2,86,5.4,583.4,42.8,648.2
2020,1,2,87,5.6,588,42.3,645.9
2020,1,2,88,4.2,592.1,44.7,637.7
2020,1,2,89,5.1,593.6,39.8,632.5
2020,1,2,90,3.9,590.1,34.8,631.7
2020,1,2,91,3,585.3,36.6,633.7
2020,1,2,92,0.9,589.4,48.1,637.6
2020,1,2,93,0.9,594.5,52.2,639.4
2020,1,2,94,2.6,602.6,41.9,649.8
2020,1,2,95,0.9,617.8,44.1,663.5
2020,1,2,96,1.3,636.6,49.6,669.5
2020,1,2,97,0.5,653,53.9,678.6
2020,1,2,98,0.8,667.9,49.3,689.3
2020,1,2,99,1.4,682.7,50.5,691.5
2020,1,2,100,1.2,697.2,51.7,690.4
2020,1,2,101,0.7,707.6,53.8,696.6
2020,1,2,102,1,717,53.5,696.2
2020,1,2,103,1.2,723.8,45,696.7
2020,1,2,104,1.7,726.2,38,700.1
2020,1,2,105,1.1,720.1,32.8,698.9
2020,1,2,106,1,711,36.9,701.1
2020,1,2,107,0.4,705.5,39.3,701
2020,1,2,108,1,708,41.2,701.8
2020,1,2,109,1.6,711.7,40.2,702.1
2020,1,2,110,1.1,717.4,35.3,702.7
2020,1,2,111,1.1,720.1,33.1,700.5
2020,1,2,112,0.5,723.5,39.2,703.9
2020,1,2,113,1.6,727.3,37.3,704.7
2020,1,2,114,1.1,729.5,33.5,703
2020,1,2,115,0.9,732.7,28.1,702.4
2020,1,2,116,0.5,734,36.1,703.5
2020,1,2,117,1.1,741.1,38.3,702.8
2020,1,2,118,0.9,749,35.6,704.7
2020,1,2,119,0.9,750.8,29.6,702.4
2020,1,2,120,0.7,745.2,26.3,701.1
2020,1,2,121,0.4,737.8,28.7,697.9
2020,1,2,122,0.4,732.4,30.6,702
2020,1,2,123,1.4,725.1,34.1,701.2
2020,1,2,124,1.3,710.7,40.6,698.1
2020,1,2,125,0.3,701.4,43.2,697.6
2020,1,2,126,0.7,688.5,40,698.9
2020,1,2,127,0.8,678.4,39.2,699.9
2020,1,2,128,1.1,661.5,47.7,702.7
2020,1,2,129,0.9,646.5,67.5,702.3
2020,1,2,130,1.5,636.8,87.1,697.7
2020,1,2,131,0.1,632.7,94.2,702.8
2020,1,2,132,2.2,629.7,82.9,702.7
2020,1,2,133,1.5,626.9,74.5,701.2
2020,1,2,134,0.5,626.5,77,699.2
2020,1,2,135,0.5,615.5,80.4,701.9
2020,1,2,136,0.4,605.9,78.4,702.7
2020,1,2,137,1.8,589.4,75.4,699.8
2020,1,2,138,0.9,577.2,81.8,692.8
2020,1,2,139,0.6,560.9,99.2,694.7
2020,1,2,140,0.6,544.4,108.1,696.3
2020,1,2,141,2.2,540.3,116.4,691.4
2020,1,2,142,0.4,537.8,125.7,692.5
2020,1,2,143,0.1,534.5,124.3,693.1
2020,1,2,144,1.2,526.4,126.5,695.8
2020,1,2,145,1.3,522.4,120.2,699.9
2020,1,2,146,0.2,526.3,126.5,700.1
2020,1,2,147,0.5,528.1,122.4,697
2020,1,2,148,1.3,523.2,123.2,698.4
2020,1,2,149,1.4,513.7,125.2,697.2
2020,1,2,150,0.5,504.8,124.6,697.1
2020,1,2,151,0.2,489.4,126.7,695.3
2020,1,2,152,0.9,478.9,118.3,690.1
2020,1,2,153,1.5,474.6,114.2,689.1
2020,1,2,154,0.8,467.5,109,690.8
2020,1,2,155,0.3,468.8,101.9,696.7
2020,1,2,156,0.4,456.6,94.2,698.1
2020,1,2,157,2,446.1,86.8,698.4
2020,1,2,158,0.6,441,78.6,694.9
2020,1,2,159,1.2,445.6,70.5,693
2020,1,2,160,0.6,449.5,66.5,691.5
2020,1,2,161,0.9,473.8,64.1,694.1
2020,1,2,162,1.9,494.1,57.3,690.7
2020,1,2,163,0.4,499.1,57.1,677.2
2020,1,2,164,1.1,507.1,58.1,667.1
2020,1,2,165,0.8,527.8,66.6,664.1
2020,1,2,166,0.7,545,64,665.9
2020,1,2,167,0.8,555.3,62.9,666
2020,1,2,168,0.7,568.3,62.1,664.4
2020,1,2,169,1.1,591.2,66.9,671.4
2020,1,2,170,0.4,621.3,78.2,680.2
2020,1,2,171,0.7,637.2,91.1,686
2020,1,2,172,1,626.3,113.9,688.9
2020,1,2,173,1.6,630.4,138.2,690.2
2020,1,2,174,0.6,638.5,167,690.3
2020,1,2,175,0.8,641.5,185.5,691.9
2020,1,2,176,0.7,633,201.4,696.9
2020,1,2,177,1.4,619,212.7,700.1
2020,1,2,178,2,599.1,225.6,699.6
2020,1,2,179,0.3,590.6,238.7,697.4
2020,1,2,180,0.3,597.8,245.9,696.9
2020,1,2,181,2.5,609.8,256.5,696.8
2020,1,2,182,0.9,613.2,259.6,701.9
2020,1,2,183,1.3,610.9,261.9,703.3
2020,1,2,184,1.9,607.9,277.3,703.3
2020,1,2,185,3.1,609.1,288.7,701
2020,1,2,186,1.6,624.6,288.9,704
2020,1,2,187,1,623.2,300.2,705.1
2020,1,2,188,1.2,612.8,321.3,707.1
2020,1,2,189,1.6,609.1,347.3,704.6
2020,1,2,190,2.4,619.3,372.3,698.7
2020,1,2,191,1.8,613.3,391.6,699.9
2020,1,2,192,2.4,597.2,413.9,702.7
2020,1,2,193,4.6,570.4,442.1,705.9
2020,1,2,194,3.3,553.1,475.8,704.8
2020,1,2,195,0.7,538.1,494.3,703
2020,1,2,196,0.9,524.4,509.3,703
2020,1,2,197,0.5,497.6,530.4,701.6
2020,1,2,198,1.7,480.4,568.5,703.6
2020,1,2,199,1,475.9,609.8,700.8
2020,1,2,200,0.5,488.5,649.8,700.7
2020,1,2,201,0.7,510.3,680.5,701.1
2020,1,2,202,0.8,532.7,695.9,699.7
2020,1,2,203,0.5,557.5,710.7,700
2020,1,2,204,1.6,587.6,726.5,703.7
2020,1,2,205,0.9,609.5,735.8,703.4
2020,1,2,206,0.6,613.1,741.2,701.9
2020,1,2,207,1.1,610.1,747.8,696.9
2020,1,2,208,1.9,614.4,761.6,697.6
2020,1,2,209,0.5,612.5,773.8,703.5
2020,1,2,210,0.5,615.7,780.4,704.3
2020,1,2,211,1.3,622.1,786.2,704.2
2020,1,2,212,1.2,632.4,789.6,703.1
2020,1,2,213,0.9,641.8,795.3,704.3
2020,1,2,214,0.2,659.6,790.9,701.2
2020,1,2,215,1.4,680.2,784,704
2020,1,2,216,1.7,703.4,782.4,700.6
2020,1,2,217,1.9,709.9,782.2,700.4
2020,1,2,218,1.6,705.8,777.3,702.4
2020,1,2,219,0.8,708.5,770,702.3
2020,1,2,220,0.2,721.1,744,703.3
2020,1,2,221,1.5,723.8,718.4,701
2020,1,2,222,3.1,710.3,702.5,700.3
2020,1,2,223,4.1,690.1,692.1,698.7
2020,1,2,224,3.4,684.7,680.8,701.7
2020,1,2,225,1.7,697.8,672.2,702.7
2020,1,2,226,2.2,717.7,666.8,699
2020,1,2,227,6.7,723.9,671,703.1
2020,1,2,228,15.4,712.3,688.8,699.8
2020,1,2,229,20.1,709.3,694.8,698.4
2020,1,2,230,19.3,722.4,680.4,699.9
2020,1,2,231,19.7,719.5,666.1,704.6
2020,1,2,232,22.6,698.5,655.5,707.1
2020,1,2,233,22.4,685.8,630,703.4
2020,1,2,234,13.8,687.5,607.7,702.7
2020,1,2,235,11.2,676.7,597.5,697.9
2020,1,2,236,12.2,657.3,601.9,699.7
2020,1,2,237,10.3,646.3,598,702.5
2020,1,2,238,8.9,657.5,590,696.6
2020,1,2,239,9.6,682.2,579.8,697.4
2020,1,2,240,12.7,700,567.1,697.8
2020,1,2,241,18.2,702.9,561.8,698.8
2020,1,2,242,23.8,702.7,568,699.5
2020,1,2,243,26.5,710.7,578.3,688.9
2020,1,2,244,29.9,723.6,575.2,687
2020,1,2,245,33.1,738.3,565,687.5
2020,1,2,246,37.8,757.3,568.5,695.2
2020,1,2,247,47.1,767,590.9,703.5
2020,1,2,248,60.7,749,622.3,700.5
2020,1,2,249,68.3,700.5,639.8,690
2020,1,2,250,66.3,634.4,639.4,679.5
2020,1,2,251,67,619.5,634.8,675.4
2020,1,2,252,72.8,668.2,620.7,678.4
2020,1,2,253,75.2,724.6,607.2,679.3
2020,1,2,254,71.1,755.5,598.4,678
2020,1,2,255,64.1,773.9,607.3,679
2020,1,2,256,64.1,773.3,627.5,688.7
2020,1,2,257,66.6,770.7,627.1,695.4
2020,1,2,258,63.9,778,606.4,694.1
2020,1,2,259,66.5,777.2,591.4,684.5
2020,1,2,260,70.2,760.8,580.4,673.9
2020,1,2,261,78.8,749.4,574,674
2020,1,2,262,85.1,756.4,570.8,672.4
2020,1,2,263,89.9,755,572.5,668.4
2020,1,2,264,93.2,754.9,569,664.6
2020,1,2,265,95.5,745.7,547.2,658
2020,1,2,266,99.1,739.4,518.4,648.5
2020,1,2,267,98.8,744.9,496.9,637.1
2020,1,2,268,90,761.1,484,622.9
2020,1,2,269,80.4,761.2,465.3,621.8
2020,1,2,270,70.2,744.4,437.1,618.7
2020,1,2,271,64.6,741,416.8,619.2
2020,1,2,272,62.4,755.6,415.2,611.4
2020,1,2,273,59.8,761.8,429.5,608.9
2020,1,2,274,50.2,748.8,451.9,610.1
2020,1,2,275,38.8,731,474.3,607.5
2020,1,2,276,31.2,715.2,492.5,595.4
2020,1,2,277,28.2,695.1,501.8,593
2020,1,2,278,28.4,676,506.8,592.2
2020,1,2,279,26.1,668.4,502.8,586
2020,1,2,280,23,666.5,485.2,573.3
2020,1,2,281,20.8,663.6,479.5,576.7
2020,1,2,282,18.7,659,492.4,596.3
2020,1,2,283,22.5,655.4,479,611.9
2020,1,2,284,28.6,663.1,448.3,619.2
2020,1,2,285,35.9,659.9,421.5,632.3
2020,1,2,286,38.6,656.5,410.7,646.4
2020,1,2,287,50.3,667.5,397.5,655.2
