Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020,2,27,95,97,95,93,91,95,140,95,96,88,75,81,102,97,98,100,99,29,3,7,22,47,23,35
2020,2,28,51,54,87,88,81,74,123,84,85,84,57,67,65,65,60,41,37,34,33,42,43,55,51,54
2020,2,29,58,66,77,87,91,93,140,95,93,70,53,53,42,38,38,42,36,11,13,43,84,93,91,91
2020,3,1,88,88,91,85,85,72,128,59,105,104,106,73,102,103,103,101,99,84,95,93,94,92,96,62
2020,3,2,56,56,58,91,95,98,128,85,99,90,90,91,91,100,86,85,112,93,92,93,93,93,93,95
2020,3,3,97,94,97,98,96,93,98,97,138,118,116,100,101,100,109,113,100,56,56,57,58,56,56,56
2020,3,4,56,56,94,94,91,93,136,73,88,62,49,42,48,53,60,67,85,84,87,93,98,95,97,96
2020,3,5,95,97,95,93,91,95,140,95,96,88,75,81,102,97,98,100,99,29,3,7,22,47,23,35
2020,3,6,51,54,87,88,81,74,123,84,85,84,57,67,65,65,60,41,37,34,33,42,43,55,51,54
2020,3,7,58,66,77,87,91,93,140,95,93,70,53,53,42,38,38,42,36,11,13,43,84,93,91,91
2020,3,8,93,94,95,95,96,96,142,97,94,106,109,109,98,97,98,101,95,91,91,91,91,93,91,77
2020,3,9,96,91,92,92,92,92,92,109,106,103,103,141,97,122,134,123,135,92,94,92,92,98,97,97
2020,3,10,97,98,91,86,98,95,141,100,109,107,124,125,115,121,114,124,115,97,91,96,97,94,96,83
2020,3,11,82,70,69,56,56,57,119,59,58,64,58,90,99,97,98,102,99,97,97,67,56,56,56,56
2020,3,12,56,56,56,56,56,56,119,59,58,58,58,65,68,74,84,106,76,83,98,94,96,97,92,94
2020,3,13,92,93,91,83,84,85,127,63,95,56,82,83,72,84,62,75,73,33,13,42,43,42,50,51
2020,3,14,58,61,68,63,68,64,63,77,90,91,92,81,77,75,72,53,61,25,17,20,35,40,50,57
2020,3,15,60,68,73,76,84,89,139,89,88,78,69,82,106,116,111,107,106,18,3,24,25,8,5,11
2020,3,16,16,31,40,27,39,32,111,34,27,25,16,33,41,52,60,59,59,29,26,37,86,91,92,93
2020,3,17,92,93,94,93,91,91,139,94,94,75,43,32,44,87,81,61,80,55,26,33,34,37,73,74
2020,3,18,61,88,89,91,93,93,141,94,93,90,88,85,86,88,94,100,98,57,46,78,84,93,91,92
2020,3,19,91,92,92,93,91,91,139,95,94,90,87,96,91,93,99,102,102,93,93,93,92,92,92,93
2020,3,20,89,72,31,58,65,50,112,42,58,84,82,74,65,65,62,76,43,18,10,24,65,67,72,89
2020,3,21,90,86,86,69,53,29,118,78,92,94,103,104,125,118,110,120,115,56,48,69,84,84,86,86
2020,3,22,73,56,51,54,53,55,78,72,83,71,87,85,84,85,75,57,45,28,32,38,53,56,61,66
2020,3,23,70,58,43,39,36,53,124,81,84,70,65,85,82,83,73,76,46,22,26,30,33,47,81,85
2020,3,24,85,76,63,55,46,32,108,31,19,16,16,35,34,34,41,45,51,93,78,85,91,92,91,92
2020,3,25,93,91,92,92,93,89,89,86,63,47,56,73,66,56,53,52,48,22,21,50,91,92,92,93
2020,3,26,92,94,96,97,98,97,99,95,92,94,94,85,73,72,74,70,93,93,92,92,93,86,76,85
2020,3,27,98,98,84,76,74,82,92,100,94,80,96,101,99,97,100,98,102,87,55,40,85,93,86,79
2020,3,28,36,64,67,31,12,11,25,25,52,55,87,75,77,75,68,55,55,50,73,90,93,92,97,84
2020,3,29,66,91,94,72,77,72,68,73,85,95,91,102,97,97,99,102,102,29,32,37,41,29,11,29
2020,3,30,84,93,93,91,91,92,104,97,97,86,72,78,93,88,114,66,67,51,47,61,92,94,95,94
2020,3,31,93,94,95,92,85,92,97,87,104,136,100,105,109,75,97,73,63,10,22,56,59,61,49,45
2020,4,1,15,24,26,8,27,23,46,58,65,84,72,74,82,89,114,93,93,92,92,93,95,95,94,91
2020,4,2,91,93,96,94,94,144,96,93,94,82,52,62,56,43,47,55,46,47,27,27,27,89,87,85
2020,4,3,51,49,91,91,92,140,103,105,122,120,110,86,77,75,65,67,65,3,3,10,35,73,72,71
2020,4,4,91,93,91,87,82,87,107,88,88,66,91,117,117,128,114,90,102,93,88,86,91,87,94,93
2020,4,5,90,74,75,73,67,127,86,88,66,60,57,52,56,55,51,52,57,49,40,65,92,92,91,93
2020,4,6,86,72,62,55,62,74,103,99,139,134,118,66,92,92,108,69,69,97,95,93,93,93,88,87
2020,4,7,93,92,90,92,83,49,36,36,103,103,103,65,65,73,75,75,75,22,24,26,57,64,34,44
2020,4,8,42,36,27,63,71,58,71,71,117,110,95,91,76,85,81,98,106,92,91,97,97,84,68,62
2020,4,9,57,56,56,56,56,120,68,62,68,82,79,82,86,80,81,92,105,113,85,85,87,68,64,58
2020,4,10,55,23,10,13,11,106,21,21,16,16,16,16,37,42,49,46,50,78,16,19,20,75,92,93
2020,4,11,93,93,92,91,84,124,51,54,91,95,94,92,72,79,73,84,103,113,92,92,93,91,95,97
2020,4,12,97,94,91,92,92,140,93,93,94,92,81,68,77,64,80,45,45,81,12,10,15,45,53,51
2020,4,13,53,65,57,65,72,129,79,86,110,135,134,107,106,109,104,120,102,38,16,18,34,39,39,24
2020,4,14,25,41,37,42,44,119,60,78,78,89,87,75,66,67,100,61,56,17,28,31,66,69,74,79
2020,4,15,87,92,92,91,95,140,94,94,94,88,94,93,80,75,79,92,92,95,90,89,92,94,94,97
2020,4,16,98,97,92,92,92,84,87,92,96,94,93,97,97,98,99,99,97,92,84,65,90,89,89,91
2020,4,17,93,92,92,92,93,141,97,97,106,106,116,115,126,120,125,137,124,100,97,95,97,94,96,96
2020,4,18,94,91,91,92,93,139,78,45,63,69,101,114,118,115,103,95,97,118,94,92,92,96,57,64
2020,4,19,56,63,56,56,64,126,89,98,106,101,85,58,56,38,38,73,76,83,9,3,20,46,57,85
2020,4,20,93,91,93,91,91,141,98,96,93,93,94,95,98,97,98,96,95,91,79,86,77,84,82,85
2020,4,21,78,74,64,53,56,66,54,56,20,16,16,34,34,34,37,36,41,33,9,19,31,63,85,90
2020,4,22,93,91,88,89,90,88,87,89,56,21,16,33,33,33,36,36,41,33,12,23,34,47,83,86
2020,4,23,86,89,88,87,79,78,87,91,68,41,29,36,34,33,36,37,42,34,6,14,68,92,96,68
2020,4,24,94,94,92,91,91,95,94,95,105,89,85,80,76,81,82,85,85,89,85,91,92,91,91,91
2020,4,25,92,92,93,93,91,89,85,86,85,101,105,119,118,118,119,112,107,97,89,87,86,93,92,88
2020,4,26,87,93,91,93,94,98,96,98,96,94,92,97,98,98,99,116,106,101,91,97,81,73,62,67
2020,4,27,70,73,76,77,78,87,90,100,93,94,90,90,72,54,40,37,46,35,18,16,3,24,11,28
2020,4,28,59,75,76,89,93,95,94,94,81,87,85,91,75,67,60,57,57,33,3,3,3,3,6,3
2020,4,29,3,10,10,9,39,57,67,69,69,63,57,85,79,87,103,113,104,99,91,85,93,92,94,96
2020,4,30,94,91,93,88,89,95,96,106,94,77,82,54,81,83,61,73,76,37,13,8,3,5,7,3
2020,5,1,3,3,9,10,9,25,37,34,52,52,17,34,33,33,36,37,41,34,18,14,24,21,22,9
2020,5,2,10,13,16,12,16,38,38,69,78,53,61,56,61,50,82,85,84,74,76,84,77,85,92,96
2020,5,3,94,97,96,96,97,98,96,92,93,87,86,89,76,66,64,59,60,44,24,24,37,46,83,83
2020,5,4,69,51,23,29,72,95,93,94,91,91,92,94,97,97,98,98,105,79,70,85,98,89,91,97
2020,5,5,97,96,95,94,92,93,94,93,68,48,40,51,52,55,52,51,54,38,11,7,5,3,4,3
2020,5,6,9,33,55,59,65,75,84,81,42,38,42,49,50,41,42,47,56,79,85,92,91,91,91,91
2020,5,7,93,94,93,91,92,96,98,98,89,99,89,91,77,71,71,60,58,68,56,52,60,60,49,37
2020,5,8,42,60,57,54,32,35,42,42,54,16,16,33,33,33,36,36,41,55,58,43,60,86,93,93
2020,5,9,93,92,94,93,92,95,96,93,93,94,91,95,99,98,98,98,100,99,91,92,93,97,95,91
2020,5,10,76,83,95,97,87,75,78,72,70,65,68,74,81,85,90,90,104,71,66,86,83,56,58,95
2020,5,11,93,89,91,92,92,94,94,95,85,79,78,91,98,99,96,96,96,93,87,89,93,92,93,91
2020,5,12,93,92,92,91,91,93,93,80,51,33,24,38,37,35,40,42,44,33,3,3,3,3,3,3
2020,5,13,3,5,10,10,5,24,40,39,32,38,37,38,36,35,36,36,43,39,22,42,42,42,55,74
2020,5,14,62,48,65,85,90,90,89,92,87,64,39,40,36,41,62,72,76,99,92,94,92,93,93,93
2020,5,15,91,93,97,95,94,96,94,93,81,73,62,71,80,90,92,93,93,86,74,67,74,89,87,86
2020,5,16,84,64,39,24,21,29,31,21,20,18,17,33,33,33,33,36,42,33,8,8,8,6,8,22
2020,5,17,25,23,16,16,17,24,28,27,16,16,16,34,35,35,38,38,43,36,16,18,14,7,8,22
2020,5,18,22,32,32,47,48,54,54,52,31,30,28,46,50,53,51,52,52,44,34,38,36,34,48,58
2020,5,19,66,86,78,79,77,71,44,61,54,56,41,37,35,33,34,37,41,33,7,5,10,24,33,77
2020,5,20,75,63,56,47,27,40,46,58,52,51,51,65,66,67,83,71,57,84,9,13,16,18,26,31
2020,5,21,43,93,90,83,91,88,53,50,31,33,30,55,65,67,90,71,80,98,93,93,94,92,93,90
2020,5,22,91,91,93,93,93,95,94,85,63,85,94,99,95,99,96,99,93,84,19,8,3,3,3,60
2020,5,23,83,92,92,92,92,93,93,95,92,94,86,92,90,80,72,69,65,70,57,39,31,25,26,27
2020,5,24,36,17,18,25,27,45,42,56,18,16,16,16,35,33,65,71,78,92,42,65,50,43,24,36
2020,5,25,6,3,45,59,58,83,67,37,17,71,63,73,77,35,39,85,102,79,87,93,94,93,88,92
2020,5,26,92,92,93,91,86,48,49,24,47,76,44,38,45,43,45,69,57,62,20,24,39,42,29,23
2020,5,27,29,36,11,4,17,26,59,69,67,43,46,85,93,91,84,90,84,97,93,92,93,93,93,91
2020,5,28,92,92,92,92,93,91,74,31,25,31,34,50,54,62,65,70,85,71,49,84,89,87,87,91
2020,5,29,92,92,91,97,86,86,95,95,93,93,92,97,87,67,78,83,90,48,58,62,58,72,87,93
2020,5,30,93,93,93,89,90,93,91,82,86,87,85,92,91,91,91,76,91,100,94,92,91,93,82,76
2020,5,31,64,56,58,58,64,71,85,99,96,94,92,98,98,97,99,99,100,97,91,93,91,96,96,97
2020,6,1,96,92,90,91,100,98,97,92,95,88,80,72,68,69,67,64,66,37,3,3,20,39,31,17
2020,6,2,29,45,34,18,23,21,21,16,16,16,16,33,34,34,35,37,42,36,5,10,24,71,89,93
2020,6,3,91,92,91,92,95,95,95,94,91,88,83,56,48,49,48,77,60,51,34,32,64,87,93,91
2020,6,4,91,91,92,92,96,87,52,22,16,16,16,33,34,39,40,45,69,76,68,92,98,91,96,92
2020,6,5,91,92,91,77,40,22,24,16,21,22,25,69,70,58,90,65,67,90,85,89,86,91,91,98
2020,6,6,95,94,97,94,95,92,88,42,23,20,19,36,35,36,36,42,56,36,6,7,17,44,36,35
2020,6,7,47,65,80,60,71,70,96,94,92,97,74,80,86,83,82,88,100,101,92,91,94,92,92,91
2020,6,8,93,92,91,92,96,92,89,69,23,16,16,33,33,33,34,38,37,38,10,3,3,3,3,4
2020,6,9,15,15,13,18,29,56,55,32,19,16,16,33,33,33,65,69,41,37,12,15,27,29,54,76
2020,6,10,78,53,43,68,78,84,82,67,42,33,23,67,67,66,66,39,57,37,14,62,86,90,93,74
2020,6,11,47,29,21,68,87,88,95,94,95,92,87,96,98,98,99,98,93,99,93,85,81,90,92,93
2020,6,12,92,91,86,76,74,79,73,31,20,16,16,33,34,34,39,39,38,41,20,22,48,84,93,88
2020,6,13,93,93,91,90,91,91,95,94,94,87,55,61,66,64,45,42,44,36,3,3,3,4,3,3
2020,6,14,3,9,17,18,25,21,21,16,16,16,16,33,33,33,33,36,36,36,6,7,17,13,10,20
2020,6,15,12,7,3,3,21,21,21,16,16,16,16,33,33,34,37,38,52,43,41,53,67,92,92,85
2020,6,16,58,84,75,62,59,69,42,54,56,53,23,38,40,33,33,76,94,96,92,92,64,83,84,85
2020,6,17,82,90,93,91,98,97,91,97,98,88,74,77,80,87,81,77,74,74,67,62,74,64,63,62
2020,6,18,69,74,82,86,89,81,66,99,96,96,92,97,97,97,97,100,99,99,93,93,92,98,93,92
2020,6,19,94,92,91,92,94,95,93,95,89,86,88,76,57,80,93,99,98,86,68,57,68,56,56,59
2020,6,20,64,87,98,98,96,93,95,60,58,34,35,36,33,33,33,37,37,43,11,4,6,9,26,9
2020,6,21,28,28,24,13,21,29,29,21,16,16,16,33,34,34,36,42,53,37,18,33,84,91,91,92
2020,6,22,92,91,92,92,95,94,94,94,94,93,87,92,90,82,83,79,68,92,89,93,91,94,94,91
2020,6,23,93,90,88,92,95,95,95,69,65,56,48,50,52,54,56,58,58,42,26,35,37,64,91,92
2020,6,24,91,89,92,92,91,91,89,60,55,32,20,33,34,34,33,36,36,38,78,3,6,19,80,85
2020,6,25,81,56,26,30,49,47,44,31,27,24,20,34,35,37,42,58,74,43,41,29,32,49,88,93
2020,6,26,91,55,42,44,52,50,51,33,17,16,16,35,36,35,34,37,38,36,3,3,3,3,3,3
2020,6,27,10,17,12,10,25,24,23,23,17,16,34,53,66,82,66,61,65,64,23,26,24,32,35,35
2020,6,28,31,35,54,51,50,45,44,41,36,34,30,41,40,40,69,64,42,41,20,18,18,27,35,34
2020,6,29,28,52,47,35,43,44,40,44,29,27,32,43,51,57,53,47,43,39,8,5,3,3,7,16
2020,6,30,22,29,27,21,39,35,34,37,21,16,16,33,33,33,34,61,67,41,20,26,66,88,88,78
2020,7,1,77,91,92,91,94,94,94,90,79,75,65,73,89,72,87,70,69,52,24,24,51,33,20,45
2020,7,2,90,93,95,95,96,75,41,30,16,16,18,39,75,80,108,93,110,73,3,3,50,69,53,35
2020,7,3,25,23,18,18,27,29,25,16,16,16,16,33,34,34,65,46,45,36,5,4,8,3,3,36
2020,7,4,60,47,48,40,43,50,42,34,18,16,33,33,33,33,33,36,36,37,5,4,3,3,3,67
2020,7,5,66,51,33,15,9,21,21,16,16,16,16,33,33,33,33,37,37,37,20,13,22,25,55,84
2020,7,6,68,67,65,70,82,72,48,44,25,16,16,16,33,33,33,37,36,38,12,11,27,22,24,49
2020,7,7,33,21,25,20,11,35,24,20,16,16,16,16,36,35,67,51,72,68,68,87,91,95,91,92
2020,7,8,92,91,92,93,89,90,86,74,67,60,44,49,48,46,72,87,85,100,82,64,87,85,91,92
2020,7,9,84,86,88,89,88,90,87,73,64,55,49,53,55,55,77,96,99,100,92,92,94,94,94,93
2020,7,10,91,94,93,93,93,96,88,62,40,16,16,33,33,33,33,60,36,36,3,3,3,3,3,3
2020,7,11,5,5,3,4,5,21,21,16,16,16,16,33,33,33,34,36,37,36,3,3,3,3,3,3
2020,7,12,5,7,10,3,3,21,21,18,16,16,16,16,33,33,33,36,36,41,38,43,64,89,93,91
2020,7,13,91,91,91,91,91,93,94,95,91,86,82,86,91,94,94,95,96,99,93,90,86,93,93,92
2020,7,14,92,93,85,86,85,87,85,38,16,16,16,26,44,47,58,75,86,87,80,86,92,93,84,78
2020,7,15,90,94,93,94,94,98,93,89,63,58,74,90,93,95,99,99,98,102,91,96,95,89,75,62
2020,7,16,74,91,96,92,93,96,94,93,87,83,74,76,66,63,71,71,65,56,40,38,48,82,84,82
2020,7,17,88,92,92,93,91,95,93,57,42,35,33,46,52,66,69,72,75,71,65,61,60,65,57,71
2020,7,18,82,85,91,86,84,78,82,65,37,24,22,36,35,39,44,65,75,76,69,65,84,91,93,90
2020,7,19,85,92,88,86,80,82,72,34,17,16,16,33,33,33,33,37,37,36,6,9,15,19,29,86
2020,7,20,84,62,49,86,87,90,88,81,47,25,21,28,42,42,71,54,62,95,87,86,92,92,91,92
2020,7,21,92,91,92,92,92,94,98,93,55,34,21,38,40,40,41,36,36,37,39,43,43,27,65,80
2020,7,22,79,39,16,4,9,22,21,16,16,16,16,16,33,33,33,36,36,36,3,3,10,55,58,64
2020,7,23,74,71,52,33,26,34,32,26,19,18,16,33,33,33,65,70,56,70,13,18,18,18,23,28
2020,7,24,25,29,32,40,39,41,40,37,22,20,18,34,34,34,65,36,37,39,21,25,34,21,25,29
2020,7,25,16,17,38,42,40,41,46,59,56,20,16,33,34,66,84,41,39,37,6,5,9,22,23,36
2020,7,26,83,79,74,64,56,48,39,67,51,52,51,81,65,65,81,73,73,72,11,12,17,30,87,85
2020,7,27,86,84,87,91,88,97,106,105,92,71,61,41,44,51,72,48,54,72,61,52,87,91,91,92
2020,7,28,93,93,91,91,93,95,95,93,91,89,77,67,63,95,93,55,53,57,46,50,89,92,92,93
2020,7,29,84,78,85,87,89,92,90,74,44,40,34,28,42,45,48,79,84,83,11,14,29,29,64,55
2020,7,30,52,51,37,36,43,49,48,39,25,16,16,33,66,67,84,47,50,52,41,51,37,84,85,70
2020,7,31,93,93,92,91,92,94,94,97,106,93,89,91,91,92,95,114,105,95,87,84,85,87,89,88
2020,8,1,87,92,93,93,93,98,97,107,105,99,95,95,98,103,108,101,84,65,52,50,52,67,72,76
2020,8,2,91,95,96,95,94,100,102,113,123,122,111,108,117,121,125,116,108,67,30,24,23,67,76,68
2020,8,3,56,35,28,25,20,25,34,35,54,82,82,82,82,82,66,37,42,33,5,8,8,5,6,4
2020,8,4,23,15,22,24,22,41,46,53,45,44,38,45,43,43,43,45,49,69,74,78,59,93,93,87
2020,8,5,85,81,70,73,78,79,80,57,33,24,20,36,36,36,36,38,42,33,3,5,17,6,3,5
2020,8,6,31,23,13,3,10,24,25,28,18,16,16,33,33,33,33,37,42,33,3,3,3,5,20,73
2020,8,7,65,54,42,46,49,49,44,50,56,56,54,20,38,42,42,47,52,62,49,39,41,87,89,85
2020,8,8,80,62,47,44,45,44,45,41,16,17,16,33,33,33,33,36,42,34,4,11,3,5,7,10
2020,8,9,7,9,10,10,15,27,23,22,16,16,16,16,33,33,33,36,41,33,3,3,3,3,3,3
2020,8,10,3,3,3,3,22,29,23,23,16,16,22,56,41,39,41,68,66,41,19,27,89,89,92,85
2020,8,11,92,87,92,96,91,95,95,94,93,94,94,96,95,95,95,97,101,99,92,92,92,94,95,95
2020,8,12,92,92,92,91,91,93,95,89,54,34,26,39,34,33,65,36,41,52,47,42,49,63,59,55
2020,8,13,48,41,74,75,64,58,56,47,24,16,16,33,65,81,81,75,65,91,74,80,84,92,93,94
2020,8,14,92,91,94,92,94,96,95,93,94,94,84,73,65,77,73,51,47,38,14,9,29,84,90,90
2020,8,15,90,90,89,86,84,75,77,73,46,45,40,49,43,42,41,42,44,33,3,6,16,23,20,61
2020,8,16,67,56,52,49,55,47,46,45,26,18,16,33,35,37,36,38,43,35,13,14,14,10,5,13
2020,8,17,37,44,48,33,15,25,24,22,16,16,17,18,35,34,35,47,65,38,20,41,57,71,73,48
2020,8,18,50,76,89,92,93,97,94,98,82,66,57,52,44,46,53,59,69,43,36,26,63,74,91,93
2020,8,19,93,92,89,89,90,91,90,86,59,50,26,90,37,74,40,40,43,39,21,21,45,48,79,87
2020,8,20,92,92,93,93,93,95,96,94,92,91,84,70,46,34,34,41,57,34,16,5,14,6,3,35
2020,8,21,25,21,18,11,8,21,21,21,16,16,16,33,33,34,35,38,44,36,11,5,7,5,11,21
2020,8,22,28,27,15,12,9,28,27,26,17,16,16,33,33,33,36,39,45,35,17,13,6,6,3,3
2020,8,23,3,3,3,4,6,21,21,21,16,16,16,33,33,33,33,36,41,33,3,6,15,18,27,55
2020,8,24,64,56,55,61,73,66,48,28,28,18,21,39,40,42,58,59,67,72,73,88,92,91,92,92
2020,8,25,93,93,91,93,97,90,98,96,92,94,94,97,115,127,126,120,106,98,92,93,92,92,92,92
2020,8,26,91,78,81,85,88,90,92,92,66,67,56,84,105,115,118,105,96,93,84,75,92,92,91,96
2020,8,27,97,95,95,95,96,97,96,95,89,72,41,39,35,34,34,37,42,33,5,5,5,3,39,71
2020,8,28,65,62,42,46,51,56,62,73,59,60,42,44,46,47,44,45,45,45,23,17,20,20,20,21
2020,8,29,30,38,38,43,51,52,54,51,34,20,16,33,33,33,37,36,42,33,10,15,9,6,7,4
2020,8,30,3,3,3,3,3,21,21,16,16,16,16,33,33,36,38,37,42,34,13,10,10,17,39,58
2020,8,31,48,50,48,34,31,30,39,50,52,21,16,33,33,33,35,41,47,58,57,52,88,92,93,92
2020,9,1,96,94,86,79,98,98,97,99,95,94,93,92,98,99,100,100,102,103,96,92,98,92,94,91
2020,9,2,91,92,91,91,92,93,96,99,95,88,87,85,85,83,82,74,73,98,85,80,89,93,93,92
2020,9,3,93,93,89,86,75,72,66,51,25,16,16,33,33,33,36,36,41,42,29,20,28,38,38,45
2020,9,4,63,79,85,87,84,85,89,92,82,51,50,53,56,65,76,74,60,51,51,71,74,67,74,68
2020,9,5,65,40,29,30,26,32,37,50,53,21,16,33,33,33,33,37,43,34,11,22,30,37,44,40
2020,9,6,39,32,33,33,32,36,28,32,34,23,28,43,45,42,68,65,46,37,12,14,23,27,52,58
2020,9,7,58,56,69,62,72,88,87,60,45,28,29,33,68,88,78,71,64,34,15,25,17,26,67,88
2020,9,8,88,90,89,90,85,131,79,78,62,45,38,39,67,82,70,61,43,72,3,3,6,46,53,22
