Year,Month,Day,Period,VALUE
2020,1,15,16,50.54
2020,1,15,17,51.974
2020,1,15,18,57.167
2020,1,15,19,57.586
2020,1,15,20,56.071
2020,1,15,21,52.974
2020,1,15,22,49.215
2020,1,15,23,44.008
2020,1,15,24,39.775
2020,1,16,1,36.826
2020,1,16,2,35.65
2020,1,16,3,34.744
2020,1,16,4,34.433
2020,1,16,5,34.879
2020,1,16,6,36.989
2020,1,16,7,41.844
2020,1,16,8,45.252
2020,1,16,9,47.727
2020,1,16,10,49.458
2020,1,16,11,50.81
2020,1,16,12,51.135
2020,1,16,13,50.783
2020,1,16,14,50.608
2020,1,16,15,49.877
2020,1,16,16,48.998
2020,1,16,17,49.282
2020,1,16,18,54.841
2020,1,16,19,56.531
2020,1,16,20,54.908
2020,1,16,21,52.88
2020,1,16,22,49.431
2020,1,16,23,44.833
2020,1,16,24,40.532
2020,1,17,1,37.638
2020,1,17,2,36.015
2020,1,17,3,35.149
2020,1,17,4,34.987
2020,1,17,5,35.379
2020,1,17,6,37.611
2020,1,17,7,42.52
2020,1,17,8,46.226
2020,1,17,9,48.268
2020,1,17,10,50.107
2020,1,17,11,50.702
2020,1,17,12,51.203
2020,1,17,13,50.608
2020,1,17,14,50.148
2020,1,17,15,49.499
2020,1,17,16,48.417
2020,1,17,17,48.146
2020,1,17,18,53.245
2020,1,17,19,53.664
2020,1,17,20,52.068
2020,1,17,21,49.783
2020,1,17,22,47.416
2020,1,17,23,44.197
2020,1,17,24,40.586
2020,1,18,1,37.949
2020,1,18,2,36.056
2020,1,18,3,35.082
2020,1,18,4,34.649
2020,1,18,5,34.703
2020,1,18,6,35.528
2020,1,18,7,37.07
2020,1,18,8,38.179
2020,1,18,9,40.843
2020,1,18,10,42.628
2020,1,18,11,43.656
2020,1,18,12,43.534
2020,1,18,13,42.912
2020,1,18,14,41.776
2020,1,18,15,40.938
2020,1,18,16,40.18
2020,1,18,17,40.627
2020,1,18,18,45.184
2020,1,18,19,47.889
2020,1,18,20,46.645
2020,1,18,21,45.211
2020,1,18,22,43.453
2020,1,18,23,41.235
2020,1,18,24,39.829
2020,1,19,1,36.637
2020,1,19,2,35.095
2020,1,19,3,34.257
2020,1,19,4,33.797
2020,1,19,5,33.756
2020,1,19,6,34.243
2020,1,19,7,34.987
2020,1,19,8,35.244
2020,1,19,9,36.867
2020,1,19,10,38.246
2020,1,19,11,39.274
2020,1,19,12,39.518
2020,1,19,13,39.504
2020,1,19,14,39.477
2020,1,19,15,39.139
2020,1,19,16,38.95
2020,1,19,17,39.815
2020,1,19,18,44.765
2020,1,19,19,47.795
2020,1,19,20,47.429
2020,1,19,21,46.239
2020,1,19,22,44.102
2020,1,19,23,40.721
2020,1,19,24,37.719
2020,1,20,1,35.379
2020,1,20,2,34.473
2020,1,20,3,34.013
2020,1,20,4,33.716
2020,1,20,5,34.122
2020,1,20,6,36.177
2020,1,20,7,40.708
2020,1,20,8,43.616
2020,1,20,9,46.402
2020,1,20,10,48.498
2020,1,20,11,49.904
2020,1,20,12,50.499
2020,1,20,13,50.608
2020,1,20,14,50.648
2020,1,20,15,50.229
2020,1,20,16,49.674
2020,1,20,17,49.309
2020,1,20,18,53.542
2020,1,20,19,54.787
2020,1,20,20,52.785
2020,1,20,21,50.702
2020,1,20,22,47.091
2020,1,20,23,42.547
2020,1,20,24,38.99
2020,1,21,1,36.218
2020,1,21,2,34.865
2020,1,21,3,34.013
2020,1,21,4,33.716
2020,1,21,5,34.122
2020,1,21,6,36.069
2020,1,21,7,40.884
2020,1,21,8,43.643
2020,1,21,9,46.429
2020,1,21,10,48.579
2020,1,21,11,50.499
2020,1,21,12,51.838
2020,1,21,13,52.203
2020,1,21,14,52.325
2020,1,21,15,52.217
2020,1,21,16,51.108
2020,1,21,17,50.107
2020,1,21,18,54.381
2020,1,21,19,55.882
2020,1,21,20,53.705
2020,1,21,21,49.647
2020,1,21,22,46.239
2020,1,21,23,42.128
2020,1,21,24,38.111
2020,1,22,1,35.799
2020,1,22,2,34.649
2020,1,22,3,34.108
2020,1,22,4,33.662
2020,1,22,5,33.905
2020,1,22,6,35.961
2020,1,22,7,40.464
2020,1,22,8,44.224
2020,1,22,9,46.009
2020,1,22,10,48.079
2020,1,22,11,49.499
2020,1,22,12,50.31
2020,1,22,13,50.121
2020,1,22,14,49.945
2020,1,22,15,49.472
2020,1,22,16,48.592
2020,1,22,17,48.403
2020,1,22,18,52.988
2020,1,22,19,54.624
2020,1,22,20,53.164
2020,1,22,21,50.337
2020,1,22,22,46.821
2020,1,22,23,42.655
2020,1,22,24,38.977
2020,1,23,1,36.448
2020,1,23,2,35.258
2020,1,23,3,34.744
2020,1,23,4,34.216
2020,1,23,5,34.5
2020,1,23,6,36.258
2020,1,23,7,40.911
2020,1,23,8,44.048
2020,1,23,9,46.848
2020,1,23,10,48.958
2020,1,23,11,50.094
2020,1,23,12,50.77
2020,1,23,13,51.446
2020,1,23,14,50.445
2020,1,23,15,49.796
2020,1,23,16,48.876
2020,1,23,17,48.565
2020,1,23,18,52.393
2020,1,23,19,54.435
2020,1,23,20,53.191
2020,1,23,21,50.702
2020,1,23,22,47.227
2020,1,23,23,43.277
2020,1,23,24,39.153
2020,1,24,1,36.786
2020,1,24,2,35.339
2020,1,24,3,34.919
2020,1,24,4,34.527
2020,1,24,5,34.676
2020,1,24,6,36.651
2020,1,24,7,41.465
2020,1,24,8,44.102
2020,1,24,9,46.834
2020,1,24,10,48.728
2020,1,24,11,49.904
2020,1,24,12,50.269
2020,1,24,13,49.958
2020,1,24,14,49.688
2020,1,24,15,48.958
2020,1,24,16,48.173
2020,1,24,17,47.984
2020,1,24,18,51.933
2020,1,24,19,53.11
2020,1,24,20,51.121
2020,1,24,21,49.269
2020,1,24,22,46.523
2020,1,24,23,43.048
2020,1,24,24,39.396
2020,1,25,1,36.948
2020,1,25,2,35.379
2020,1,25,3,34.446
2020,1,25,4,34.243
2020,1,25,5,34.284
2020,1,25,6,35.001
2020,1,25,7,36.461
2020,1,25,8,37.408
2020,1,25,9,40.086
2020,1,25,10,42.074
2020,1,25,11,43.304
2020,1,25,12,43.413
2020,1,25,13,42.831
2020,1,25,14,41.844
2020,1,25,15,41.032
2020,1,25,16,40.207
2020,1,25,17,40.289
2020,1,25,18,44.265
2020,1,25,19,47.335
2020,1,25,20,46.645
2020,1,25,21,45.279
2020,1,25,22,43.453
2020,1,25,23,40.978
2020,1,25,24,38.422
2020,1,26,1,36.218
2020,1,26,2,34.622
2020,1,26,3,33.919
2020,1,26,4,33.567
2020,1,26,5,33.418
2020,1,26,6,33.959
2020,1,26,7,34.527
2020,1,26,8,34.717
2020,1,26,9,36.434
2020,1,26,10,37.827
2020,1,26,11,38.72
2020,1,26,12,38.977
2020,1,26,13,38.99
2020,1,26,14,38.787
2020,1,26,15,38.72
2020,1,26,16,38.76
2020,1,26,17,39.991
2020,1,26,18,43.778
2020,1,26,19,46.943
2020,1,26,20,46.618
2020,1,26,21,45.793
2020,1,26,22,43.9
2020,1,26,23,40.721
2020,1,26,24,37.462
2020,1,27,1,35.46
2020,1,27,2,34.392
2020,1,27,3,34
2020,1,27,4,33.851
2020,1,27,5,34.122
2020,1,27,6,36.258
2020,1,27,7,41.235
2020,1,27,8,44.211
2020,1,27,9,47.024
2020,1,27,10,48.998
2020,1,27,11,50.445
2020,1,27,12,51.135
2020,1,27,13,51.433
2020,1,27,14,51.013
2020,1,27,15,50.567
2020,1,27,16,49.512
2020,1,27,17,49.512
2020,1,27,18,52.798
2020,1,27,19,54.814
2020,1,27,20,53.502
2020,1,27,21,51.297
2020,1,27,22,47.619
2020,1,27,23,43.304
2020,1,27,24,39.585
2020,1,28,1,36.137
2020,1,28,2,34.73
2020,1,28,3,34.135
2020,1,28,4,33.702
2020,1,28,5,33.973
2020,1,28,6,35.866
2020,1,28,7,40.329
2020,1,28,8,42.939
2020,1,28,9,45.293
2020,1,28,10,47.24
2020,1,28,11,48.849
2020,1,28,12,49.444
2020,1,28,13,49.269
2020,1,28,14,49.363
2020,1,28,15,48.985
2020,1,28,16,48.295
2020,1,28,17,47.957
2020,1,28,18,51.595
2020,1,28,19,53.11
2020,1,28,20,51.622
2020,1,28,21,49.526
2020,1,28,22,46.009
2020,1,28,23,41.979
2020,1,28,24,38.382
2020,1,29,1,36.651
2020,1,29,2,35.42
2020,1,29,3,34.541
2020,1,29,4,34.379
2020,1,29,5,34.554
2020,1,29,6,36.475
2020,1,29,7,41.398
2020,1,29,8,44.373
2020,1,29,9,47.132
2020,1,29,10,48.714
2020,1,29,11,50.297
2020,1,29,12,50.662
2020,1,29,13,50.729
2020,1,29,14,51.054
2020,1,29,15,50.445
2020,1,29,16,49.647
2020,1,29,17,48.985
2020,1,29,18,52.122
2020,1,29,19,54.421
2020,1,29,20,52.744
2020,1,29,21,50.743
2020,1,29,22,47.132
2020,1,29,23,42.75
2020,1,29,24,39.207
2020,1,30,1,36.461
2020,1,30,2,35.068
2020,1,30,3,34.338
2020,1,30,4,34.095
2020,1,30,5,34.257
2020,1,30,6,36.285
2020,1,30,7,40.83
2020,1,30,8,44.373
2020,1,30,9,46.78
2020,1,30,10,48.755
2020,1,30,11,50.188
2020,1,30,12,50.865
2020,1,30,13,50.932
2020,1,30,14,51.081
2020,1,30,15,50.905
2020,1,30,16,49.891
2020,1,30,17,49.269
2020,1,30,18,53.15
2020,1,30,19,55.625
2020,1,30,20,54.205
2020,1,30,21,50.445
2020,1,30,22,46.943
2020,1,30,23,42.872
2020,1,30,24,38.747
2020,1,31,1,36.231
2020,1,31,2,34.906
2020,1,31,3,34.379
2020,1,31,4,34.013
2020,1,31,5,34.095
2020,1,31,6,35.974
2020,1,31,7,40.464
2020,1,31,8,43.21
2020,1,31,9,46.415
2020,1,31,10,48.647
2020,1,31,11,51
2020,1,31,12,51.757
2020,1,31,13,52.122
2020,1,31,14,52.677
2020,1,31,15,52.487
2020,1,31,16,51.554
2020,1,31,17,50.499
2020,1,31,18,52.69
2020,1,31,19,53.88
2020,1,31,20,51.825
2020,1,31,21,48.511
2020,1,31,22,45.495
2020,1,31,23,41.884
2020,1,31,24,38.666
2020,2,1,1,36.191
2020,2,1,2,34.406
2020,2,1,3,33.337
2020,2,1,4,32.715
2020,2,1,5,32.431
2020,2,1,6,33.378
2020,2,1,7,35.109
2020,2,1,8,36.353
2020,2,1,9,39.396
2020,2,1,10,41.776
2020,2,1,11,43.277
2020,2,1,12,43.791
2020,2,1,13,43.561
2020,2,1,14,42.845
2020,2,1,15,42.047
2020,2,1,16,41.398
2020,2,1,17,41.506
2020,2,1,18,44.914
2020,2,1,19,47.538
2020,2,1,20,46.713
2020,2,1,21,45.09
2020,2,1,22,43.345
2020,2,1,23,40.681
2020,2,1,24,37.976
2020,2,2,1,35.677
2020,2,2,2,34.203
2020,2,2,3,33.229
2020,2,2,4,32.688
2020,2,2,5,32.62
2020,2,2,6,33.013
2020,2,2,7,33.405
2020,2,2,8,33.689
2020,2,2,9,35.731
2020,2,2,10,37.611
2020,2,2,11,39.382
2020,2,2,12,40.329
2020,2,2,13,41.168
2020,2,2,14,41.452
2020,2,2,15,41.56
2020,2,2,16,41.181
2020,2,2,17,40.884
2020,2,2,18,43.818
2020,2,2,19,46.997
2020,2,2,20,46.699
2020,2,2,21,45.238
2020,2,2,22,43.02
2020,2,2,23,39.68
2020,2,2,24,36.556
2020,2,3,1,34.284
2020,2,3,2,33.067
2020,2,3,3,32.296
2020,2,3,4,32.188
2020,2,3,5,32.499
2020,2,3,6,34.974
2020,2,3,7,39.964
2020,2,3,8,43.21
2020,2,3,9,46.118
2020,2,3,10,48.606
2020,2,3,11,50.337
2020,2,3,12,51.257
2020,2,3,13,51.717
2020,2,3,14,52.379
2020,2,3,15,52.677
2020,2,3,16,51.798
2020,2,3,17,51.094
2020,2,3,18,53.326
2020,2,3,19,54.597
2020,2,3,20,52.569
2020,2,3,21,50.026
2020,2,3,22,46.686
2020,2,3,23,42.574
2020,2,3,24,38.585
2020,2,4,1,35.799
2020,2,4,2,34.162
2020,2,4,3,33.337
2020,2,4,4,32.85
2020,2,4,5,33.378
2020,2,4,6,35.772
2020,2,4,7,40.721
2020,2,4,8,43.575
2020,2,4,9,46.442
2020,2,4,10,48.904
2020,2,4,11,50.662
2020,2,4,12,52.474
2020,2,4,13,52.839
2020,2,4,14,53.326
2020,2,4,15,53.542
2020,2,4,16,53.069
2020,2,4,17,52.001
2020,2,4,18,53.583
2020,2,4,19,56.504
2020,2,4,20,54.029
2020,2,4,21,50.702
2020,2,4,22,46.821
2020,2,4,23,42.912
2020,2,4,24,38.869
2020,2,5,1,35.717
2020,2,5,2,34.243
2020,2,5,3,33.391
2020,2,5,4,33.107
2020,2,5,5,33.337
2020,2,5,6,35.988
2020,2,5,7,40.775
2020,2,5,8,43.683
2020,2,5,9,46.983
2020,2,5,10,49.444
2020,2,5,11,51.852
2020,2,5,12,53.231
2020,2,5,13,53.935
2020,2,5,14,54.57
2020,2,5,15,54.665
2020,2,5,16,53.867
2020,2,5,17,52.961
2020,2,5,18,55.584
2020,2,5,19,56.585
2020,2,5,20,54.841
2020,2,5,21,51.23
2020,2,5,22,47.308
2020,2,5,23,42.818
2020,2,5,24,39.071
2020,2,6,1,36.001
2020,2,6,2,34.46
2020,2,6,3,33.513
2020,2,6,4,33.148
2020,2,6,5,33.608
2020,2,6,6,35.839
2020,2,6,7,40.546
2020,2,6,8,43.277
2020,2,6,9,46.415
2020,2,6,10,49.904
2020,2,6,11,52.582
2020,2,6,12,54.381
2020,2,6,13,55.179
2020,2,6,14,55.598
2020,2,6,15,55.787
2020,2,6,16,54.8
2020,2,6,17,53.394
2020,2,6,18,54.705
2020,2,6,19,56.193
2020,2,6,20,54.557
2020,2,6,21,50.878
2020,2,6,22,46.875
2020,2,6,23,42.696
2020,2,6,24,38.693
2020,2,7,1,35.853
2020,2,7,2,34.324
2020,2,7,3,33.337
2020,2,7,4,32.931
2020,2,7,5,32.999
2020,2,7,6,35.42
2020,2,7,7,40.113
2020,2,7,8,43.048
2020,2,7,9,45.915
2020,2,7,10,48.417
2020,2,7,11,50.31
2020,2,7,12,51.338
2020,2,7,13,51.744
2020,2,7,14,52.244
2020,2,7,15,52.88
2020,2,7,16,51.649
2020,2,7,17,50.175
2020,2,7,18,51.568
2020,2,7,19,53.813
2020,2,7,20,51.473
2020,2,7,21,48.728
2020,2,7,22,45.631
2020,2,7,23,42.101
2020,2,7,24,38.666
2020,2,8,1,35.961
2020,2,8,2,34.149
2020,2,8,3,33.107
2020,2,8,4,32.553
2020,2,8,5,32.607
2020,2,8,6,33.256
2020,2,8,7,34.635
2020,2,8,8,35.812
2020,2,8,9,38.774
2020,2,8,10,41.384
2020,2,8,11,43.277
2020,2,8,12,44.332
2020,2,8,13,44.265
2020,2,8,14,43.764
2020,2,8,15,43.169
2020,2,8,16,42.601
2020,2,8,17,42.155
2020,2,8,18,44.454
2020,2,8,19,48.16
2020,2,8,20,46.78
2020,2,8,21,45.144
2020,2,8,22,43.413
2020,2,8,23,40.613
2020,2,8,24,37.922
2020,2,9,1,35.379
2020,2,9,2,33.756
2020,2,9,3,32.756
2020,2,9,4,32.052
2020,2,9,5,32.052
2020,2,9,6,32.296
2020,2,9,7,32.81
2020,2,9,8,33.215
2020,2,9,9,35.298
2020,2,9,10,37.421
2020,2,9,11,39.274
2020,2,9,12,40.316
2020,2,9,13,41.154
2020,2,9,14,41.357
2020,2,9,15,41.83
2020,2,9,16,41.695
2020,2,9,17,41.533
2020,2,9,18,43.832
2020,2,9,19,48.038
2020,2,9,20,47.483
2020,2,9,21,45.982
2020,2,9,22,43.332
2020,2,9,23,40.005
2020,2,9,24,36.908
2020,2,10,1,34.216
2020,2,10,2,33.08
2020,2,10,3,32.363
2020,2,10,4,31.917
2020,2,10,5,32.58
2020,2,10,6,35.068
2020,2,10,7,39.45
2020,2,10,8,42.588
2020,2,10,9,45.915
2020,2,10,10,49.377
2020,2,10,11,52.447
2020,2,10,12,54.029
2020,2,10,13,54.922
2020,2,10,14,55.598
2020,2,10,15,55.936
2020,2,10,16,55.246
2020,2,10,17,53.921
2020,2,10,18,54.503
2020,2,10,19,57.059
2020,2,10,20,53.502
2020,2,10,21,50.932
2020,2,10,22,47.118
2020,2,10,23,42.425
2020,2,10,24,38.355
2020,2,11,1,35.366
2020,2,11,2,34.013
2020,2,11,3,32.918
2020,2,11,4,32.593
2020,2,11,5,32.864
2020,2,11,6,35.122
2020,2,11,7,40.086
2020,2,11,8,42.696
2020,2,11,9,45.847
2020,2,11,10,48.538
2020,2,11,11,50.297
2020,2,11,12,51.203
2020,2,11,13,51.514
2020,2,11,14,51.541
2020,2,11,15,51.514
2020,2,11,16,50.378
2020,2,11,17,49.201
2020,2,11,18,50.824
2020,2,11,19,53.082
2020,2,11,20,51.23
2020,2,11,21,49.079
2020,2,11,22,46.009
2020,2,11,23,42.033
2020,2,11,24,38.476
2020,2,12,1,35.663
2020,2,12,2,34.162
2020,2,12,3,33.148
2020,2,12,4,32.837
2020,2,12,5,33.215
2020,2,12,6,35.42
2020,2,12,7,39.68
2020,2,12,8,42.845
2020,2,12,9,45.969
2020,2,12,10,47.673
2020,2,12,11,49.052
2020,2,12,12,49.958
2020,2,12,13,49.85
2020,2,12,14,50.229
2020,2,12,15,49.796
2020,2,12,16,48.89
2020,2,12,17,48.376
2020,2,12,18,50.608
2020,2,12,19,53.515
2020,2,12,20,52.663
2020,2,12,21,50.202
2020,2,12,22,47.335
2020,2,12,23,43.02
2020,2,12,24,39.328
2020,2,13,1,36.867
2020,2,13,2,35.339
2020,2,13,3,34.419
2020,2,13,4,33.959
2020,2,13,5,34.527
2020,2,13,6,37.097
2020,2,13,7,42.047
2020,2,13,8,44.332
2020,2,13,9,47.051
2020,2,13,10,49.025
2020,2,13,11,49.958
2020,2,13,12,50.729
2020,2,13,13,50.418
2020,2,13,14,50.729
2020,2,13,15,49.918
2020,2,13,16,49.106
2020,2,13,17,48.931
2020,2,13,18,50.729
2020,2,13,19,54.597
2020,2,13,20,53.394
2020,2,13,21,51.757
2020,2,13,22,48.254
2020,2,13,23,44.251
2020,2,13,24,40.816
2020,2,14,1,36.813
2020,2,14,2,35.312
2020,2,14,3,34.243
2020,2,14,4,33.905
2020,2,14,5,34.541
2020,2,14,6,36.799
2020,2,14,7,41.83
2020,2,14,8,44.806
2020,2,14,9,47.389
2020,2,14,10,49.242
2020,2,14,11,50.094
2020,2,14,12,50.188
2020,2,14,13,49.877
2020,2,14,14,49.674
2020,2,14,15,48.944
2020,2,14,16,48.565
2020,2,14,17,49.499
2020,2,14,18,51.919
