Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020,1,25,66,66,65,68,67,66,55,56,58,58,57,57,56,55,52,61,56,66,60,58,54,51,49,48
2020,1,26,47,47,47,47,47,48,54,66,72,63,71,73,74,75,70,77,71,69,72,65,61,57,52,47
2020,1,27,47,46,46,47,48,50,53,58,59,59,59,59,58,58,54,63,58,66,61,55,54,52,49,47
2020,1,28,46,46,46,46,47,49,51,57,64,72,74,76,76,76,74,77,75,73,71,74,63,62,60,47
2020,1,29,46,46,46,46,47,49,51,57,59,59,59,59,58,58,54,63,58,57,56,55,53,55,58,56
2020,1,30,48,46,46,46,47,50,52,57,59,59,61,64,73,74,73,80,67,71,71,71,62,57,61,56
2020,1,31,53,64,64,65,67,69,72,71,76,72,61,52,53,49,44,58,65,53,74,71,69,68,67,63
2020,2,1,59,53,49,57,52,46,47,53,56,56,56,58,67,55,51,61,65,54,58,61,68,66,60,55
2020,2,2,53,53,53,50,50,51,58,57,62,69,73,73,75,71,54,54,44,37,52,50,49,62,63,68
2020,2,3,68,67,66,67,68,70,77,75,77,78,74,64,66,70,62,63,54,43,45,45,45,43,40,34
2020,2,4,33,32,32,32,34,39,50,48,51,51,50,48,48,48,43,53,46,44,64,70,72,70,70,69
2020,2,5,68,67,66,66,67,69,75,74,75,76,77,71,61,55,49,57,49,43,46,49,51,53,46,45
2020,2,6,51,55,59,63,64,65,73,72,75,75,72,72,70,71,70,77,73,48,63,65,64,65,65,66
2020,2,7,68,67,66,65,65,67,73,72,74,75,76,76,75,75,72,79,75,72,73,72,72,70,70,68
2020,2,8,63,59,54,52,50,52,59,59,61,58,50,47,46,46,41,53,45,38,40,39,40,38,37,35
2020,2,9,34,34,32,31,31,33,44,42,45,46,45,44,45,43,39,50,44,38,40,40,40,40,39,39
2020,2,10,38,37,42,42,46,55,61,62,67,72,69,65,73,77,74,81,77,72,65,57,59,63,63,66
2020,2,11,68,65,63,64,66,70,76,75,77,73,70,62,52,48,49,55,48,44,50,58,59,62,63,63
2020,2,12,63,64,65,65,66,66,72,72,84,87,71,69,63,54,45,55,47,43,48,48,48,49,53,52
2020,2,13,43,43,45,47,49,46,59,63,66,69,71,71,72,73,69,79,77,73,72,63,60,59,59,61
2020,2,14,64,63,61,59,61,65,73,73,86,90,90,100,97,97,101,78,76,72,73,72,71,70,70,69
2020,2,15,69,69,69,68,67,68,73,72,74,73,69,64,81,89,90,63,61,59,62,63,65,66,63,63
2020,2,16,64,63,61,52,43,44,53,69,71,65,66,69,67,69,54,46,43,38,44,59,71,62,57,52
2020,2,17,47,43,43,53,62,67,74,74,76,77,75,73,74,75,73,80,76,72,73,72,72,70,68,67
2020,2,18,66,65,65,65,67,68,74,70,69,63,66,67,66,69,71,77,70,70,64,57,55,53,50,48
2020,2,19,47,47,47,47,52,55,61,58,60,59,65,65,67,65,60,69,59,69,68,65,63,63,60,59
2020,2,20,59,59,55,55,53,51,59,57,59,59,59,58,58,58,54,63,54,52,55,70,70,70,69,68
2020,2,21,67,66,65,65,68,67,67,65,58,56,52,49,50,49,49,54,47,44,46,48,60,63,56,52
2020,2,22,48,46,47,43,41,44,52,52,51,51,48,45,44,44,39,51,45,44,66,69,71,69,69,66
2020,2,23,65,64,66,63,63,57,63,57,83,84,85,71,85,80,72,77,74,66,69,66,69,70,66,49
2020,2,24,45,45,46,60,65,65,60,90,83,83,83,84,96,75,76,64,89,74,75,72,71,70,68,66
2020,2,25,64,65,63,63,64,69,101,105,94,94,90,87,87,78,73,69,71,52,54,54,53,50,48,47
2020,2,26,46,45,61,65,66,69,70,65,73,64,59,56,54,56,55,65,66,67,71,71,69,66,66,65
2020,2,27,65,64,64,65,67,67,73,75,74,68,64,64,73,75,73,80,73,45,43,43,45,52,40,42
2020,2,28,49,50,64,65,62,60,62,92,83,78,70,71,70,70,53,51,43,47,49,52,52,56,52,52
2020,2,29,53,55,59,64,67,69,72,73,75,65,59,54,48,46,40,50,38,37,41,51,66,71,69,67
2020,3,1,65,64,66,62,63,57,62,57,83,84,85,71,84,80,72,76,74,66,69,66,69,70,66,48
2020,3,2,45,45,45,60,65,65,60,89,83,83,83,84,96,75,76,64,89,74,75,73,71,70,68,65
2020,3,3,64,65,62,63,64,69,101,105,94,94,90,87,87,78,73,69,71,52,55,54,53,50,48,46
2020,3,4,45,45,61,64,66,69,70,64,73,64,59,56,54,56,55,65,66,67,71,72,69,66,66,65
2020,3,5,65,64,64,65,67,66,73,74,74,68,64,64,73,75,72,79,73,45,43,43,45,52,40,42
2020,3,6,49,50,64,65,61,60,62,92,83,78,70,71,70,70,53,51,42,47,50,52,52,56,52,52
2020,3,7,52,55,59,64,67,69,72,73,74,65,58,54,48,46,39,50,38,37,41,51,66,71,68,67
2020,3,8,66,65,64,64,64,65,69,69,72,83,82,82,72,72,73,76,69,69,71,71,70,68,62,55
2020,3,9,64,66,67,67,67,68,101,114,83,84,85,94,74,87,106,78,99,72,73,74,72,67,66,65
2020,3,10,63,63,60,58,64,66,72,86,84,89,95,98,105,94,99,75,76,69,73,71,70,66,65,58
2020,3,11,56,51,50,45,46,48,55,55,58,60,59,70,74,75,72,71,71,69,71,59,54,51,49,47
2020,3,12,46,46,45,46,47,49,55,56,58,58,58,58,59,61,61,75,58,62,71,69,69,68,68,66
2020,3,13,68,68,67,62,63,65,65,91,84,69,77,80,77,81,81,58,64,48,46,54,53,51,52,51
2020,3,14,54,54,56,54,56,56,97,95,86,82,83,81,79,78,56,56,55,45,46,47,50,50,53,54
2020,3,15,55,57,59,60,64,67,72,70,72,68,65,67,86,86,81,94,91,40,42,46,46,40,36,36
2020,3,16,35,40,44,39,45,45,53,51,52,52,49,47,51,56,54,52,52,45,49,52,71,71,69,67
2020,3,17,67,66,66,66,68,70,75,75,77,69,57,53,52,73,84,62,62,56,48,50,49,47,60,59
2020,3,18,53,65,65,67,69,70,74,74,76,75,74,70,70,70,70,72,71,56,54,67,68,72,69,68
2020,3,19,67,66,67,67,66,67,73,75,77,75,73,75,72,73,76,71,74,72,74,74,73,70,69,68
2020,3,20,65,57,38,52,55,50,50,68,69,78,77,78,89,88,68,63,53,41,43,46,60,60,60,67
2020,3,21,66,64,63,56,49,39,55,79,74,75,84,88,99,96,99,97,82,54,52,61,66,65,65,64
2020,3,22,58,51,48,49,49,51,75,91,78,74,78,70,70,79,62,53,41,42,47,49,55,55,55,56
2020,3,23,57,52,44,43,42,52,63,82,81,75,73,72,70,71,63,63,55,44,48,50,49,52,63,64
2020,3,24,64,59,54,50,47,43,47,48,49,48,48,48,48,48,46,45,48,72,68,71,73,72,69,68
2020,3,25,68,67,67,67,70,69,72,70,64,58,62,65,62,57,51,48,46,42,45,56,71,69,68,66
2020,3,26,66,65,64,64,64,65,71,72,75,76,77,70,65,65,65,60,68,72,73,72,66,62,55,58
2020,3,27,63,63,56,53,53,57,66,72,70,65,72,74,75,76,77,72,74,68,57,50,68,71,65,61
2020,3,28,41,54,54,38,31,32,40,41,61,66,78,91,92,91,77,52,52,51,62,70,71,69,65,58
2020,3,29,49,59,61,51,53,51,54,58,64,68,67,70,72,73,71,72,72,42,45,48,48,42,34,38
2020,3,30,62,67,67,66,66,67,103,94,81,77,72,75,100,98,97,65,57,54,55,61,73,68,66,65
2020,3,31,65,64,64,65,63,83,111,106,81,94,84,81,83,68,64,71,68,43,48,60,59,58,50,47
2020,4,1,34,36,37,32,38,57,68,74,69,78,77,79,83,86,90,91,74,72,74,73,71,66,64,67
2020,4,2,67,65,63,62,62,69,71,75,77,71,61,65,58,53,49,51,46,54,48,49,47,69,66,64
2020,4,3,49,47,67,66,68,72,103,104,96,95,91,84,80,79,79,70,50,39,43,44,48,62,60,58
2020,4,4,67,68,67,64,62,102,98,97,82,67,85,96,94,95,85,60,73,70,69,68,70,67,70,68
2020,4,5,66,58,58,58,55,62,67,70,62,60,59,52,54,53,46,45,48,50,49,60,71,69,67,68
2020,4,6,63,57,53,50,54,73,114,95,96,93,86,66,77,76,71,70,62,70,73,75,73,71,66,65
2020,4,7,68,67,66,67,62,65,88,75,75,76,77,90,90,79,83,84,84,46,50,51,59,58,42,46
2020,4,8,44,41,37,54,57,94,92,93,94,91,89,87,94,97,86,77,70,70,73,72,69,61,52,48
2020,4,9,46,45,45,46,47,54,58,59,62,67,66,64,66,64,60,65,77,95,69,70,70,59,56,52
2020,4,10,50,36,32,33,34,42,44,48,48,49,50,50,51,53,55,49,58,80,44,45,43,62,69,68
2020,4,11,68,68,67,66,63,60,52,57,73,76,73,67,58,61,58,60,77,89,72,72,72,69,66,64
2020,4,12,64,65,66,67,67,71,70,72,74,73,68,64,65,59,74,45,52,68,41,42,41,49,50,49
2020,4,13,49,54,51,55,58,64,95,90,93,95,94,105,104,94,94,93,75,50,45,46,48,47,45,37
2020,4,14,37,43,41,44,46,57,88,82,80,81,80,79,90,90,90,55,52,42,48,50,61,60,60,61
2020,4,15,64,67,67,66,65,71,73,76,77,74,78,75,70,69,70,73,78,76,73,74,73,69,67,64
2020,4,16,64,64,61,61,62,62,64,69,75,77,78,80,81,82,83,81,78,78,73,67,74,70,68,68
2020,4,17,69,67,67,67,66,70,86,85,87,91,97,107,100,99,92,99,78,74,70,71,69,65,66,65
2020,4,18,65,66,66,67,68,70,64,53,67,73,86,94,96,94,92,71,75,94,69,72,70,67,47,49
2020,4,19,45,48,45,45,49,56,63,82,85,82,76,56,55,46,45,61,48,78,38,39,41,48,53,63
2020,4,20,68,66,65,66,67,70,70,73,76,77,78,75,77,77,76,72,77,72,66,70,65,66,63,63
2020,4,21,60,58,54,50,52,60,56,60,49,48,50,50,50,51,50,46,46,49,44,48,48,58,65,66
2020,4,22,68,67,64,66,66,69,69,73,61,51,50,50,51,52,52,48,47,49,45,48,49,51,63,64
2020,4,23,64,65,64,64,61,65,69,74,67,58,56,54,54,55,55,52,60,52,46,49,64,71,66,51
2020,4,24,62,65,66,66,67,73,74,76,87,76,75,71,71,73,73,71,76,73,70,75,73,70,69,68
2020,4,25,67,67,67,68,66,68,67,80,80,87,89,90,90,90,90,80,79,76,70,70,69,71,69,66
2020,4,26,64,68,66,65,65,68,69,71,72,72,74,74,74,75,74,85,75,70,64,69,60,56,49,50
2020,4,27,51,52,53,54,55,63,66,72,75,78,76,73,67,60,53,47,58,49,45,47,42,42,35,39
2020,4,28,52,59,59,66,68,73,74,85,77,80,74,75,69,67,63,58,63,51,46,47,43,38,34,32
2020,4,29,31,32,32,32,43,56,77,80,76,74,72,81,83,87,96,88,79,79,75,72,75,71,67,65
2020,4,30,65,67,68,65,66,86,100,93,85,81,79,71,73,82,79,66,65,50,44,45,42,37,34,32
2020,5,1,30,30,30,31,32,43,66,63,63,63,49,48,48,48,48,45,44,48,43,43,44,41,39,34
2020,5,2,32,32,33,32,33,45,46,69,74,60,63,58,61,56,69,68,66,66,65,68,65,67,69,65
2020,5,3,65,63,62,64,63,68,69,73,75,72,72,72,68,65,64,58,57,55,47,48,50,52,64,63
2020,5,4,57,48,36,38,58,73,73,77,77,78,79,81,81,82,82,80,78,69,64,69,72,66,64,66
2020,5,5,65,65,65,65,67,72,74,77,68,62,61,62,63,66,66,62,60,58,50,50,46,42,38,35
2020,5,6,34,41,51,53,56,64,69,70,58,58,60,60,61,58,59,57,58,72,72,76,74,71,69,68
2020,5,7,66,65,65,67,68,74,88,90,81,85,77,75,71,69,69,61,58,67,60,59,61,58,51,44
2020,5,8,45,53,52,50,41,47,68,70,69,50,51,50,51,51,51,48,47,60,59,54,60,68,70,69
2020,5,9,68,66,65,65,65,70,70,73,75,77,76,76,78,78,78,75,75,76,72,73,71,68,67,62
2020,5,10,55,57,62,64,58,57,58,59,60,60,62,62,65,68,70,68,73,64,59,67,64,52,50,66
2020,5,11,69,66,66,67,68,73,74,77,74,73,74,78,82,84,83,80,78,80,75,76,76,72,69,69
2020,5,12,69,68,68,67,68,72,74,71,62,57,56,57,58,57,60,58,56,56,49,49,46,42,38,35
2020,5,13,33,32,33,33,33,43,51,55,55,58,60,57,58,60,60,57,57,59,52,58,56,52,55,60
2020,5,14,55,47,55,64,67,71,72,77,75,69,61,59,60,64,73,73,72,84,78,79,76,74,72,70
2020,5,15,67,66,64,65,66,71,73,78,73,72,71,73,77,82,84,82,80,79,71,69,69,73,69,67
2020,5,16,65,56,44,38,36,44,46,49,52,54,56,57,58,59,60,58,57,59,51,51,48,44,41,41
2020,5,17,40,38,35,34,34,41,43,49,48,51,53,55,57,59,61,58,58,60,53,53,49,44,40,41
2020,5,18,39,41,41,48,49,57,59,63,58,60,62,66,69,72,71,67,64,64,59,60,57,52,54,56
2020,5,19,58,65,61,62,62,64,54,66,65,68,64,61,63,64,66,62,59,60,52,53,50,49,48,63
2020,5,20,61,56,52,48,40,51,56,69,69,71,73,82,84,86,87,77,76,93,59,59,55,50,47,46
2020,5,21,49,70,68,64,69,71,60,64,60,63,65,72,78,80,87,78,79,88,83,83,81,77,74,71
2020,5,22,70,69,70,70,70,73,76,76,71,80,87,88,88,91,91,89,84,82,58,55,52,47,43,58
2020,5,23,65,69,69,69,68,72,73,78,79,82,79,81,81,79,77,73,76,74,66,59,54,49,46,44
2020,5,24,45,38,37,38,39,83,67,65,50,52,55,57,58,59,78,67,74,104,58,67,60,54,44,45
2020,5,25,35,33,47,54,54,108,92,55,51,75,67,77,79,53,55,69,83,70,70,75,74,72,67,68
2020,5,26,68,66,65,66,64,52,55,51,60,72,61,56,59,60,61,69,62,68,51,53,55,52,44,40
2020,5,27,40,42,33,32,36,44,62,68,69,63,66,79,84,85,84,84,81,88,83,82,80,77,73,70
2020,5,28,69,69,67,68,70,72,68,56,58,62,66,69,73,79,80,80,83,80,67,78,78,74,71,71
2020,5,29,70,69,68,66,64,65,70,77,80,83,84,85,82,76,80,78,79,65,66,67,64,66,70,71
2020,5,30,70,69,69,66,69,71,71,69,72,74,74,75,74,74,74,65,71,78,73,73,72,66,59,56
2020,5,31,50,46,46,46,52,55,61,70,72,74,75,76,76,76,76,74,74,76,71,71,71,68,66,65
2020,6,1,62,59,58,59,66,67,68,72,75,73,70,65,64,65,65,61,61,52,42,44,45,48,42,35
2020,6,2,38,44,39,33,39,40,45,47,49,51,53,54,56,58,59,56,56,58,49,49,50,63,69,70
2020,6,3,67,67,66,67,72,73,76,77,78,78,78,67,66,68,69,78,71,68,59,58,67,72,72,69
2020,6,4,67,67,68,67,73,69,58,52,53,56,59,61,64,68,70,70,77,80,74,81,76,70,70,69
2020,6,5,69,69,67,60,48,43,50,52,57,61,65,77,80,78,89,79,77,86,81,81,78,77,74,70
2020,6,6,67,65,65,67,73,71,72,59,57,60,64,66,68,71,72,71,75,69,60,59,57,60,54,50
2020,6,7,53,59,63,55,62,62,76,78,79,80,75,77,81,82,83,83,86,89,84,84,83,79,74,73
2020,6,8,70,70,70,70,75,75,75,72,60,61,64,66,68,70,72,71,70,70,62,60,57,52,47,43
2020,6,9,42,40,38,39,47,59,63,58,58,60,63,65,67,68,87,76,73,66,59,59,59,55,60,65
2020,6,10,65,54,49,60,68,84,72,71,65,65,64,81,82,82,82,62,66,59,52,67,75,74,73,62
2020,6,11,50,44,41,58,69,71,78,80,83,83,82,85,87,88,90,87,84,88,82,78,74,76,74,70
2020,6,12,69,69,65,61,64,67,67,57,57,58,60,61,63,65,68,64,62,64,56,56,61,72,74,69
2020,6,13,71,69,68,67,70,70,74,77,79,77,67,67,71,71,64,60,60,59,50,50,47,45,41,37
2020,6,14,35,34,35,35,40,39,40,45,48,50,53,54,56,58,59,56,56,55,50,50,50,45,40,40
2020,6,15,35,33,31,31,40,42,45,51,53,56,58,59,61,63,66,62,67,61,61,65,68,75,72,67
2020,6,16,54,64,60,54,58,62,53,67,73,71,61,63,66,65,66,78,84,83,81,80,68,71,69,67
2020,6,17,64,67,69,68,70,69,70,76,78,75,72,72,74,78,77,73,72,70,66,64,66,59,55,52
2020,6,18,53,54,57,59,64,62,60,75,78,80,82,83,85,86,87,84,84,84,80,80,78,73,71,70
2020,6,19,68,67,67,68,72,74,76,80,79,80,83,78,73,83,89,92,88,78,70,66,67,60,56,54
2020,6,20,54,61,66,65,70,72,76,65,67,62,65,64,65,67,68,67,66,69,59,56,53,50,49,42
2020,6,21,44,43,40,36,41,44,46,50,52,56,59,62,65,67,70,69,72,67,61,63,77,78,75,73
2020,6,22,71,70,70,70,75,75,79,82,84,86,86,87,88,88,89,86,82,87,84,85,82,77,74,73
2020,6,23,72,70,68,70,75,75,79,71,72,72,71,71,74,76,79,79,76,68,63,64,61,66,74,72
2020,6,24,70,68,69,69,72,73,75,67,68,63,64,65,68,70,72,70,69,70,80,59,56,53,69,69
2020,6,25,66,55,41,42,54,54,59,59,61,63,65,67,70,73,76,79,84,73,70,64,62,63,74,74
2020,6,26,71,55,48,49,56,56,61,59,58,62,66,69,71,73,74,73,72,70,62,60,57,53,48,44
2020,6,27,42,42,39,38,47,45,47,53,56,60,63,79,86,87,88,76,76,87,62,61,58,57,54,51
2020,6,28,48,47,55,52,57,52,55,58,61,64,66,69,71,73,91,79,70,71,63,63,60,58,55,51
2020,6,29,47,55,52,47,56,55,58,64,63,67,70,72,77,80,80,78,73,67,63,62,59,55,50,47
2020,6,30,46,46,44,42,54,52,57,62,61,63,66,68,70,71,72,76,78,70,62,63,73,77,74,67
2020,7,1,65,71,71,70,74,76,79,80,79,85,84,89,99,92,93,83,81,75,64,64,69,59,51,55
2020,7,2,72,70,69,68,74,67,58,60,60,64,68,71,93,97,110,92,102,97,64,63,70,73,63,53
2020,7,3,47,45,42,42,50,50,54,57,61,64,68,70,73,75,92,77,76,73,65,63,60,56,51,55
2020,7,4,61,54,53,49,50,56,55,58,59,62,65,69,71,73,74,71,70,71,63,61,59,55,51,66
2020,7,5,64,56,47,41,39,44,49,52,56,60,63,65,67,69,70,67,67,68,62,60,60,55,64,71
2020,7,6,64,62,60,62,67,66,61,63,60,61,64,67,68,69,69,67,66,67,59,59,60,55,52,58
2020,7,7,49,44,44,42,39,82,49,51,54,57,60,62,64,65,83,67,74,74,70,77,77,75,74,73
2020,7,8,71,70,70,71,68,72,74,72,72,72,68,69,70,71,81,83,81,86,77,71,77,74,74,72
2020,7,9,67,67,67,68,68,72,75,73,73,73,73,73,76,76,84,88,89,90,84,83,82,77,74,72
2020,7,10,71,69,69,71,71,76,76,69,64,61,64,65,67,68,69,74,65,66,58,57,54,50,46,42
2020,7,11,40,38,37,36,36,43,47,51,54,58,62,64,67,69,71,68,67,67,59,58,55,51,47,44
2020,7,12,41,39,39,36,35,42,47,52,55,59,63,66,68,69,68,65,64,68,64,65,70,77,76,73
2020,7,13,71,70,69,70,70,74,78,82,83,83,84,86,90,93,94,93,92,91,87,84,80,80,77,73
2020,7,14,72,72,66,67,66,72,74,62,60,63,67,73,77,79,84,87,88,87,82,84,84,79,68,63
2020,7,15,66,66,69,69,69,73,78,80,74,75,83,88,92,94,97,97,94,91,88,85,83,75,66,58
2020,7,16,60,66,69,70,70,74,80,83,83,84,84,86,85,87,90,91,86,82,74,72,72,78,75,71
2020,7,17,72,73,71,70,71,77,80,70,68,71,74,78,82,90,92,91,90,89,83,80,77,74,67,68
2020,7,18,70,70,73,69,68,68,73,71,66,68,71,74,77,80,82,87,87,87,81,79,82,82,80,76
2020,7,19,71,73,70,68,65,69,67,58,58,62,66,69,71,74,76,73,73,73,65,65,63,60,57,74
2020,7,20,71,62,56,70,71,76,79,79,71,70,72,77,80,81,98,83,84,94,88,88,87,82,78,76
2020,7,21,75,73,73,72,73,78,91,87,74,71,71,75,78,80,82,78,77,77,74,74,71,62,70,72
2020,7,22,70,53,45,43,44,51,56,59,63,67,70,73,74,75,76,73,71,71,63,62,60,68,65,65
2020,7,23,66,64,56,48,47,53,57,60,62,65,68,71,74,77,94,83,81,89,65,65,62,58,54,52
2020,7,24,48,48,48,51,50,71,61,65,66,70,74,77,80,82,99,80,78,78,72,71,70,63,59,56
2020,7,25,51,49,53,54,53,56,73,76,78,68,71,73,75,92,94,77,76,75,68,68,65,63,60,59
2020,7,26,73,70,67,63,60,73,58,77,74,78,80,88,90,92,93,90,90,98,71,70,68,65,79,76
2020,7,27,74,72,72,74,73,105,99,101,95,93,90,81,85,89,101,85,85,91,84,81,89,86,82,80
2020,7,28,78,77,75,74,74,78,82,86,88,91,89,90,89,102,102,84,80,83,75,75,85,83,79,77
2020,7,29,71,67,70,71,73,77,78,77,70,72,74,76,79,82,84,88,93,97,66,66,67,63,70,64
2020,7,30,61,58,52,52,55,61,63,65,65,66,69,71,90,93,94,78,77,79,72,74,68,79,76,68
2020,7,31,76,75,73,73,72,77,79,93,96,89,89,90,91,94,95,99,98,91,85,83,82,79,77,74
2020,8,1,74,75,75,74,74,91,104,98,95,95,94,98,94,98,100,96,89,79,73,72,71,73,71,70
2020,8,2,75,72,71,71,71,88,101,100,101,102,99,102,106,109,112,96,95,78,64,63,60,71,70,66
2020,8,3,60,50,47,46,46,52,72,75,77,87,89,86,87,89,91,72,71,70,62,62,59,54,49,46
2020,8,4,47,44,45,45,46,56,60,67,67,70,70,71,73,75,76,74,72,81,78,79,70,79,77,71
2020,8,5,69,66,62,63,65,70,72,68,63,64,67,70,73,76,78,76,73,72,63,62,61,54,49,45
2020,8,6,49,46,42,41,43,50,53,59,61,64,66,68,69,71,73,71,69,68,60,60,57,52,51,66
2020,8,7,62,57,51,53,55,59,73,75,76,74,75,63,65,69,70,69,68,75,67,63,61,75,74,70
2020,8,8,66,59,52,50,50,53,55,58,55,58,60,62,65,66,67,65,65,65,57,57,53,50,46,44
2020,8,9,41,40,39,38,39,46,46,50,53,56,59,62,64,67,69,67,67,68,60,59,56,51,47,44
2020,8,10,42,40,39,40,45,51,52,57,61,64,69,77,75,78,80,86,83,76,67,67,83,79,77,71
2020,8,11,74,70,72,69,66,75,77,81,85,88,91,93,95,98,100,99,98,97,91,89,86,81,77,74
2020,8,12,73,72,72,72,73,77,79,80,72,69,71,74,77,80,98,80,77,80,76,73,72,72,66,62
2020,8,13,57,53,65,66,62,64,65,67,65,68,72,75,94,97,98,91,90,94,84,85,83,83,78,75
2020,8,14,75,73,71,72,72,76,78,83,87,90,89,86,86,99,99,82,78,76,66,64,64,77,77,75
2020,8,15,73,72,71,69,68,67,69,70,66,68,69,70,70,72,73,70,68,66,58,58,56,54,50,62
2020,8,16,62,58,55,53,56,55,55,59,57,58,61,63,67,69,70,68,67,68,61,61,58,53,48,46
2020,8,17,51,52,54,48,44,50,53,57,59,64,68,72,74,76,77,77,80,71,64,68,70,71,68,57
2020,8,18,56,65,71,72,73,90,78,92,78,75,75,72,72,74,78,78,80,72,67,64,72,72,76,75
2020,8,19,74,72,70,70,71,75,76,78,72,71,67,86,71,85,76,72,70,71,63,62,65,62,70,72
2020,8,20,73,72,72,73,73,77,76,81,83,85,84,79,73,72,73,72,75,69,61,59,56,50,45,50
2020,8,21,45,42,41,39,40,46,48,53,56,59,62,65,69,72,74,72,71,70,62,59,56,51,48,47
2020,8,22,47,45,41,40,39,47,49,53,56,59,62,65,67,70,72,71,70,69,62,60,55,51,47,44
2020,8,23,42,41,39,39,39,45,46,51,54,57,61,63,66,69,71,69,68,69,61,60,58,54,52,60
2020,8,24,61,58,56,59,64,65,60,60,63,65,70,74,78,82,88,86,85,86,82,85,84,79,77,75
2020,8,25,74,74,71,71,70,70,77,80,84,87,90,93,108,110,111,103,100,96,91,90,86,82,77,76
2020,8,26,74,67,68,69,71,76,79,83,77,81,82,100,106,112,114,104,98,96,89,84,87,81,73,73
2020,8,27,72,72,71,71,71,76,78,83,84,80,72,71,73,75,77,74,72,70,62,61,57,52,56,65
2020,8,28,62,60,51,53,56,62,66,73,72,74,71,70,74,76,76,74,70,71,62,60,57,53,50,47
2020,8,29,48,49,48,50,54,57,59,62,60,59,60,63,65,67,69,66,65,65,58,58,53,49,46,42
2020,8,30,40,39,38,37,37,43,44,49,52,56,59,62,65,69,71,69,68,68,61,59,55,51,54,59
2020,8,31,53,53,52,46,46,50,55,64,68,63,66,70,74,78,82,81,79,82,78,74,81,79,76,72
2020,9,1,70,69,62,59,68,73,75,79,82,85,88,91,93,95,96,94,93,91,87,86,82,80,76,74
2020,9,2,72,71,71,71,72,77,78,81,87,86,88,88,90,91,92,87,85,93,86,83,83,81,78,75
2020,9,3,74,73,70,68,65,68,68,68,64,65,68,71,73,76,77,75,73,75,69,65,63,61,57,56
2020,9,4,61,66,68,69,68,72,76,82,81,74,77,77,81,86,89,86,79,77,75,79,77,71,70,66
2020,9,5,62,51,46,46,44,49,53,63,69,63,66,68,70,72,73,71,69,68,61,61,59,58,57,53
2020,9,6,50,46,46,45,44,49,48,55,59,60,65,68,71,71,90,76,74,68,61,59,58,55,60,60
2020,9,7,58,56,60,57,61,71,71,66,64,63,67,67,87,91,99,101,81,69,64,64,59,56,66,72
2020,9,8,71,71,70,70,69,71,73,77,75,73,74,74,91,92,93,82,81,95,67,65,62,65,64,50
