Year,Month,Day,Period,VALUE
2020,1,28,18,37.663
2020,1,28,19,38.16
2020,1,28,20,37.504
2020,1,28,21,35.928
2020,1,28,22,33.189
2020,1,28,23,30.587
2020,1,28,24,29.582
2020,1,29,1,29.36
2020,1,29,2,29.392
2020,1,29,3,29.847
2020,1,29,4,31.222
2020,1,29,5,34.86
2020,1,29,6,39.926
2020,1,29,7,41.523
2020,1,29,8,39.746
2020,1,29,9,37.43
2020,1,29,10,35.97
2020,1,29,11,34.68
2020,1,29,12,33.707
2020,1,29,13,33.274
2020,1,29,14,32.798
2020,1,29,15,32.639
2020,1,29,16,32.776
2020,1,29,17,33.718
2020,1,29,18,37.335
2020,1,29,19,37.79
2020,1,29,20,37.345
2020,1,29,21,36.034
2020,1,29,22,33.252
2020,1,29,23,30.619
2020,1,29,24,29.699
2020,1,30,1,29.339
2020,1,30,2,29.466
2020,1,30,3,29.878
2020,1,30,4,31.444
2020,1,30,5,34.881
2020,1,30,6,40.254
2020,1,30,7,41.703
2020,1,30,8,39.397
2020,1,30,9,36.647
2020,1,30,10,35.156
2020,1,30,11,34.014
2020,1,30,12,33.337
2020,1,30,13,33.051
2020,1,30,14,32.713
2020,1,30,15,32.523
2020,1,30,16,32.681
2020,1,30,17,33.739
2020,1,30,18,37.271
2020,1,30,19,37.779
2020,1,30,20,36.986
2020,1,30,21,35.653
2020,1,30,22,32.893
2020,1,30,23,30.058
2020,1,30,24,28.884
2020,1,31,1,28.387
2020,1,31,2,28.26
2020,1,31,3,28.493
2020,1,31,4,30.164
2020,1,31,5,33.041
2020,1,31,6,38.065
2020,1,31,7,40.212
2020,1,31,8,38.244
2020,1,31,9,36.066
2020,1,31,10,34.955
2020,1,31,11,33.961
2020,1,31,12,33.337
2020,1,31,13,33.21
2020,1,31,14,32.787
2020,1,31,15,32.66
2020,1,31,16,32.628
2020,1,31,17,33.263
2020,1,31,18,35.981
2020,1,31,19,36.235
2020,1,31,20,35.473
2020,1,31,21,34.321
2020,1,31,22,32.343
2020,1,31,23,29.931
2020,1,31,24,28.8
2020,2,1,1,28.535
2020,2,1,2,28.355
2020,2,1,3,28.514
2020,2,1,4,28.958
2020,2,1,5,30.312
2020,2,1,6,32.427
2020,2,1,7,34.363
2020,2,1,8,35.198
2020,2,1,9,34.67
2020,2,1,10,33.919
2020,2,1,11,32.935
2020,2,1,12,32.174
2020,2,1,13,31.613
2020,2,1,14,31.275
2020,2,1,15,31.052
2020,2,1,16,31.317
2020,2,1,17,32.163
2020,2,1,18,35.029
2020,2,1,19,35.114
2020,2,1,20,34.077
2020,2,1,21,32.808
2020,2,1,22,31.052
2020,2,1,23,29.328
2020,2,1,24,28.292
2020,2,2,1,27.668
2020,2,2,2,27.34
2020,2,2,3,27.425
2020,2,2,4,27.552
2020,2,2,5,28.112
2020,2,2,6,29.403
2020,2,2,7,30.682
2020,2,2,8,32.025
2020,2,2,9,33.115
2020,2,2,10,33.242
2020,2,2,11,32.713
2020,2,2,12,32.226
2020,2,2,13,31.634
2020,2,2,14,31.222
2020,2,2,15,30.714
2020,2,2,16,30.418
2020,2,2,17,30.862
2020,2,2,18,33.781
2020,2,2,19,34.532
2020,2,2,20,34.701
2020,2,2,21,33.834
2020,2,2,22,31.359
2020,2,2,23,29.138
2020,2,2,24,28.26
2020,2,3,1,28.102
2020,2,3,2,28.059
2020,2,3,3,28.313
2020,2,3,4,29.381
2020,2,3,5,32.279
2020,2,3,6,38.075
2020,2,3,7,40.349
2020,2,3,8,37.959
2020,2,3,9,35.918
2020,2,3,10,34.913
2020,2,3,11,33.972
2020,2,3,12,33.379
2020,2,3,13,32.84
2020,2,3,14,32.66
2020,2,3,15,32.396
2020,2,3,16,32.618
2020,2,3,17,33.665
2020,2,3,18,37.367
2020,2,3,19,38.075
2020,2,3,20,37.144
2020,2,3,21,35.696
2020,2,3,22,32.755
2020,2,3,23,30.111
2020,2,3,24,28.979
2020,2,4,1,28.641
2020,2,4,2,28.535
2020,2,4,3,28.853
2020,2,4,4,29.931
2020,2,4,5,33.073
2020,2,4,6,38.72
2020,2,4,7,40.836
2020,2,4,8,38.128
2020,2,4,9,35.558
2020,2,4,10,34.437
2020,2,4,11,33.728
2020,2,4,12,33.453
2020,2,4,13,33.189
2020,2,4,14,33.051
2020,2,4,15,32.956
2020,2,4,16,33.189
2020,2,4,17,34.056
2020,2,4,18,37.694
2020,2,4,19,38.118
2020,2,4,20,37.176
2020,2,4,21,35.177
2020,2,4,22,32.11
2020,2,4,23,29.498
2020,2,4,24,28.472
2020,2,5,1,28.07
2020,2,5,2,28.017
2020,2,5,3,28.303
2020,2,5,4,29.18
2020,2,5,5,32.131
2020,2,5,6,37.367
2020,2,5,7,39.292
2020,2,5,8,37.261
2020,2,5,9,35.188
2020,2,5,10,34.278
2020,2,5,11,33.876
2020,2,5,12,33.538
2020,2,5,13,33.686
2020,2,5,14,33.675
2020,2,5,15,33.792
2020,2,5,16,34.067
2020,2,5,17,34.659
2020,2,5,18,37.843
2020,2,5,19,38.16
2020,2,5,20,37.06
2020,2,5,21,35.336
2020,2,5,22,32.226
2020,2,5,23,29.487
2020,2,5,24,28.313
2020,2,6,1,27.869
2020,2,6,2,27.647
2020,2,6,3,27.71
2020,2,6,4,28.482
2020,2,6,5,30.809
2020,2,6,6,35.209
2020,2,6,7,37.134
2020,2,6,8,35.981
2020,2,6,9,35.008
2020,2,6,10,34.215
2020,2,6,11,33.919
2020,2,6,12,33.612
2020,2,6,13,33.432
2020,2,6,14,33.231
2020,2,6,15,33.051
2020,2,6,16,33.263
2020,2,6,17,34.268
2020,2,6,18,37.61
2020,2,6,19,38.192
2020,2,6,20,37.155
2020,2,6,21,35.463
2020,2,6,22,32.332
2020,2,6,23,29.709
2020,2,6,24,28.609
2020,2,7,1,28.26
2020,2,7,2,28.155
2020,2,7,3,28.355
2020,2,7,4,29.254
2020,2,7,5,31.983
2020,2,7,6,37.07
2020,2,7,7,39.387
2020,2,7,8,37.324
2020,2,7,9,35.442
2020,2,7,10,34.299
2020,2,7,11,33.802
2020,2,7,12,33.305
2020,2,7,13,33.21
2020,2,7,14,32.861
2020,2,7,15,32.512
2020,2,7,16,32.575
2020,2,7,17,32.956
2020,2,7,18,35.569
2020,2,7,19,36.129
2020,2,7,20,35.114
2020,2,7,21,34.088
2020,2,7,22,32.279
2020,2,7,23,30.175
2020,2,7,24,29.054
2020,2,8,1,28.514
2020,2,8,2,28.271
2020,2,8,3,28.419
2020,2,8,4,28.747
2020,2,8,5,29.889
2020,2,8,6,32.1
2020,2,8,7,33.654
2020,2,8,8,34.68
2020,2,8,9,34.543
2020,2,8,10,34.299
2020,2,8,11,33.464
2020,2,8,12,32.586
2020,2,8,13,31.676
2020,2,8,14,31.243
2020,2,8,15,31.052
2020,2,8,16,31.201
2020,2,8,17,31.909
2020,2,8,18,34.754
2020,2,8,19,35.632
2020,2,8,20,34.775
2020,2,8,21,33.728
2020,2,8,22,31.899
2020,2,8,23,30.048
2020,2,8,24,29.043
2020,2,9,1,28.578
2020,2,9,2,28.451
2020,2,9,3,28.556
2020,2,9,4,28.969
2020,2,9,5,29.857
2020,2,9,6,31.444
2020,2,9,7,32.967
2020,2,9,8,33.517
2020,2,9,9,33.358
2020,2,9,10,32.755
2020,2,9,11,32.1
2020,2,9,12,31.581
2020,2,9,13,31.031
2020,2,9,14,30.851
2020,2,9,15,30.714
2020,2,9,16,31.031
2020,2,9,17,32.047
2020,2,9,18,35.082
2020,2,9,19,36.51
2020,2,9,20,35.685
2020,2,9,21,34.077
2020,2,9,22,31.655
2020,2,9,23,29.36
2020,2,9,24,28.472
2020,2,10,1,28.197
2020,2,10,2,28.229
2020,2,10,3,28.535
2020,2,10,4,29.593
2020,2,10,5,32.618
2020,2,10,6,38.382
2020,2,10,7,40.476
2020,2,10,8,38.223
2020,2,10,9,36.129
2020,2,10,10,34.892
2020,2,10,11,34.278
2020,2,10,12,33.919
2020,2,10,13,33.739
2020,2,10,14,33.527
2020,2,10,15,33.337
2020,2,10,16,33.58
2020,2,10,17,34.257
2020,2,10,18,37.43
2020,2,10,19,38.467
2020,2,10,20,37.367
2020,2,10,21,35.537
2020,2,10,22,32.755
2020,2,10,23,29.963
2020,2,10,24,28.905
2020,2,11,1,28.451
2020,2,11,2,28.419
2020,2,11,3,28.789
2020,2,11,4,29.847
2020,2,11,5,32.829
2020,2,11,6,38.297
2020,2,11,7,40.265
2020,2,11,8,37.874
2020,2,11,9,35.949
2020,2,11,10,34.807
2020,2,11,11,34.014
2020,2,11,12,33.601
2020,2,11,13,33.263
2020,2,11,14,33.316
2020,2,11,15,32.999
2020,2,11,16,33.157
2020,2,11,17,33.792
2020,2,11,18,36.7
2020,2,11,19,37.694
2020,2,11,20,36.827
2020,2,11,21,35.283
2020,2,11,22,32.48
2020,2,11,23,29.762
2020,2,11,24,28.747
2020,2,12,1,28.229
2020,2,12,2,28.165
2020,2,12,3,28.472
2020,2,12,4,29.36
2020,2,12,5,32.131
2020,2,12,6,37.345
2020,2,12,7,38.784
2020,2,12,8,36.753
2020,2,12,9,34.966
2020,2,12,10,34.162
2020,2,12,11,33.834
2020,2,12,12,33.443
2020,2,12,13,33.337
2020,2,12,14,33.041
2020,2,12,15,32.935
2020,2,12,16,33.009
2020,2,12,17,33.876
2020,2,12,18,37.018
2020,2,12,19,38.329
2020,2,12,20,37.441
2020,2,12,21,35.611
2020,2,12,22,32.322
2020,2,12,23,29.656
2020,2,12,24,28.641
2020,2,13,1,28.049
2020,2,13,2,27.975
2020,2,13,3,28.07
2020,2,13,4,29.138
2020,2,13,5,32.226
2020,2,13,6,37.684
2020,2,13,7,39.651
2020,2,13,8,37.969
2020,2,13,9,36.034
2020,2,13,10,35.093
2020,2,13,11,34.109
2020,2,13,12,33.623
2020,2,13,13,33.136
2020,2,13,14,32.311
2020,2,13,15,32.004
2020,2,13,16,32.681
2020,2,13,17,33.559
2020,2,13,18,37.367
2020,2,13,19,38.657
2020,2,13,20,37.8
2020,2,13,21,36.309
2020,2,13,22,33.073
2020,2,13,23,30.481
2020,2,13,24,29.159
2020,2,14,1,28.715
2020,2,14,2,28.461
2020,2,14,3,28.588
2020,2,14,4,29.36
2020,2,14,5,31.867
2020,2,14,6,36.446
2020,2,14,7,38.371
2020,2,14,8,37.79
2020,2,14,9,36.817
2020,2,14,10,36.309
2020,2,14,11,35.357
2020,2,14,12,34.49
2020,2,14,13,33.887
2020,2,14,14,33.221
2020,2,14,15,33.104
2020,2,14,16,33.559
2020,2,14,17,34.659
2020,2,14,18,36.965
