Year,Month,Day,Period,VALUE
2020,1,4,4,32.488
2020,1,4,5,32.851
2020,1,4,6,33.605
2020,1,4,7,34.466
2020,1,4,8,33.807
2020,1,4,9,34.143
2020,1,4,10,34.292
2020,1,4,11,33.942
2020,1,4,12,33.188
2020,1,4,13,33.538
2020,1,4,14,33.174
2020,1,4,15,33
2020,1,4,16,32.488
2020,1,4,17,34.493
2020,1,4,18,39.661
2020,1,4,19,39.715
2020,1,4,20,39.123
2020,1,4,21,38.235
2020,1,4,22,37.118
2020,1,4,23,35.732
2020,1,4,24,34.251
2020,1,5,1,33.201
2020,1,5,2,32.65
2020,1,5,3,32.179
2020,1,5,4,32.152
2020,1,5,5,32.38
2020,1,5,6,32.932
2020,1,5,7,33.511
2020,1,5,8,32.851
2020,1,5,9,33.282
2020,1,5,10,33.646
2020,1,5,11,33.646
2020,1,5,12,33.43
2020,1,5,13,33.269
2020,1,5,14,33.053
2020,1,5,15,32.798
2020,1,5,16,32.784
2020,1,5,17,34.655
2020,1,5,18,39.406
2020,1,5,19,39.971
2020,1,5,20,39.54
2020,1,5,21,38.221
2020,1,5,22,36.701
2020,1,5,23,34.803
2020,1,5,24,33.309
2020,1,6,1,32.502
2020,1,6,2,32.205
2020,1,6,3,31.923
2020,1,6,4,32.098
2020,1,6,5,32.717
2020,1,6,6,34.615
2020,1,6,7,37.36
2020,1,6,8,36.566
2020,1,6,9,36.499
2020,1,6,10,36.176
2020,1,6,11,36.189
2020,1,6,12,35.933
2020,1,6,13,35.032
2020,1,6,14,34.103
2020,1,6,15,34.399
2020,1,6,16,34.238
2020,1,6,17,36.068
2020,1,6,18,42.232
2020,1,6,19,43.51
2020,1,6,20,43.107
2020,1,6,21,42.205
2020,1,6,22,40.24
2020,1,6,23,37.104
2020,1,6,24,35.139
2020,1,7,1,32.825
2020,1,7,2,32.542
2020,1,7,3,32.475
2020,1,7,4,32.677
2020,1,7,5,33.551
2020,1,7,6,35.812
2020,1,7,7,38.827
2020,1,7,8,37.885
2020,1,7,9,36.727
2020,1,7,10,35.88
2020,1,7,11,32.542
2020,1,7,12,35.584
2020,1,7,13,35.072
2020,1,7,14,34.574
2020,1,7,15,34.13
2020,1,7,16,34.17
2020,1,7,17,36.378
2020,1,7,18,42.595
2020,1,7,19,43.82
2020,1,7,20,43.389
2020,1,7,21,42.622
2020,1,7,22,40.509
2020,1,7,23,37.36
2020,1,7,24,35.328
2020,1,8,1,34.224
2020,1,8,2,33.915
2020,1,8,3,33.807
2020,1,8,4,34.036
2020,1,8,5,35.139
2020,1,8,6,37.912
2020,1,8,7,41.371
2020,1,8,8,40.24
2020,1,8,9,39.096
2020,1,8,10,38.06
2020,1,8,11,37.212
2020,1,8,12,36.485
2020,1,8,13,35.651
2020,1,8,14,35.274
2020,1,8,15,34.722
2020,1,8,16,35.274
2020,1,8,17,38.585
2020,1,8,18,43.726
2020,1,8,19,44.506
2020,1,8,20,44.116
2020,1,8,21,42.73
2020,1,8,22,40.509
2020,1,8,23,37.562
2020,1,8,24,35.355
2020,1,9,1,34.251
2020,1,9,2,33.646
2020,1,9,3,33.565
2020,1,9,4,33.861
2020,1,9,5,34.749
2020,1,9,6,37.333
2020,1,9,7,40.334
2020,1,9,8,39.042
2020,1,9,9,38.167
2020,1,9,10,37.239
2020,1,9,11,35.57
2020,1,9,12,34.547
2020,1,9,13,34.13
2020,1,9,14,33.686
2020,1,9,15,33.43
2020,1,9,16,33.713
2020,1,9,17,35.314
2020,1,9,18,41.451
2020,1,9,19,42.595
2020,1,9,20,42.191
2020,1,9,21,40.98
2020,1,9,22,38.908
2020,1,9,23,36.391
2020,1,9,24,34.466
2020,1,10,1,33.39
2020,1,10,2,32.892
2020,1,10,3,32.717
2020,1,10,4,32.919
2020,1,10,5,33.767
2020,1,10,6,35.826
2020,1,10,7,37.925
2020,1,10,8,37.225
2020,1,10,9,36.687
2020,1,10,10,36.418
2020,1,10,11,36.189
2020,1,10,12,35.624
2020,1,10,13,35.126
2020,1,10,14,34.749
2020,1,10,15,34.278
2020,1,10,16,34.036
2020,1,10,17,35.274
2020,1,10,18,40.375
2020,1,10,19,40.926
2020,1,10,20,40.375
2020,1,10,21,39.554
2020,1,10,22,38.302
2020,1,10,23,36.458
2020,1,10,24,34.561
2020,1,11,1,33.457
2020,1,11,2,32.932
2020,1,11,3,32.569
2020,1,11,4,32.515
2020,1,11,5,32.65
2020,1,11,6,33.201
2020,1,11,7,33.982
2020,1,11,8,33.538
2020,1,11,9,34.036
2020,1,11,10,34.292
2020,1,11,11,33.982
2020,1,11,12,33.659
2020,1,11,13,33.336
2020,1,11,14,33.161
2020,1,11,15,33
2020,1,11,16,33.296
2020,1,11,17,34.938
2020,1,11,18,39.621
2020,1,11,19,39.796
2020,1,11,20,39.298
2020,1,11,21,38.396
2020,1,11,22,37.037
2020,1,11,23,35.53
2020,1,11,24,34.009
2020,1,12,1,32.959
2020,1,12,2,32.502
2020,1,12,3,32.071
2020,1,12,4,31.963
2020,1,12,5,32.152
2020,1,12,6,32.717
2020,1,12,7,33.349
2020,1,12,8,32.784
2020,1,12,9,33.282
2020,1,12,10,33.753
2020,1,12,11,33.646
2020,1,12,12,33.982
2020,1,12,13,33.619
2020,1,12,14,33.632
2020,1,12,15,33.511
2020,1,12,16,33.686
2020,1,12,17,35.422
2020,1,12,18,41.586
2020,1,12,19,42.716
2020,1,12,20,42.138
2020,1,12,21,41.101
2020,1,12,22,39.823
2020,1,12,23,38.221
2020,1,12,24,36.243
2020,1,13,1,35.032
2020,1,13,2,34.453
2020,1,13,3,34.17
2020,1,13,4,34.386
2020,1,13,5,35.139
2020,1,13,6,36.862
2020,1,13,7,38.733
2020,1,13,8,37.723
2020,1,13,9,38.087
2020,1,13,10,38.625
2020,1,13,11,37.979
2020,1,13,12,37.212
2020,1,13,13,36.539
2020,1,13,14,35.853
2020,1,13,15,35.341
2020,1,13,16,35.139
2020,1,13,17,37.225
2020,1,13,18,44.21
2020,1,13,19,45.3
2020,1,13,20,45.529
2020,1,13,21,44.278
2020,1,13,22,42.366
2020,1,13,23,39.782
2020,1,13,24,37.185
2020,1,14,1,35.758
2020,1,14,2,35.274
2020,1,14,3,34.978
2020,1,14,4,35.314
2020,1,14,5,36.351
2020,1,14,6,39.325
2020,1,14,7,42.595
2020,1,14,8,41.276
2020,1,14,9,39.836
2020,1,14,10,38.639
2020,1,14,11,37.616
2020,1,14,12,36.552
2020,1,14,13,35.732
2020,1,14,14,34.991
2020,1,14,15,34.615
2020,1,14,16,34.574
2020,1,14,17,36.781
2020,1,14,18,43.107
2020,1,14,19,44.331
2020,1,14,20,43.941
2020,1,14,21,42.649
2020,1,14,22,40.294
2020,1,14,23,37.562
2020,1,14,24,34.938
2020,1,15,1,33.928
2020,1,15,2,33.484
2020,1,15,3,33.242
2020,1,15,4,33.403
2020,1,15,5,34.386
2020,1,15,6,36.781
2020,1,15,7,39.931
2020,1,15,8,38.692
2020,1,15,9,37.575
2020,1,15,10,36.687
2020,1,15,11,36.404
2020,1,15,12,35.907
2020,1,15,13,35.624
2020,1,15,14,35.314
2020,1,15,15,34.816
2020,1,15,16,34.588
2020,1,15,17,36.539
2020,1,15,18,42.272
2020,1,15,19,43.201
2020,1,15,20,42.434
2020,1,15,21,40.913
2020,1,15,22,38.625
2020,1,15,23,35.785
2020,1,15,24,33.646
2020,1,16,1,32.528
2020,1,16,2,32.152
2020,1,16,3,32.138
2020,1,16,4,32.327
2020,1,16,5,32.825
2020,1,16,6,34.561
2020,1,16,7,37.306
2020,1,16,8,37.158
2020,1,16,9,37.05
2020,1,16,10,36.633
2020,1,16,11,35.691
2020,1,16,12,35.382
2020,1,16,13,35.045
2020,1,16,14,34.655
2020,1,16,15,34.44
2020,1,16,16,34.426
2020,1,16,17,36.041
2020,1,16,18,42.165
2020,1,16,19,43.726
2020,1,16,20,43.766
2020,1,16,21,42.555
2020,1,16,22,40.334
2020,1,16,23,37.4
2020,1,16,24,35.086
2020,1,17,1,34.305
2020,1,17,2,33.847
2020,1,17,3,33.767
2020,1,17,4,34.13
2020,1,17,5,35.112
2020,1,17,6,37.683
2020,1,17,7,40.913
2020,1,17,8,39.944
2020,1,17,9,39.029
2020,1,17,10,38.167
2020,1,17,11,37.225
2020,1,17,12,36.162
2020,1,17,13,35.489
2020,1,17,14,35.166
2020,1,17,15,34.44
2020,1,17,16,34.17
2020,1,17,17,35.624
2020,1,17,18,41.384
2020,1,17,19,42.945
2020,1,17,20,42.891
2020,1,17,21,42.272
2020,1,17,22,41.101
2020,1,17,23,38.894
2020,1,17,24,36.943
2020,1,18,1,35.933
2020,1,18,2,35.314
2020,1,18,3,35.018
2020,1,18,4,35.18
2020,1,18,5,35.758
2020,1,18,6,37.01
2020,1,18,7,38.316
2020,1,18,8,37.575
2020,1,18,9,37.468
2020,1,18,10,37.36
2020,1,18,11,36.472
2020,1,18,12,35.072
2020,1,18,13,34.359
2020,1,18,14,33.659
2020,1,18,15,33.309
2020,1,18,16,33.201
2020,1,18,17,34.776
2020,1,18,18,40.482
2020,1,18,19,41.788
2020,1,18,20,41.519
2020,1,18,21,40.953
2020,1,18,22,39.971
2020,1,18,23,38.625
2020,1,18,24,36.754
2020,1,19,1,35.691
2020,1,19,2,34.897
2020,1,19,3,34.601
2020,1,19,4,34.386
2020,1,19,5,34.547
2020,1,19,6,34.776
2020,1,19,7,35.435
2020,1,19,8,35.059
2020,1,19,9,35.758
2020,1,19,10,35.866
2020,1,19,11,35.261
2020,1,19,12,34.83
2020,1,19,13,34.197
2020,1,19,14,33.646
2020,1,19,15,33.121
2020,1,19,16,33.309
2020,1,19,17,34.709
2020,1,19,18,40.361
2020,1,19,19,41.801
2020,1,19,20,41.72
2020,1,19,21,40.765
2020,1,19,22,38.948
2020,1,19,23,36.97
2020,1,19,24,35.072
2020,1,20,1,33.901
2020,1,20,2,33.444
2020,1,20,3,33.39
2020,1,20,4,33.74
2020,1,20,5,34.763
2020,1,20,6,37.279
2020,1,20,7,40.321
2020,1,20,8,39.459
2020,1,20,9,38.692
2020,1,20,10,38.06
2020,1,20,11,37.158
2020,1,20,12,36.189
2020,1,20,13,35.745
2020,1,20,14,35.126
2020,1,20,15,34.709
2020,1,20,16,34.426
2020,1,20,17,35.853
2020,1,20,18,42.003
2020,1,20,19,43.632
2020,1,20,20,43.362
2020,1,20,21,42.272
2020,1,20,22,39.756
2020,1,20,23,37.131
2020,1,20,24,34.749
2020,1,21,1,33.592
2020,1,21,2,33.161
2020,1,21,3,33.201
2020,1,21,4,33.592
2020,1,21,5,34.682
2020,1,21,6,37.064
2020,1,21,7,40.025
2020,1,21,8,38.787
2020,1,21,9,38.275
2020,1,21,10,37.791
2020,1,21,11,36.526
2020,1,21,12,35.933
2020,1,21,13,35.301
2020,1,21,14,34.857
2020,1,21,15,34.803
2020,1,21,16,34.682
2020,1,21,17,35.664
2020,1,21,18,41.492
2020,1,21,19,43.322
2020,1,21,20,42.945
2020,1,21,21,41.895
2020,1,21,22,39.863
2020,1,21,23,37.01
2020,1,21,24,34.951
2020,1,22,1,33.753
2020,1,22,2,33.174
2020,1,22,3,33.013
2020,1,22,4,33.201
2020,1,22,5,34.117
2020,1,22,6,36.445
2020,1,22,7,39.419
2020,1,22,8,38.356
2020,1,22,9,37.454
2020,1,22,10,36.862
2020,1,22,11,35.826
2020,1,22,12,35.234
2020,1,22,13,34.789
2020,1,22,14,34.413
2020,1,22,15,34.049
2020,1,22,16,33.982
2020,1,22,17,35.435
2020,1,22,18,40.254
2020,1,22,19,41.667
2020,1,22,20,41.236
2020,1,22,21,40.254
2020,1,22,22,38.396
2020,1,22,23,35.637
2020,1,22,24,33.928
2020,1,23,1,33.04
2020,1,23,2,32.771
2020,1,23,3,32.663
2020,1,23,4,32.811
2020,1,23,5,33.686
2020,1,23,6,35.826
2020,1,23,7,38.813
2020,1,23,8,37.508
2020,1,23,9,37.333
2020,1,23,10,36.862
2020,1,23,11,35.88
2020,1,23,12,35.409
2020,1,23,13,34.911
2020,1,23,14,34.426
2020,1,23,15,34.036
2020,1,23,16,33.969
2020,1,23,17,34.978
2020,1,23,18,40.55
2020,1,23,19,42.165
2020,1,23,20,41.895
2020,1,23,21,41.034
2020,1,23,22,38.813
2020,1,23,23,36.472
2020,1,23,24,34.184
2020,1,24,1,32.973
2020,1,24,2,32.475
2020,1,24,3,32.111
2020,1,24,4,32.192
2020,1,24,5,32.65
2020,1,24,6,34.386
2020,1,24,7,37.091
2020,1,24,8,36.283
2020,1,24,9,35.839
2020,1,24,10,35.839
2020,1,24,11,35.476
2020,1,24,12,34.978
2020,1,24,13,34.83
2020,1,24,14,34.197
2020,1,24,15,33.995
2020,1,24,16,33.646
2020,1,24,17,34.547
2020,1,24,18,39.446
2020,1,24,19,40.711
2020,1,24,20,40.334
2020,1,24,21,39.379
2020,1,24,22,38.329
2020,1,24,23,36.781
2020,1,24,24,34.803
2020,1,25,1,33.713
2020,1,25,2,33.242
2020,1,25,3,32.973
2020,1,25,4,32.946
2020,1,25,5,33.134
2020,1,25,6,34.009
2020,1,25,7,34.789
2020,1,25,8,34.184
2020,1,25,9,34.722
2020,1,25,10,35.207
2020,1,25,11,34.749
2020,1,25,12,34.48
2020,1,25,13,34.036
2020,1,25,14,33.511
2020,1,25,15,33.201
2020,1,25,16,33.269
2020,1,25,17,34.561
2020,1,25,18,39.782
2020,1,25,19,40.819
2020,1,25,20,40.321
2020,1,25,21,39.54
2020,1,25,22,38.329
2020,1,25,23,37.239
2020,1,25,24,35.489
2020,1,26,1,34.345
2020,1,26,2,33.686
2020,1,26,3,33.417
2020,1,26,4,33.403
2020,1,26,5,33.592
2020,1,26,6,34.372
2020,1,26,7,34.991
2020,1,26,8,34.332
2020,1,26,9,34.534
2020,1,26,10,34.682
2020,1,26,11,34.036
2020,1,26,12,33.605
2020,1,26,13,33.201
2020,1,26,14,32.784
2020,1,26,15,32.502
2020,1,26,16,32.555
2020,1,26,17,33.444
2020,1,26,18,38.087
2020,1,26,19,39.971
2020,1,26,20,39.796
2020,1,26,21,38.948
2020,1,26,22,37.562
2020,1,26,23,35.584
2020,1,26,24,34.117
2020,1,27,1,33.08
2020,1,27,2,32.663
2020,1,27,3,32.569
2020,1,27,4,32.703
2020,1,27,5,33.551
2020,1,27,6,35.92
2020,1,27,7,38.962
2020,1,27,8,37.858
2020,1,27,9,37.306
2020,1,27,10,36.727
2020,1,27,11,35.96
2020,1,27,12,35.247
2020,1,27,13,34.964
2020,1,27,14,34.776
2020,1,27,15,34.534
2020,1,27,16,34.332
2020,1,27,17,35.099
2020,1,27,18,40.254
2020,1,27,19,42.057
2020,1,27,20,41.559
2020,1,27,21,40.294
2020,1,27,22,38.221
2020,1,27,23,35.637
2020,1,27,24,33.309
2020,1,28,1,32.354
2020,1,28,2,31.923
2020,1,28,3,31.681
2020,1,28,4,31.802
2020,1,28,5,32.461
2020,1,28,6,34.184
2020,1,28,7,36.337
2020,1,28,8,35.584
2020,1,28,9,35.355
2020,1,28,10,35.624
2020,1,28,11,35.261
2020,1,28,12,34.978
2020,1,28,13,34.964
2020,1,28,14,34.44
2020,1,28,15,33.053
2020,1,28,16,32.851
2020,1,28,17,33.605
2020,1,28,18,37.831
2020,1,28,19,39.581
2020,1,28,20,39.096
2020,1,28,21,38.167
2020,1,28,22,36.31
2020,1,28,23,34.076
2020,1,28,24,32.34
2020,1,29,1,31.438
2020,1,29,2,31.088
2020,1,29,3,30.927
2020,1,29,4,30.981
2020,1,29,5,31.438
2020,1,29,6,32.878
2020,1,29,7,34.224
2020,1,29,8,34.763
2020,1,29,9,34.426
2020,1,29,10,34.978
2020,1,29,11,35.032
2020,1,29,12,34.978
2020,1,29,13,34.749
2020,1,29,14,34.507
2020,1,29,15,34.601
2020,1,29,16,34.386
2020,1,29,17,34.991
2020,1,29,18,39.338
2020,1,29,19,41.034
2020,1,29,20,40.738
2020,1,29,21,39.406
2020,1,29,22,37.656
2020,1,29,23,35.368
2020,1,29,24,33.242
2020,1,30,1,32.138
2020,1,30,2,31.775
2020,1,30,3,31.694
2020,1,30,4,31.788
2020,1,30,5,32.434
2020,1,30,6,34.184
2020,1,30,7,36.552
2020,1,30,8,35.88
2020,1,30,9,35.839
2020,1,30,10,35.449
2020,1,30,11,35.207
2020,1,30,12,34.83
2020,1,30,13,34.776
2020,1,30,14,34.749
2020,1,30,15,34.574
2020,1,30,16,34.44
2020,1,30,17,35.045
2020,1,30,18,39.473
2020,1,30,19,40.953
2020,1,30,20,40.428
2020,1,30,21,39.379
2020,1,30,22,37.212
2020,1,30,23,34.911
2020,1,30,24,33.161
2020,1,31,1,32.057
2020,1,31,2,31.573
2020,1,31,3,31.371
2020,1,31,4,31.398
2020,1,31,5,31.909
2020,1,31,6,33.444
2020,1,31,7,35.476
2020,1,31,8,34.911
2020,1,31,9,35.018
2020,1,31,10,35.193
2020,1,31,11,35.099
2020,1,31,12,35.086
2020,1,31,13,34.722
2020,1,31,14,34.615
2020,1,31,15,34.399
2020,1,31,16,34.238
2020,1,31,17,34.413
2020,1,31,18,38.221
2020,1,31,19,39.89
2020,1,31,20,39.163
2020,1,31,21,38.221
2020,1,31,22,36.997
2020,1,31,23,35.449
2020,1,31,24,33.78
2020,2,1,1,31.088
2020,2,1,2,30.604
2020,2,1,3,30.335
2020,2,1,4,30.321
2020,2,1,5,30.617
2020,2,1,6,31.344
2020,2,1,7,31.829
2020,2,1,8,31.411
2020,2,1,9,32.031
2020,2,1,10,32.542
2020,2,1,11,32.232
2020,2,1,12,32.057
2020,2,1,13,31.734
2020,2,1,14,31.519
2020,2,1,15,31.277
2020,2,1,16,31.25
2020,2,1,17,32.004
2020,2,1,18,36.62
2020,2,1,19,37.898
2020,2,1,20,37.373
2020,2,1,21,36.391
2020,2,1,22,35.059
2020,2,1,23,33.78
2020,2,1,24,32.152
2020,2,2,1,30.833
2020,2,2,2,30.133
2020,2,2,3,29.837
2020,2,2,4,29.756
2020,2,2,5,29.796
2020,2,2,6,30.321
2020,2,2,7,30.631
2020,2,2,8,30.173
2020,2,2,9,30.819
2020,2,2,10,31.506
2020,2,2,11,31.533
2020,2,2,12,31.6
2020,2,2,13,31.519
2020,2,2,14,31.344
2020,2,2,15,31.035
2020,2,2,16,30.819
2020,2,2,17,30.981
2020,2,2,18,34.493
2020,2,2,19,36.095
2020,2,2,20,36.606
2020,2,2,21,36.62
2020,2,2,22,35.005
2020,2,2,23,33.336
2020,2,2,24,31.613
2020,2,3,1,30.752
2020,2,3,2,30.375
2020,2,3,3,30.375
2020,2,3,4,30.604
2020,2,3,5,31.479
2020,2,3,6,33.78
2020,2,3,7,36.647
2020,2,3,8,35.799
2020,2,3,9,35.355
2020,2,3,10,34.749
2020,2,3,11,34.386
2020,2,3,12,33.861
2020,2,3,13,33.457
2020,2,3,14,33.148
2020,2,3,15,32.771
2020,2,3,16,32.394
2020,2,3,17,33.242
2020,2,3,18,38.692
2020,2,3,19,41.182
2020,2,3,20,41.048
2020,2,3,21,40.065
2020,2,3,22,37.67
2020,2,3,23,34.964
2020,2,3,24,32.798
2020,2,4,1,31.761
2020,2,4,2,31.21
2020,2,4,3,31.142
2020,2,4,4,31.465
2020,2,4,5,32.475
2020,2,4,6,34.991
2020,2,4,7,37.966
2020,2,4,8,36.916
2020,2,4,9,36.149
2020,2,4,10,35.449
2020,2,4,11,34.507
2020,2,4,12,33.794
2020,2,4,13,33.323
2020,2,4,14,33.215
2020,2,4,15,32.986
2020,2,4,16,28.949
2020,2,4,17,28.693
2020,2,4,18,37.737
2020,2,4,19,39.5
2020,2,4,20,40.146
2020,2,4,21,38.867
2020,2,4,22,37.575
2020,2,4,23,34.884
2020,2,4,24,32.286
2020,2,5,1,31.344
2020,2,5,2,30.967
2020,2,5,3,30.725
2020,2,5,4,30.981
2020,2,5,5,31.815
2020,2,5,6,34.17
2020,2,5,7,36.593
2020,2,5,8,35.651
2020,2,5,9,34.911
2020,2,5,10,34.655
2020,2,5,11,33.942
2020,2,5,12,33.942
2020,2,5,13,33.524
2020,2,5,14,33.255
2020,2,5,15,33.269
2020,2,5,16,33.107
2020,2,5,17,33.619
2020,2,5,18,37.387
2020,2,5,19,39.608
2020,2,5,20,39.567
2020,2,5,21,38.114
2020,2,5,22,36.229
2020,2,5,23,33.874
2020,2,5,24,31.6
2020,2,6,1,30.671
2020,2,6,2,30.187
2020,2,6,3,30.025
2020,2,6,4,30.16
2020,2,6,5,30.914
2020,2,6,6,32.919
2020,2,6,7,35.274
2020,2,6,8,34.224
2020,2,6,9,33.901
2020,2,6,10,33.794
2020,2,6,11,33.901
2020,2,6,12,33.619
2020,2,6,13,33.699
2020,2,6,14,33.686
2020,2,6,15,33.511
2020,2,6,16,33.08
2020,2,6,17,33.74
2020,2,6,18,37.414
2020,2,6,19,39.809
2020,2,6,20,39.285
2020,2,6,21,37.818
2020,2,6,22,35.826
2020,2,6,23,33.524
2020,2,6,24,31.452
2020,2,7,1,30.416
2020,2,7,2,29.971
2020,2,7,3,29.891
2020,2,7,4,30.025
2020,2,7,5,30.631
2020,2,7,6,32.475
2020,2,7,7,34.386
2020,2,7,8,33.942
2020,2,7,9,33.726
2020,2,7,10,34.09
2020,2,7,11,33.888
2020,2,7,12,33.551
2020,2,7,13,33.43
2020,2,7,14,33.282
2020,2,7,15,33.053
2020,2,7,16,32.851
2020,2,7,17,33.121
2020,2,7,18,36.472
2020,2,7,19,38.585
2020,2,7,20,37.966
2020,2,7,21,36.687
2020,2,7,22,35.57
2020,2,7,23,33.78
2020,2,7,24,31.896
2020,2,8,1,30.712
2020,2,8,2,30.16
2020,2,8,3,29.945
2020,2,8,4,29.918
2020,2,8,5,30.321
2020,2,8,6,31.075
2020,2,8,7,31.667
2020,2,8,8,31.452
2020,2,8,9,32.205
2020,2,8,10,32.69
2020,2,8,11,32.394
2020,2,8,12,31.856
2020,2,8,13,31.533
2020,2,8,14,31.088
2020,2,8,15,30.9
2020,2,8,16,30.806
2020,2,8,17,31.331
2020,2,8,18,34.964
2020,2,8,19,37.548
2020,2,8,20,37.172
2020,2,8,21,36.378
2020,2,8,22,35.664
2020,2,8,23,34.372
2020,2,8,24,32.825
2020,2,9,1,31.506
2020,2,9,2,30.981
2020,2,9,3,30.752
2020,2,9,4,30.685
2020,2,9,5,31.115
2020,2,9,6,31.802
2020,2,9,7,32.165
2020,2,9,8,31.586
2020,2,9,9,31.977
2020,2,9,10,32.071
2020,2,9,11,31.519
2020,2,9,12,31.263
2020,2,9,13,31.021
2020,2,9,14,30.739
2020,2,9,15,30.604
2020,2,9,16,30.658
2020,2,9,17,31.25
2020,2,9,18,35.099
2020,2,9,19,37.535
2020,2,9,20,37.293
2020,2,9,21,36.256
2020,2,9,22,34.951
2020,2,9,23,32.973
2020,2,9,24,31.438
2020,2,10,1,30.375
2020,2,10,2,30.039
2020,2,10,3,29.931
2020,2,10,4,30.241
2020,2,10,5,31.035
2020,2,10,6,33.161
2020,2,10,7,35.287
2020,2,10,8,34.641
2020,2,10,9,34.399
2020,2,10,10,28.518
2020,2,10,11,28.303
2020,2,10,12,33.565
2020,2,10,13,33.538
2020,2,10,14,33.497
2020,2,10,15,29.406
2020,2,10,16,32.878
2020,2,10,17,33.134
2020,2,10,18,36.875
2020,2,10,19,39.608
2020,2,10,20,39.15
2020,2,10,21,37.979
2020,2,10,22,35.947
2020,2,10,23,33.74
2020,2,10,24,31.6
2020,2,11,1,30.51
2020,2,11,2,30.133
2020,2,11,3,29.904
2020,2,11,4,30.106
2020,2,11,5,30.671
2020,2,11,6,32.784
2020,2,11,7,35.005
2020,2,11,8,34.466
2020,2,11,9,34.641
2020,2,11,10,34.655
2020,2,11,11,34.009
2020,2,11,12,33.619
2020,2,11,13,33.215
2020,2,11,14,32.703
2020,2,11,15,32.475
2020,2,11,16,32.232
2020,2,11,17,32.744
2020,2,11,18,36.351
2020,2,11,19,39.661
2020,2,11,20,38.962
2020,2,11,21,37.885
2020,2,11,22,35.96
2020,2,11,23,33.497
2020,2,11,24,31.533
2020,2,12,1,30.227
2020,2,12,2,29.77
2020,2,12,3,29.527
2020,2,12,4,29.366
2020,2,12,5,29.823
2020,2,12,6,31.277
2020,2,12,7,32.851
2020,2,12,8,32.367
2020,2,12,9,32.798
2020,2,12,10,33.148
2020,2,12,11,33.121
2020,2,12,12,33.121
2020,2,12,13,32.851
2020,2,12,14,32.905
2020,2,12,15,32.502
2020,2,12,16,32.179
2020,2,12,17,31.398
2020,2,12,18,37.239
2020,2,12,19,41.33
2020,2,12,20,41.424
2020,2,12,21,40.375
2020,2,12,22,38.316
2020,2,12,23,35.664
2020,2,12,24,33.376
2020,2,13,1,32.017
2020,2,13,2,31.533
2020,2,13,3,31.506
2020,2,13,4,31.788
2020,2,13,5,32.865
2020,2,13,6,35.664
2020,2,13,7,38.006
2020,2,13,8,37.172
2020,2,13,9,36.418
2020,2,13,10,36.189
2020,2,13,11,35.193
2020,2,13,12,34.534
2020,2,13,13,33.874
2020,2,13,14,33.309
2020,2,13,15,32.865
2020,2,13,16,32.865
2020,2,13,17,34.13
2020,2,13,18,39.796
2020,2,13,19,43.187
2020,2,13,20,43.093
2020,2,13,21,41.949
2020,2,13,22,39.836
2020,2,13,23,36.943
2020,2,13,24,34.359
2020,2,14,1,32.973
2020,2,14,2,32.38
2020,2,14,3,32.394
2020,2,14,4,32.313
2020,2,14,5,33.363
2020,2,14,6,36.055
2020,2,14,7,38.719
2020,2,14,8,37.818
2020,2,14,9,37.158
2020,2,14,10,36.297
2020,2,14,11,35.193
2020,2,14,12,34.265
2020,2,14,13,33.619
2020,2,14,14,33.148
2020,2,14,15,32.623
2020,2,14,16,32.138
2020,2,14,17,32.623
2020,2,14,18,36.902
