Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020,2,4,14,12,11,9,12,20,36,35,44,44,41,17,17,17,7,7,17,16,66,82,86,87,90,89
2020,2,5,91,92,93,93,92,92,97,97,100,100,98,80,57,44,33,25,21,5,20,34,43,52,44,45
2020,2,6,57,66,74,81,83,82,88,88,92,92,86,81,77,78,81,80,83,32,64,72,71,78,82,84
2020,2,7,90,92,93,93,93,93,97,96,99,100,99,94,94,94,93,93,94,92,92,92,91,91,90,87
2020,2,8,81,74,64,60,57,58,64,65,70,62,47,26,25,25,20,21,23,5,5,8,16,16,18,18
2020,2,9,17,20,14,11,6,12,33,31,40,41,38,19,24,17,7,7,17,5,5,5,15,25,29,33
2020,2,10,32,32,42,43,48,60,63,67,77,88,82,66,83,93,91,91,92,93,72,50,61,79,85,93
2020,2,11,91,85,81,83,85,90,95,94,96,88,83,59,36,20,19,20,23,24,38,58,62,72,78,80
2020,2,12,82,82,85,85,85,84,87,88,107,107,86,76,64,43,23,22,22,16,29,31,36,44,55,56
2020,2,13,43,42,46,51,51,42,57,66,74,81,85,79,82,84,81,86,92,92,92,67,59,64,70,79
2020,2,14,90,90,83,79,81,88,97,96,114,115,114,115,112,111,109,94,93,92,92,93,93,93,92,91
2020,2,15,91,90,90,88,87,86,91,90,92,90,83,68,89,92,85,63,63,64,66,70,75,80,77,78
2020,2,16,80,80,77,59,42,44,53,70,85,76,78,72,70,73,42,22,17,10,26,62,87,71,63,56
2020,2,17,49,43,42,61,77,84,90,91,94,96,92,91,86,89,90,90,91,92,93,93,93,93,93,93
2020,2,18,93,92,92,92,93,92,95,86,84,64,76,73,73,82,93,92,92,92,67,43,41,41,41,41
2020,2,19,41,41,41,41,54,52,52,49,54,55,72,68,77,71,64,66,58,92,83,74,71,76,72,76
2020,2,20,77,79,66,66,56,41,50,49,54,54,54,44,44,44,41,41,41,41,41,92,92,93,93,92
2020,2,21,93,93,93,93,91,82,75,72,59,55,45,24,30,27,25,14,31,28,27,39,65,74,62,56
2020,2,22,51,50,51,44,39,43,53,53,50,49,42,21,19,18,8,13,18,35,78,85,88,87,88,84
2020,2,23,84,84,87,81,81,71,77,64,115,114,113,86,103,90,81,93,91,81,93,86,93,91,92,48
2020,2,24,41,41,44,84,92,92,67,128,116,99,99,76,93,63,53,89,94,90,91,93,93,93,93,92
2020,2,25,92,93,91,92,92,90,193,189,189,129,131,81,81,77,83,88,93,41,41,42,43,41,41,41
2020,2,26,41,41,87,93,93,90,87,74,91,71,61,56,43,48,51,55,75,80,83,93,92,89,92,92
2020,2,27,93,92,93,93,93,93,97,95,99,86,72,66,94,94,93,92,91,34,5,9,26,50,27,39
2020,2,28,54,56,83,84,78,72,69,133,104,112,72,73,71,70,39,29,10,38,37,45,46,57,53,56
2020,2,29,59,66,74,83,87,90,93,93,95,77,64,48,34,28,16,8,7,14,16,46,80,90,92,93
2020,3,1,84,84,87,81,81,71,77,64,115,114,113,86,103,90,81,93,91,81,93,86,93,91,92,48
2020,3,2,41,41,44,84,92,92,67,128,116,99,99,76,93,63,53,89,94,90,91,93,93,93,93,92
2020,3,3,92,93,91,92,92,90,193,189,189,129,131,81,81,77,83,88,93,41,41,42,43,41,41,41
2020,3,4,41,41,87,93,93,90,87,74,91,71,61,56,43,48,51,55,75,80,83,93,92,89,92,92
2020,3,5,93,92,93,93,93,93,97,95,99,86,72,66,94,94,93,92,91,34,5,9,26,50,27,39
2020,3,6,54,56,83,84,78,72,69,133,104,112,72,73,71,70,39,29,10,38,37,45,46,57,53,56
2020,3,7,59,66,74,83,87,90,93,93,95,77,64,48,34,28,16,8,7,14,16,46,80,90,92,93
2020,3,8,93,93,93,92,92,92,97,96,99,114,114,114,94,94,92,95,85,92,93,92,93,93,84,67
2020,3,9,92,92,91,91,91,92,251,201,123,123,122,189,99,100,104,97,105,92,93,92,92,92,92,92
2020,3,10,90,92,84,77,92,93,97,108,114,115,143,116,121,112,110,104,100,92,93,92,92,87,90,73
2020,3,11,72,58,57,41,41,42,50,49,54,60,55,89,94,94,93,93,93,92,92,54,41,41,41,41
2020,3,12,41,41,41,41,41,41,50,49,54,54,54,44,48,56,65,96,55,74,92,87,90,92,93,93
2020,3,13,91,90,88,80,81,81,76,104,120,72,109,70,65,72,61,44,52,37,16,45,46,45,52,53
2020,3,14,60,62,67,63,67,65,237,139,107,117,118,76,72,70,41,47,52,29,21,24,39,43,53,58
2020,3,15,61,67,72,74,80,85,91,87,90,83,76,75,106,102,95,85,76,22,5,28,29,10,7,14
2020,3,16,20,35,44,31,43,36,47,42,45,43,36,17,34,47,50,46,46,33,30,41,83,93,93,93
2020,3,17,93,93,93,93,93,93,97,95,98,80,57,48,37,72,65,55,68,57,31,37,38,41,71,72
2020,3,18,62,84,85,92,90,90,95,95,98,92,90,78,79,80,83,87,85,59,49,75,80,90,92,92
2020,3,19,93,92,91,91,93,93,97,95,97,92,90,88,83,85,88,93,90,90,90,90,88,93,91,91
2020,3,20,85,71,35,60,65,52,49,65,74,111,110,68,80,79,33,48,32,22,13,28,65,67,70,85
2020,3,21,86,82,83,69,55,33,62,90,94,97,109,110,113,110,106,92,95,58,50,69,80,80,82,82
2020,3,22,72,58,53,56,55,57,95,109,94,85,115,70,69,74,56,41,21,32,36,41,55,58,62,66
2020,3,23,69,59,46,43,40,55,71,92,94,83,80,69,64,67,52,49,38,26,30,34,37,50,78,82
2020,3,24,82,74,64,57,49,36,39,38,39,36,37,22,20,21,24,21,34,89,75,81,87,91,93,92
2020,3,25,91,92,92,92,90,86,87,84,72,60,67,67,61,51,43,37,30,27,25,52,93,93,93,93
2020,3,26,93,93,92,92,92,91,96,97,99,98,95,78,67,67,65,61,80,90,92,93,85,77,65,76
2020,3,27,92,92,75,66,63,72,86,96,93,77,95,94,94,94,90,85,91,83,57,43,82,89,82,76
2020,3,28,40,65,66,35,15,14,32,32,69,71,114,89,90,89,69,36,35,53,71,86,91,92,92,76
2020,3,29,53,83,87,60,66,61,59,64,82,94,90,94,94,93,91,90,89,33,36,41,44,33,14,33
2020,3,30,80,90,90,92,93,92,154,186,115,107,99,102,103,99,76,61,55,53,50,62,91,93,92,93
2020,3,31,93,93,93,93,81,262,195,244,123,185,117,79,83,79,61,87,80,13,26,58,61,62,52,48
2020,4,1,19,28,31,10,31,247,68,76,80,112,92,69,77,85,76,70,73,91,92,93,93,88,87,93
2020,4,2,92,93,90,87,87,97,97,97,97,86,64,71,51,36,35,40,26,41,31,31,31,85,83,81
2020,4,3,53,52,87,93,91,93,153,154,139,138,131,82,72,70,66,55,52,5,5,13,39,72,71,70
2020,4,4,87,90,87,84,79,243,146,145,105,94,108,111,113,115,90,71,86,90,84,82,87,83,90,89
2020,4,5,86,72,73,71,67,76,85,87,74,70,68,47,51,50,40,37,43,52,43,65,88,92,93,90
2020,4,6,82,70,63,57,63,256,197,187,188,184,175,73,93,93,74,84,68,92,92,91,91,90,84,84
2020,4,7,90,88,86,88,79,251,166,165,165,165,165,79,79,66,56,43,44,26,29,30,59,64,38,48
2020,4,8,46,40,31,63,69,252,108,108,135,130,111,87,90,97,82,78,86,93,92,92,91,75,55,48
2020,4,9,42,41,41,41,41,50,58,52,65,79,76,66,71,64,61,76,92,105,81,81,83,67,64,59
2020,4,10,57,27,13,16,15,29,28,28,36,36,36,37,26,35,37,33,33,73,20,23,24,73,88,90
2020,4,11,90,90,88,87,81,72,57,59,93,97,99,79,53,63,51,65,93,116,91,91,90,92,92,92
2020,4,12,92,93,93,92,91,96,96,97,97,94,85,75,71,59,55,32,36,64,16,13,19,48,55,54
2020,4,13,56,65,59,65,71,78,140,181,121,185,184,113,112,102,100,83,80,29,20,21,38,43,43,28
2020,4,14,29,44,41,46,47,64,102,130,97,116,114,95,81,81,52,40,38,21,32,35,66,68,72,76
2020,4,15,83,91,92,93,92,97,95,95,97,90,97,85,73,69,69,81,79,87,86,86,92,93,93,92
2020,4,16,92,92,85,85,85,77,80,87,99,100,100,94,93,92,91,91,84,84,80,65,86,85,85,87
2020,4,17,90,91,92,91,93,97,109,109,113,115,130,121,116,105,112,104,98,94,92,93,92,87,92,92
2020,4,18,93,93,93,92,90,90,78,52,79,83,125,103,107,104,88,81,88,113,93,91,93,92,42,50
2020,4,19,41,49,41,41,51,63,83,108,112,107,95,53,51,28,15,51,48,70,12,5,24,48,59,81
2020,4,20,90,93,93,93,92,97,96,97,99,98,97,87,89,89,87,85,82,83,76,82,75,80,79,81
2020,4,21,75,72,64,55,58,69,59,61,39,37,37,19,21,21,10,7,7,18,12,23,35,63,82,86
2020,4,22,90,87,84,85,86,87,85,87,66,40,36,17,17,17,7,7,7,17,15,27,38,50,80,82
2020,4,23,82,85,84,83,76,78,86,89,75,55,47,25,20,18,7,13,13,19,9,18,68,92,92,56
2020,4,24,87,93,93,93,92,95,95,95,110,92,88,73,70,74,75,75,73,81,81,87,92,93,92,92
2020,4,25,92,91,91,90,87,87,84,96,95,107,110,105,104,104,105,91,97,89,85,83,83,89,88,85
2020,4,26,83,89,93,93,93,96,97,96,99,99,99,94,93,92,91,105,99,91,83,92,71,62,48,54
2020,4,27,58,61,65,66,68,80,84,96,100,98,92,82,67,49,22,10,24,22,22,20,5,28,14,32
2020,4,28,60,73,74,86,90,93,92,102,92,97,88,83,69,62,51,48,51,17,5,5,5,5,9,5
2020,4,29,5,12,13,12,43,62,83,107,83,78,73,113,74,82,88,97,91,91,87,81,89,92,93,92
2020,4,30,93,92,89,84,85,103,123,145,120,96,109,69,64,70,60,51,48,27,17,11,5,7,10,5
2020,5,1,5,5,12,12,11,33,62,59,68,68,37,19,18,18,7,9,7,20,21,17,28,25,26,12
2020,5,2,12,16,20,15,20,45,45,83,90,64,70,51,56,45,72,75,72,68,74,80,74,82,91,92
2020,5,3,93,91,90,92,92,96,97,99,95,89,89,81,70,61,59,50,47,38,28,28,41,49,80,79
2020,5,4,68,53,27,33,71,94,96,97,93,94,94,97,94,94,92,92,93,63,58,76,92,81,83,92
2020,5,5,92,92,92,93,93,97,96,91,75,60,54,46,47,49,47,41,39,29,14,9,7,5,6,5
2020,5,6,11,37,57,60,65,76,83,81,56,53,56,44,44,33,35,35,42,72,82,88,92,93,93,93
2020,5,7,93,93,93,93,92,94,105,124,98,105,91,83,71,65,65,51,44,63,58,55,61,61,51,41
2020,5,8,45,61,59,56,36,43,65,92,69,36,36,17,17,17,7,7,7,50,60,46,61,82,90,89
2020,5,9,90,93,93,93,93,97,97,100,98,97,94,87,91,92,93,92,93,94,93,92,93,92,92,83
2020,5,10,66,74,88,92,79,67,70,68,67,62,64,56,65,70,74,74,89,52,53,77,74,41,43,93
2020,5,11,90,85,87,91,92,96,96,93,88,84,83,83,90,91,88,85,83,85,84,85,91,93,93,92
2020,5,12,90,88,88,87,87,91,91,84,63,49,43,28,27,22,22,26,20,17,5,5,5,5,5,5
2020,5,13,5,8,13,13,7,32,48,54,48,53,53,29,25,23,7,7,14,30,26,45,45,46,57,72
2020,5,14,63,51,65,82,86,88,87,94,90,73,54,31,24,34,57,63,64,91,91,90,91,90,90,90
2020,5,15,93,93,92,93,93,97,97,95,85,79,71,66,73,82,84,82,80,78,72,67,72,85,83,82
2020,5,16,80,64,42,28,25,37,39,40,40,38,37,18,18,17,17,7,10,19,11,10,10,8,10,26
2020,5,17,30,27,19,19,21,32,36,45,36,36,36,20,21,22,16,16,16,25,20,21,17,10,11,27
2020,5,18,26,36,36,50,50,59,60,64,48,47,45,39,44,48,46,41,36,37,39,42,40,38,51,59
2020,5,19,66,82,75,76,75,72,50,70,65,66,56,27,23,19,19,10,7,19,9,7,13,28,37,75
2020,5,20,73,64,58,50,31,47,52,74,69,67,67,70,71,72,66,39,40,72,12,17,20,22,30,35
2020,5,21,46,90,87,80,87,87,59,62,48,49,47,50,61,62,82,62,68,92,90,90,90,91,90,86
2020,5,22,92,92,90,90,91,97,95,88,72,88,97,92,87,90,88,88,80,77,23,11,5,5,5,61
2020,5,23,80,91,92,91,92,96,96,94,94,96,88,84,82,74,67,60,60,65,59,42,35,29,30,31
2020,5,24,40,21,22,29,32,94,65,73,38,36,36,36,22,18,70,39,52,102,45,65,52,46,28,40
2020,5,25,9,5,48,60,59,190,106,44,38,85,72,79,83,22,31,61,94,72,83,90,90,90,84,91
2020,5,26,91,93,93,93,82,54,55,42,60,81,58,28,39,36,32,60,42,57,25,28,43,45,33,27
2020,5,27,33,40,14,6,21,34,63,76,74,57,59,77,85,83,77,79,72,88,89,91,90,90,91,92
2020,5,28,92,91,93,91,90,89,75,48,43,48,50,45,49,57,60,61,73,66,52,80,85,83,83,87
2020,5,29,91,92,93,92,79,80,89,99,100,98,94,89,80,62,72,73,77,43,60,63,60,71,83,89
2020,5,30,90,91,90,85,88,91,89,81,88,90,88,84,83,83,82,67,78,89,90,91,92,86,73,65
2020,5,31,50,41,43,43,54,62,78,99,99,99,99,93,92,94,93,92,93,94,92,93,92,92,92,92
2020,6,1,89,84,82,84,96,96,96,99,97,91,84,66,63,63,62,55,54,14,5,5,24,43,35,21
2020,6,2,33,48,38,22,31,28,28,36,36,36,36,18,20,21,22,10,10,7,7,13,28,70,85,90
2020,6,3,93,92,92,92,95,95,95,98,93,90,86,51,42,43,42,67,50,41,38,36,65,84,90,92
2020,6,4,93,93,91,88,94,86,57,41,36,36,36,18,19,30,31,31,57,67,68,92,92,83,92,93
2020,6,5,93,91,87,74,47,29,32,36,41,41,43,63,65,54,81,57,55,79,82,85,83,93,93,92
2020,6,6,89,87,91,93,94,90,86,56,41,39,39,26,24,26,25,25,47,7,9,9,20,47,40,39
2020,6,7,50,65,77,61,72,72,94,97,100,97,70,64,72,67,67,71,86,93,93,92,90,91,93,93
2020,6,8,93,93,92,91,94,90,88,76,42,36,36,17,17,17,19,15,10,14,13,5,5,5,5,6
2020,6,9,18,18,17,22,37,61,60,49,39,36,36,17,18,17,70,34,29,9,15,19,31,33,56,74
2020,6,10,75,55,47,67,78,94,82,75,56,49,42,72,72,72,71,19,43,10,18,63,83,87,90,72
2020,6,11,50,33,25,68,85,86,93,97,97,94,90,88,90,90,91,88,82,91,89,81,78,86,91,93
2020,6,12,93,87,82,74,75,79,74,48,40,36,36,17,19,20,30,17,14,24,24,26,50,80,89,84
2020,6,13,89,90,87,86,90,89,94,97,97,90,66,56,61,59,39,26,29,7,5,5,5,6,5,5
2020,6,14,5,12,21,22,32,28,28,36,36,36,36,17,17,17,17,7,7,7,9,9,21,17,13,24
2020,6,15,15,9,5,5,28,28,28,36,36,36,36,17,17,20,26,14,41,28,44,55,66,91,91,82
2020,6,16,59,80,73,62,64,71,49,71,72,69,41,28,31,17,18,66,83,85,91,92,64,80,80,81
2020,6,17,78,86,90,92,96,92,85,99,99,86,71,60,64,73,65,56,51,51,54,49,63,51,49,48
2020,6,18,56,63,73,77,83,74,56,99,99,99,100,94,94,94,94,93,93,91,91,90,91,92,93,93
2020,6,19,93,93,93,91,96,95,97,97,91,88,90,70,52,73,85,91,93,68,55,42,55,41,41,45
2020,6,20,51,78,92,92,97,97,93,70,68,50,51,25,17,18,19,9,9,27,14,5,8,12,30,11
2020,6,21,32,32,28,17,28,36,37,41,37,36,36,18,21,20,25,27,42,9,22,37,80,92,93,91
2020,6,22,92,92,91,91,94,96,96,96,97,95,90,84,82,75,76,70,59,81,86,90,92,93,93,93
2020,6,23,90,86,84,88,94,95,94,76,73,67,60,44,47,49,51,49,49,25,30,39,41,64,87,88
2020,6,24,87,85,91,88,89,89,87,69,66,49,40,17,19,19,17,8,8,15,39,5,9,23,77,81
2020,6,25,78,58,30,34,54,53,51,48,45,42,40,21,22,27,35,49,65,28,34,33,36,52,84,90
2020,6,26,87,57,45,47,57,56,57,49,37,37,37,22,24,23,20,14,15,7,5,5,5,5,5,5
2020,6,27,13,21,16,13,32,32,31,31,37,37,20,69,71,65,71,41,48,48,27,31,28,36,39,39
2020,6,28,35,39,56,53,56,52,50,55,52,50,47,33,32,31,75,47,26,25,24,22,22,32,39,38
2020,6,29,32,54,50,39,50,51,47,57,46,45,48,36,46,52,48,34,28,18,11,7,5,5,9,19
2020,6,30,26,33,31,25,46,43,42,52,40,36,36,18,18,18,19,41,52,24,24,30,66,84,84,75
2020,7,1,74,87,91,93,96,95,96,92,83,88,80,79,79,78,73,55,55,41,28,29,54,37,24,48
2020,7,2,86,93,93,93,97,76,48,47,37,37,39,30,81,86,98,71,94,51,5,5,52,68,55,39
2020,7,3,29,27,22,22,35,37,33,37,36,36,36,17,20,21,71,33,32,7,7,6,10,5,5,40
2020,7,4,61,50,51,44,46,56,49,41,38,36,17,18,18,17,17,7,7,9,7,6,5,5,5,67
2020,7,5,66,53,37,19,12,28,28,36,36,36,36,17,18,18,19,9,13,11,25,17,26,29,57,80
2020,7,6,67,67,65,69,79,73,54,58,43,37,37,37,18,19,18,11,7,14,15,14,31,26,28,52
2020,7,7,37,25,29,24,14,88,31,39,36,36,37,36,24,23,73,40,58,59,67,84,93,93,93,91
2020,7,8,92,92,92,90,85,88,85,80,75,69,58,44,43,39,66,76,75,89,79,65,83,82,93,92
2020,7,9,81,82,84,85,84,88,86,79,72,66,61,47,50,50,71,85,92,90,88,92,90,93,93,93
2020,7,10,93,93,93,91,90,94,87,71,54,37,36,17,17,17,17,39,7,7,5,5,5,5,5,5
2020,7,11,7,7,5,6,7,28,28,36,36,36,36,17,17,17,19,8,9,8,5,5,5,5,5,5
2020,7,12,7,9,14,5,5,28,28,38,36,36,36,36,17,17,17,7,7,24,42,46,64,85,90,92
2020,7,13,93,93,93,92,92,97,97,94,93,89,86,79,83,85,86,85,85,91,91,86,82,90,91,92
2020,7,14,91,90,81,83,81,85,83,53,37,36,36,44,38,42,53,66,73,77,77,83,88,93,75,67
2020,7,15,82,87,93,93,93,96,97,92,72,68,80,82,85,87,91,88,92,93,92,92,93,80,64,48
2020,7,16,63,84,92,93,93,97,96,95,89,86,79,70,61,58,65,62,57,47,43,42,51,79,81,79
2020,7,17,84,92,93,93,93,95,91,67,56,51,49,40,47,61,63,63,65,63,65,61,61,65,58,70
2020,7,18,79,81,87,82,80,78,82,73,52,43,41,25,23,30,37,56,66,67,68,65,80,87,89,86
2020,7,19,81,88,84,82,77,81,73,50,37,36,36,17,17,17,17,10,12,7,8,12,18,23,33,82
2020,7,20,80,62,52,83,84,88,87,85,59,43,40,46,35,34,77,44,53,84,83,82,88,92,93,92
2020,7,21,91,92,92,92,92,95,106,101,66,50,40,28,32,31,33,7,7,13,42,46,46,31,65,77
2020,7,22,76,43,20,5,12,30,28,36,36,36,36,36,17,17,17,7,7,7,5,5,13,57,60,65
2020,7,23,72,70,54,37,30,41,39,44,39,38,37,18,18,17,70,36,37,36,16,22,22,22,27,32
2020,7,24,29,33,36,44,42,64,47,52,41,40,38,20,20,19,71,8,12,18,25,29,38,25,30,33
2020,7,25,19,21,42,45,43,48,68,75,72,40,37,18,21,72,68,24,20,9,8,7,11,26,27,40
2020,7,26,79,76,72,64,58,70,46,82,68,68,67,64,70,70,64,51,51,65,14,15,20,34,83,82
2020,7,27,83,81,83,87,84,149,145,144,118,85,77,33,38,45,78,36,43,67,62,54,83,93,92,91
2020,7,28,90,91,92,93,93,97,97,99,93,92,82,74,58,81,79,45,38,52,48,53,85,91,91,90
2020,7,29,80,75,81,83,86,90,88,80,57,55,50,45,35,38,43,54,63,70,14,18,34,34,64,57
2020,7,30,54,53,41,40,46,55,54,46,43,37,36,17,72,73,69,34,32,46,44,53,41,80,82,69
2020,7,31,89,91,92,93,93,97,97,108,112,95,91,83,83,84,87,92,92,84,83,80,82,83,85,84
2020,8,1,83,88,89,90,90,106,124,146,127,124,120,86,85,90,94,86,72,56,54,53,54,67,71,74
2020,8,2,92,92,92,93,93,108,128,151,142,140,131,97,105,110,113,96,96,59,34,29,27,67,74,68
2020,8,3,58,39,32,29,24,33,59,89,69,109,109,65,65,64,71,12,13,18,7,10,11,7,8,6
2020,8,4,27,18,26,28,26,48,53,58,58,57,53,39,36,36,36,32,32,63,73,76,60,91,90,84
2020,8,5,81,78,69,71,76,79,80,62,49,42,40,24,24,25,24,17,11,17,5,7,21,8,5,7
2020,8,6,35,27,17,5,13,32,33,36,38,36,37,17,17,17,19,11,9,17,5,5,5,7,24,72
2020,8,7,65,56,46,49,51,55,66,71,71,73,70,40,28,35,34,35,36,58,52,42,45,84,85,82
2020,8,8,77,63,50,47,48,51,51,48,37,37,36,18,18,17,17,7,12,19,6,14,5,7,10,13
2020,8,9,9,12,13,13,18,35,31,29,37,36,36,36,17,17,17,7,7,17,5,5,5,5,5,5
2020,8,10,5,5,5,5,26,36,31,30,37,36,41,51,33,31,33,59,54,33,23,31,85,85,91,81
2020,8,11,88,83,91,92,84,97,97,97,98,98,97,88,87,87,86,87,89,90,91,91,92,93,93,92
2020,8,12,93,93,93,93,93,96,95,87,65,50,44,30,20,17,70,7,7,47,50,45,51,63,60,57
2020,8,13,51,45,73,73,64,63,61,53,43,37,36,17,70,64,64,47,52,83,73,77,80,91,93,93
2020,8,14,92,92,93,93,93,97,97,97,98,96,87,68,61,83,80,40,27,29,17,11,34,80,86,87
2020,8,15,86,87,85,83,81,76,77,74,59,59,55,43,35,35,33,25,19,18,5,9,20,27,24,61
2020,8,16,66,58,54,52,57,53,52,51,44,38,37,18,23,27,25,15,14,23,16,17,17,13,7,16
2020,8,17,40,47,50,37,19,32,32,29,36,37,37,39,22,21,22,35,52,29,24,45,59,70,71,51
2020,8,18,52,74,86,88,91,107,95,107,85,74,68,47,38,39,48,50,57,36,40,30,64,72,87,90
2020,8,19,89,88,85,86,86,90,89,85,69,62,44,82,27,68,31,21,14,31,25,25,48,51,77,84
2020,8,20,88,92,90,90,90,94,97,95,94,93,87,65,39,21,21,25,43,21,20,7,17,8,5,39
2020,8,21,29,25,22,14,11,28,28,28,36,36,36,17,17,20,23,17,19,24,14,7,9,7,14,25
2020,8,22,33,31,19,16,11,36,35,34,38,36,36,17,17,19,24,20,23,23,21,17,8,8,5,5
2020,8,23,5,5,5,6,8,28,28,28,37,36,36,17,17,17,17,7,7,17,5,8,18,22,32,57
2020,8,24,64,58,57,62,71,69,54,46,45,38,40,29,32,34,53,50,55,66,71,84,92,93,92,91
2020,8,25,91,90,93,93,92,84,96,97,99,97,97,93,116,112,112,98,95,93,91,90,91,91,93,92
2020,8,26,87,75,78,81,84,89,90,90,74,75,66,89,92,100,103,91,83,85,80,73,91,93,84,90
2020,8,27,92,93,92,92,92,96,97,95,92,78,55,31,22,21,20,10,12,18,7,7,7,5,43,70
2020,8,28,65,63,45,49,53,61,66,75,69,69,56,37,40,41,37,31,22,38,27,21,25,24,25,25
2020,8,29,34,42,42,46,53,58,59,57,50,39,37,17,17,17,10,8,8,17,13,19,12,9,9,6
2020,8,30,5,5,5,5,5,28,28,36,36,36,37,17,19,24,16,10,10,20,16,13,13,21,43,59
2020,8,31,51,52,51,38,35,38,46,62,64,40,37,17,17,18,23,23,27,53,59,54,84,92,90,93
2020,9,1,92,93,78,69,92,96,96,99,99,99,100,100,94,94,94,93,93,94,92,93,92,93,93,92
2020,9,2,93,93,93,92,92,97,97,96,96,90,90,77,77,76,75,65,62,90,81,77,85,91,91,92
2020,9,3,91,90,85,82,73,74,69,62,44,36,36,17,17,17,7,7,7,35,33,24,32,42,42,48
2020,9,4,64,76,82,84,81,84,88,90,85,63,62,48,51,60,66,65,47,45,53,70,72,66,72,68
2020,9,5,65,44,33,34,30,40,44,55,64,40,37,17,17,17,18,12,14,19,14,26,34,41,47,44
2020,9,6,43,37,38,37,36,44,36,49,50,42,46,36,39,35,53,49,38,27,16,17,27,31,54,60
2020,9,7,59,58,68,63,71,87,85,64,58,45,46,19,73,74,60,72,51,21,19,29,21,30,67,85
2020,9,8,85,86,85,86,82,80,79,82,71,58,53,30,72,65,36,40,33,64,5,5,8,49,55,26
