Year,Month,Day,Period,1,2,3
2020,1,2,19,1256.129391,1402.345349,1860.930085
2020,1,2,20,1222.989857,1397.410672,1775.727618
2020,1,2,21,1176.10094,1358.830474,1695.484024
2020,1,2,22,1094.662296,1283.913112,1583.233154
2020,1,2,23,1009.345621,1206.752715,1438.524201
2020,1,2,24,963.8668976,1135.872816,1309.142676
2020,1,3,1,948.7073231,1099.535652,1219.882948
2020,1,3,2,932.8426522,1086.526051,1172.097438
2020,1,3,3,940.9512618,1076.656698,1148.204682
2020,1,3,4,970.9178624,1080.69416,1131.975641
2020,1,3,5,1049.536121,1102.227294,1131.524834
2020,1,3,6,1176.10094,1164.583661,1191.482126
2020,1,3,7,1231.803563,1249.818983,1318.609617
2020,1,3,8,1203.599703,1222.453959,1405.615312
2020,1,3,9,1164.819396,1214.82764,1545.365391
2020,1,3,10,1149.307274,1204.061074,1624.707371
2020,1,3,11,1139.083375,1192.8459,1708.106612
2020,1,3,12,1126.391638,1178.490477,1771.219551
2020,1,3,13,1116.872835,1169.518338,1789.251819
2020,1,3,14,1110.174419,1154.714308,1816.751028
2020,1,3,15,1102.770905,1149.779632,1816.751028
2020,1,3,16,1099.95052,1142.153313,1784.292945
2020,1,3,17,1141.551212,1085.18023,1749.580829
2020,1,3,18,1234.2714,1354.344404,1863.184119
2020,1,3,19,1206.420089,1360.624902,1803.226827
2020,1,3,20,1166.582138,1341.334802,1718.925973
2020,1,3,21,1139.788471,1308.586495,1622.904144
2020,1,3,22,1085.496042,1264.623013,1529.587156
2020,1,3,23,1014.633845,1211.687392,1413.729832
2020,1,3,24,967.39238,1150.676846,1306.888643
2020,1,4,1,947.6496784,1109.853612,1214.924075
2020,1,4,2,934.2528451,1093.255155,1168.040177
2020,1,4,3,941.6563582,1086.974658,1130.172414
2020,1,4,4,953.9955468,1082.937195,1106.730465
2020,1,4,5,998.7691737,1095.049583,1102.673205
2020,1,4,6,1062.580406,1120.171572,1127.467574
2020,1,4,7,1118.988125,1148.882418,1165.335337
2020,1,4,8,1142.961405,1126.900677,1187.424866
2020,1,4,9,1136.968085,1138.115851,1271.72572
2020,1,4,10,1122.513607,1143.050527,1357.378994
2020,1,4,11,1105.94384,1131.386746,1411.024992
2020,1,4,12,1083.380752,1106.264757,1434.016134
2020,1,4,13,1061.170213,1117.928538,1432.663714
2020,1,4,14,1038.607125,1105.81615,1408.770959
2020,1,4,15,1034.729095,1099.984259,1384.427396
2020,1,4,16,1045.305542,1082.937195,1362.337868
2020,1,4,17,1113.347353,1149.779632,1379.468523
2020,1,4,18,1206.772637,1322.044703,1543.111357
2020,1,4,19,1181.741712,1323.839131,1587.741221
2020,1,4,20,1153.185304,1304.100425,1551.225878
2020,1,4,21,1112.289708,1274.492366,1506.596014
2020,1,4,22,1055.529441,1237.257988,1442.581462
2020,1,4,23,996.301336,1191.051472,1354.223347
2020,1,4,24,963.1618011,1141.704706,1275.332173
2020,1,5,1,947.6496784,1106.713364,1200.949067
2020,1,5,2,941.6563582,1088.320479,1156.319203
2020,1,5,3,946.5920336,1072.619235,1134.229674
2020,1,5,4,964.9245423,1071.722021,1118.902246
2020,1,5,5,999.8268184,1079.348339,1114.844986
2020,1,5,6,1063.63805,1097.741225,1115.295792
2020,1,5,7,1124.981445,1117.031324,1134.680481
2020,1,5,8,1145.429243,1095.049583,1130.62322
2020,1,5,9,1128.154379,1109.405006,1179.761152
2020,1,5,10,1108.059129,1121.517393,1230.251503
2020,1,5,11,1074.919594,1121.517393,1270.3733
2020,1,5,12,1053.7667,1114.339682,1292.913635
2020,1,5,13,1031.55616,1108.956399,1302.380576
2020,1,5,14,1015.338941,1101.778687,1308.69187
2020,1,5,15,1015.691489,1093.255155,1309.142676
2020,1,5,16,1024.152647,1092.806548,1296.069282
2020,1,5,17,1105.238743,1155.162915,1323.568491
2020,1,5,18,1219.816922,1313.521171,1502.087947
2020,1,5,19,1216.643988,1332.362663,1563.397659
2020,1,5,20,1191.965611,1318.007241,1547.168618
2020,1,5,21,1140.141019,1274.043759,1499.383107
2020,1,5,22,1060.465116,1223.351173,1424.098387
2020,1,5,23,987.4876299,1160.097592,1322.216071
2020,1,5,24,960.6939634,1110.302219,1231.153116
2020,1,6,1,951.5277091,1083.385802,1158.573236
2020,1,6,2,952.937902,1073.516449,1129.2708
2020,1,6,3,970.212766,1064.095703,1104.476432
2020,1,6,4,1011.813459,1069.927593,1101.320785
2020,1,6,5,1129.564572,1090.563513,1120.254666
2020,1,6,6,1300.55047,1153.817094,1187.424866
2020,1,6,7,1371.060119,1245.332914,1334.387852
2020,1,6,8,1298.787729,1218.865103,1435.368554
2020,1,6,9,1220.874567,1216.622068,1525.980702
2020,1,6,10,1182.446809,1205.855501,1608.027523
2020,1,6,11,1153.185304,1206.304108,1671.591269
2020,1,6,12,1130.269668,1197.780576,1710.360645
2020,1,6,13,1107.706581,1167.72391,1713.516292
2020,1,6,14,1090.079169,1136.77003,1724.78646
2020,1,6,15,1086.906235,1146.639383,1717.122746
2020,1,6,16,1093.252103,1141.256099,1687.82031
2020,1,6,17,1169.755072,1202.266646,1677.000949
2020,1,6,18,1293.499505,1407.728632,1837.03733
2020,1,6,19,1293.852053,1450.346293,1823.513129
2020,1,6,20,1267.763483,1436.888084,1748.679215
2020,1,6,21,1222.637308,1406.831418,1667.534008
2020,1,6,22,1126.03909,1341.334802,1562.496046
2020,1,6,23,1044.952994,1236.809381,1412.828219
2020,1,6,24,1004.762494,1171.312766,1296.970895
2020,1,7,1,1004.057397,1094.152369,1200.949067
2020,1,7,2,1000.884463,1084.731623,1156.319203
2020,1,7,3,1017.454231,1082.488588,1128.369187
2020,1,7,4,1059.76002,1089.217692,1125.21354
2020,1,7,5,1179.626423,1118.377145,1137.385321
2020,1,7,6,1349.202128,1193.743113,1200.047453
2020,1,7,7,1408.077684,1294.231072,1357.378994
2020,1,7,8,1336.510391,1262.828585,1451.146789
2020,1,7,9,1240.969817,1224.248387,1542.209744
2020,1,7,10,1185.619743,1195.986148,1608.47833
2020,1,7,11,1142.961405,1084.731623,1672.042075
2020,1,7,12,1118.988125,1186.116795,1701.795318
2020,1,7,13,1112.289708,1169.069731,1713.065486
2020,1,7,14,1086.201138,1152.471273,1719.827586
2020,1,7,15,1078.797625,1137.667244,1726.13888
2020,1,7,16,1088.316428,1139.013065,1697.287251
2020,1,7,17,1163.761752,1212.584606,1684.664663
2020,1,7,18,1280.102672,1419.84102,1823.513129
2020,1,7,19,1276.57719,1460.664253,1815.849415
2020,1,7,20,1264.590549,1446.30883,1745.523568
2020,1,7,21,1211.708313,1420.738234,1677.000949
2020,1,7,22,1129.212024,1350.306942,1557.987978
2020,1,7,23,1043.190252,1245.332914,1416.885479
2020,1,7,24,1016.749134,1177.593263,1287.503954
2020,1,8,1,1000.531915,1140.807493,1202.752294
2020,1,8,2,1009.698169,1130.489533,1153.614363
2020,1,8,3,1027.325581,1126.900677,1131.975641
2020,1,8,4,1086.201138,1134.526995,1127.016767
2020,1,8,5,1197.958931,1171.312766,1143.696615
2020,1,8,6,1384.456952,1263.725799,1210.866814
2020,1,8,7,1463.427759,1379.017787,1375.862069
2020,1,8,8,1388.687531,1341.334802,1463.769377
2020,1,8,9,1274.109352,1303.203211,1546.717811
2020,1,8,10,1207.830282,1268.660475,1623.805758
2020,1,8,11,1161.99901,1240.398237,1675.197722
2020,1,8,12,1126.03909,1216.173461,1704.950965
2020,1,8,13,1106.648936,1188.35983,1694.582411
2020,1,8,14,1089.021524,1175.798835,1693.680797
2020,1,8,15,1081.265463,1157.40595,1680.156596
2020,1,8,16,1098.187778,1175.798835,1659.870294
2020,1,8,17,1170.812716,1286.156147,1655.813034
2020,1,8,18,1293.852053,1457.524004,1825.316356
2020,1,8,19,1291.384216,1483.543208,1827.119582
2020,1,8,20,1271.641514,1470.533606,1761.75261
2020,1,8,21,1236.38669,1424.32709,1695.934831
2020,1,8,22,1144.01905,1350.306942,1573.766213
2020,1,8,23,1060.817665,1252.062018,1436.720974
2020,1,8,24,1024.152647,1178.490477,1309.142676
2020,1,9,1,1014.281296,1141.704706,1216.727301
2020,1,9,2,1016.749134,1121.517393,1166.23695
2020,1,9,3,1037.54948,1118.825752,1150.458716
2020,1,9,4,1086.906235,1128.695105,1144.598228
2020,1,9,5,1208.887927,1158.303164,1153.614363
2020,1,9,6,1395.385948,1244.4357,1221.686175
2020,1,9,7,1456.024245,1344.475051,1370.903195
2020,1,9,8,1385.162048,1301.408783,1473.236318
2020,1,9,9,1279.397575,1272.249331,1588.192028
2020,1,9,10,1210.650668,1241.295451,1663.025941
2020,1,9,11,1162.704107,1185.668188,1692.779184
2020,1,9,12,1133.090054,1151.574059,1705.852578
2020,1,9,13,1109.469322,1137.667244,1707.655805
2020,1,9,14,1090.784265,1122.863214,1723.43404
2020,1,9,15,1081.618011,1114.339682,1708.106612
2020,1,9,16,1087.611331,1123.760428,1699.541284
2020,1,9,17,1157.415883,1177.144656,1683.312243
2020,1,9,18,1284.333251,1381.709429,1853.266371
2020,1,9,19,1286.801089,1419.84102,1852.364758
2020,1,9,20,1268.116032,1406.382811,1763.555837
2020,1,9,21,1227.925532,1366.008185,1678.804176
2020,1,9,22,1144.01905,1296.922714,1559.791205
2020,1,9,23,1057.292182,1213.033213,1419.59032
2020,1,9,24,1011.46091,1148.882418,1292.012022
2020,1,10,1,1002.647204,1112.993861,1204.104714
2020,1,10,2,1003.352301,1096.395404,1161.728883
2020,1,10,3,1020.274617,1090.563513,1144.147422
2020,1,10,4,1066.105888,1097.292618,1135.131288
2020,1,10,5,1182.799357,1125.554856,1141.893388
2020,1,10,6,1365.771895,1194.19172,1211.317621
2020,1,10,7,1425.705096,1264.174406,1360.534641
2020,1,10,8,1354.490351,1240.846844,1465.572604
2020,1,10,9,1255.071747,1222.902566,1558.438785
2020,1,10,10,1191.613063,1213.930427,1643.190446
2020,1,10,11,1154.242949,1206.304108,1694.582411
2020,1,10,12,1121.103414,1187.462616,1721.630813
2020,1,10,13,1094.662296,1170.864159,1718.925973
2020,1,10,14,1087.611331,1158.303164,1712.614679
2020,1,10,15,1071.394112,1142.60192,1689.17273
2020,1,10,16,1075.977239,1134.526995,1644.542866
2020,1,10,17,1126.391638,1175.798835,1643.190446
2020,1,10,18,1221.227115,1345.820872,1767.16229
2020,1,10,19,1201.836962,1364.213757,1764.45745
2020,1,10,20,1181.741712,1345.820872,1688.271117
2020,1,10,21,1151.070015,1318.455848,1621.100917
2020,1,10,22,1087.963879,1276.735401,1525.980702
2020,1,10,23,1015.691489,1215.276247,1414.631446
2020,1,10,24,971.2704107,1152.022666,1305.085416
2020,1,11,1,950.4700643,1115.236896,1217.628915
2020,1,11,2,944.8292924,1097.741225,1166.23695
2020,1,11,3,945.8869372,1085.628837,1141.442581
2020,1,11,4,962.4567046,1083.834409,1121.15628
2020,1,11,5,998.4166254,1088.320479,1121.15628
2020,1,11,6,1065.048243,1106.713364,1140.991775
2020,1,11,7,1133.795151,1132.732567,1180.211958
2020,1,11,8,1171.165265,1117.928538,1212.670041
2020,1,11,9,1169.402524,1134.526995,1317.708004
2020,1,11,10,1141.198664,1143.050527,1429.958874
2020,1,11,11,1121.455962,1132.732567,1508.399241
2020,1,11,12,1087.963879,1121.966,1507.497627
2020,1,11,13,1066.810985,1111.199433,1482.703258
2020,1,11,14,1038.607125,1105.367543,1443.933882
2020,1,11,15,1031.203612,1099.984259,1409.221765
2020,1,11,16,1037.902029,1109.853612,1385.779817
2020,1,11,17,1097.130134,1164.583661,1407.418538
2020,1,11,18,1194.433449,1320.698882,1576.92186
2020,1,11,19,1178.921326,1326.530773,1635.075925
2020,1,11,20,1152.832756,1309.932315,1591.347675
2020,1,11,21,1112.289708,1279.875649,1544.914584
2020,1,11,22,1052.356507,1234.566347,1474.588738
2020,1,11,23,984.6672439,1184.322367,1377.665296
2020,1,11,24,946.2394854,1133.629781,1289.757988
2020,1,12,1,920.5034636,1098.638439,1221.235369
2020,1,12,2,909.2219198,1083.385802,1172.548244
2020,1,12,3,899.350569,1069.030379,1147.303069
2020,1,12,4,902.170955,1065.441524,1126.56596
2020,1,12,5,933.5477486,1071.722021,1126.56596
2020,1,12,6,991.7182088,1090.563513,1138.737741
2020,1,12,7,1047.77338,1111.64804,1157.220816
2020,1,12,8,1081.970559,1092.806548,1169.392597
2020,1,12,9,1089.374072,1109.405006,1222.136982
2020,1,12,10,1086.201138,1125.106249,1272.627333
2020,1,12,11,1071.74666,1121.517393,1305.987029
2020,1,12,12,1057.997279,1132.732567,1301.478962
2020,1,12,13,1035.434191,1120.620179,1316.80639
2020,1,12,14,1013.5762,1121.068786,1305.085416
2020,1,12,15,1014.633845,1117.031324,1288.405568
2020,1,12,16,1031.203612,1122.863214,1285.700728
2020,1,12,17,1105.591291,1180.733512,1324.470104
2020,1,12,18,1235.329045,1386.195498,1535.89845
2020,1,12,19,1235.681593,1423.878483,1640.936413
2020,1,12,20,1206.420089,1404.588383,1632.371085
2020,1,12,21,1171.165265,1370.045648,1574.667827
2020,1,12,22,1114.052449,1327.427987,1499.833913
2020,1,12,23,1036.844384,1274.043759,1407.418538
2020,1,12,24,999.8268184,1208.098536,1304.634609
2020,1,13,1,993.48095,1167.72391,1224.841822
2020,1,13,2,997.0064325,1148.433811,1170.745017
2020,1,13,3,1012.518555,1139.013065,1152.712749
2020,1,13,4,1062.227857,1146.190776,1142.344195
2020,1,13,5,1151.422563,1171.312766,1157.220816
2020,1,13,6,1282.217961,1228.734456,1218.079722
2020,1,13,7,1354.8429,1291.090823,1332.584625
2020,1,13,8,1351.669965,1257.445301,1395.246757
2020,1,13,9,1309.716724,1269.557689,1494.87504
2020,1,13,10,1279.045027,1287.501968,1584.134767
2020,1,13,11,1240.26472,1265.968834,1629.215438
2020,1,13,12,1188.440129,1240.398237,1631.920278
2020,1,13,13,1153.537853,1217.967889,1607.12591
2020,1,13,14,1118.988125,1195.088934,1602.617842
2020,1,13,15,1106.296388,1178.04187,1572.8646
2020,1,13,16,1118.988125,1171.312766,1548.070231
2020,1,13,17,1232.156111,1240.846844,1569.258146
2020,1,13,18,1360.483671,1473.673855,1761.75261
2020,1,13,19,1369.297378,1510.011018,1804.579247
2020,1,13,20,1346.73429,1517.637337,1761.75261
2020,1,13,21,1313.594755,1475.91689,1677.902562
2020,1,13,22,1218.759278,1412.214702,1571.51218
2020,1,13,23,1126.391638,1326.082166,1441.679848
2020,1,13,24,1107.001484,1239.501023,1312.74913
2020,1,14,1,1098.187778,1191.948686,1221.686175
2020,1,14,2,1104.886195,1175.798835,1169.843404
2020,1,14,3,1131.327313,1165.929482,1150.007909
2020,1,14,4,1188.08758,1177.144656,1141.442581
2020,1,14,5,1320.998268,1211.687392,1154.515976
2020,1,14,6,1526.886442,1310.829529,1233.857956
2020,1,14,7,1603.036863,1419.84102,1408.320152
2020,1,14,8,1500.445324,1375.877538,1525.529896
2020,1,14,9,1370.707571,1327.876594,1618.846884
2020,1,14,10,1286.095992,1287.950575,1660.771908
2020,1,14,11,1218.054181,1253.856446,1713.516292
2020,1,14,12,1175.043295,1218.416496,1710.811452
2020,1,14,13,1135.205344,1191.051472,1717.122746
2020,1,14,14,1110.879515,1166.378089,1695.934831
2020,1,14,15,1093.957199,1153.817094,1688.271117
2020,1,14,16,1108.059129,1152.471273,1654.91142
2020,1,14,17,1191.260515,1226.042814,1645.895286
2020,1,14,18,1346.029193,1436.888084,1883.019614
2020,1,14,19,1360.83622,1477.711317,1919.534957
2020,1,14,20,1353.432707,1464.701716,1820.808289
2020,1,14,21,1325.581395,1421.635448,1730.19614
2020,1,14,22,1221.932212,1343.12923,1621.100917
2020,1,14,23,1138.730826,1252.062018,1461.064537
2020,1,14,24,1094.309748,1164.583661,1320.412844
2020,1,15,1,1084.085849,1130.938139,1228.899083
2020,1,15,2,1083.380752,1116.13411,1172.548244
2020,1,15,3,1099.245423,1108.059185,1147.303069
2020,1,15,4,1153.537853,1113.442468,1137.836128
2020,1,15,5,1293.146957,1146.190776,1158.573236
2020,1,15,6,1481.055171,1226.042814,1227.095856
2020,1,15,7,1547.33424,1331.016842,1417.787093
2020,1,15,8,1469.421079,1289.745002,1527.783929
2020,1,15,9,1351.669965,1252.510625,1605.773489
2020,1,15,10,1264.943097,1222.902566,1666.181588
2020,1,15,11,1199.369124,1213.48182,1722.08162
2020,1,15,12,1161.646462,1196.883362,1740.113888
2020,1,15,13,1131.327313,1187.462616,1729.745334
2020,1,15,14,1107.354033,1177.144656,1721.180006
2020,1,15,15,1094.662296,1160.546199,1695.934831
2020,1,15,16,1104.886195,1152.91988,1684.664663
2020,1,15,17,1182.799357,1217.967889,1732.450174
2020,1,15,18,1330.164523,1409.074453,1905.559949
2020,1,15,19,1338.978229,1440.028333,1919.534957
2020,1,15,20,1328.049233,1414.457737,1869.044606
2020,1,15,21,1289.621475,1363.76515,1765.80987
2020,1,15,22,1181.036616,1287.501968,1640.485606
2020,1,15,23,1082.323107,1192.8459,1466.925024
2020,1,15,24,1036.491836,1121.517393,1325.822525
2020,1,16,1,1021.332261,1084.283016,1227.546662
2020,1,16,2,1017.454231,1071.722021,1188.326479
2020,1,16,3,1018.159327,1071.273414,1158.12243
2020,1,16,4,1064.343147,1077.553912,1147.753875
2020,1,16,5,1167.639782,1094.152369,1162.630497
2020,1,16,6,1336.510391,1152.022666,1232.956343
2020,1,16,7,1412.660811,1243.538486,1394.795951
2020,1,16,8,1341.093518,1238.603809,1508.399241
2020,1,16,9,1266.000742,1235.014954,1590.896868
2020,1,16,10,1221.227115,1221.108138,1648.600127
2020,1,16,11,1194.080901,1189.705651,1693.680797
2020,1,16,12,1170.10762,1179.387691,1704.500158
2020,1,16,13,1151.422563,1168.172517,1692.779184
2020,1,16,14,1136.262989,1155.162915,1686.918697
2020,1,16,15,1123.218704,1147.985204,1662.575134
2020,1,16,16,1140.141019,1147.536597,1633.272699
2020,1,16,17,1211.708313,1201.369432,1642.739639
2020,1,16,18,1351.669965,1405.485597,1828.021196
2020,1,16,19,1355.547996,1457.524004,1884.372034
2020,1,16,20,1334.74765,1458.869825,1830.275229
2020,1,16,21,1303.370856,1418.495199,1762.654223
2020,1,16,22,1200.426769,1344.475051,1647.698513
2020,1,16,23,1114.404998,1246.678734,1494.424233
2020,1,16,24,1078.445077,1169.518338,1351.0677
2020,1,17,1,1073.86195,1143.499134,1254.595065
2020,1,17,2,1077.387432,1128.246498,1200.49826
2020,1,17,3,1097.482682,1125.554856,1171.646631
2020,1,17,4,1145.076695,1137.667244,1166.23695
2020,1,17,5,1270.936418,1170.415552,1179.310345
2020,1,17,6,1458.139535,1256.099481,1253.693451
2020,1,17,7,1543.103662,1363.76515,1417.336286
2020,1,17,8,1442.97996,1331.465449,1540.857324
2020,1,17,9,1324.171202,1300.960176,1608.929136
2020,1,17,10,1241.322365,1272.249331,1670.238848
2020,1,17,11,1178.21623,1240.846844,1690.074344
2020,1,17,12,1136.262989,1205.406894,1706.754192
2020,1,17,13,1104.533647,1182.976547,1686.918697
2020,1,17,14,1080.207818,1172.20998,1671.591269
2020,1,17,15,1061.875309,1147.985204,1649.952547
2020,1,17,16,1072.099208,1139.013065,1613.88801
2020,1,17,17,1133.090054,1187.462616,1604.871876
2020,1,17,18,1258.244681,1379.466394,1774.826004
2020,1,17,19,1276.57719,1431.504801,1788.801012
2020,1,17,20,1264.590549,1429.710373,1735.605821
2020,1,17,21,1260.35997,1409.074453,1659.419488
2020,1,17,22,1202.894607,1370.045648,1580.528314
2020,1,17,23,1135.91044,1296.474107,1473.236318
2020,1,17,24,1105.238743,1231.426098,1352.870927
2020,1,18,1,1093.604651,1197.780576,1264.963619
2020,1,18,2,1098.187778,1177.144656,1201.85068
2020,1,18,3,1110.526967,1167.275303,1169.392597
2020,1,18,4,1141.551212,1172.658586,1154.966783
2020,1,18,5,1201.484414,1191.948686,1156.770009
2020,1,18,6,1300.197922,1233.669133,1184.269219
2020,1,18,7,1388.334983,1277.184008,1235.661183
2020,1,18,8,1406.314943,1252.510625,1272.627333
2020,1,18,9,1345.324097,1248.921769,1361.436254
2020,1,18,10,1276.57719,1245.332914,1420.94274
2020,1,18,11,1201.484414,1215.724854,1455.204049
2020,1,18,12,1136.968085,1169.069731,1451.146789
2020,1,18,13,1087.611331,1145.293562,1430.40968
2020,1,18,14,1057.997279,1121.966,1392.541917
2020,1,18,15,1034.729095,1110.302219,1364.591901
2020,1,18,16,1043.190252,1106.713364,1339.346726
2020,1,18,17,1108.059129,1159.200378,1354.223347
2020,1,18,18,1233.566304,1349.409728,1506.145207
2020,1,18,19,1241.322365,1392.924603,1596.306549
2020,1,18,20,1226.162791,1383.952463,1554.832332
2020,1,18,21,1206.420089,1365.110971,1507.046821
2020,1,18,22,1162.704107,1332.362663,1448.441949
2020,1,18,23,1111.93716,1287.501968,1374.509649
2020,1,18,24,1084.790945,1225.145601,1327.625751
2020,1,19,1,1076.329787,1189.705651,1221.235369
2020,1,19,2,1080.912914,1163.23784,1169.843404
2020,1,19,3,1096.072489,1153.368487,1141.893388
2020,1,19,4,1124.276348,1146.190776,1126.56596
2020,1,19,5,1177.511133,1151.574059,1125.21354
2020,1,19,6,1255.071747,1159.200378,1141.442581
2020,1,19,7,1331.927264,1181.182119,1166.23695
2020,1,19,8,1354.8429,1168.621124,1174.802278
2020,1,19,9,1301.960663,1191.948686,1228.899083
2020,1,19,10,1229.335725,1195.537541,1274.881367
2020,1,19,11,1167.287234,1175.350228,1309.142676
2020,1,19,12,1124.981445,1160.994806,1317.257197
2020,1,19,13,1083.028204,1139.910279,1316.80639
2020,1,19,14,1047.068283,1121.517393,1315.904777
2020,1,19,15,1028.383226,1104.021722,1304.634609
2020,1,19,16,1046.010638,1110.302219,1298.323315
2020,1,19,17,1113.347353,1156.957343,1327.174945
2020,1,19,18,1260.007422,1345.372265,1492.170199
2020,1,19,19,1285.743444,1393.37321,1593.150902
2020,1,19,20,1268.821128,1390.681568,1580.979121
2020,1,19,21,1222.637308,1358.830474,1541.30813
2020,1,19,22,1136.615537,1298.268535,1470.080671
2020,1,19,23,1060.817665,1232.323312,1357.378994
2020,1,19,24,1021.332261,1169.069731,1257.299905
2020,1,20,1,1013.5762,1130.040926,1179.310345
2020,1,20,2,1016.749134,1114.788289,1149.106295
2020,1,20,3,1028.030678,1112.993861,1133.778867
2020,1,20,4,1080.207818,1124.657642,1123.86112
2020,1,20,5,1196.548738,1158.751771,1137.385321
2020,1,20,6,1387.982434,1242.641272,1205.907941
2020,1,20,7,1459.549728,1344.026444,1356.928187
2020,1,20,8,1374.233053,1315.315599,1453.851629
2020,1,20,9,1283.980703,1289.745002,1546.717811
2020,1,20,10,1225.810242,1268.660475,1616.59285
2020,1,20,11,1181.036616,1238.603809,1663.476748
2020,1,20,12,1154.595497,1206.304108,1683.312243
2020,1,20,13,1127.096734,1191.500079,1686.918697
2020,1,20,14,1101.713261,1170.864159,1688.271117
2020,1,20,15,1090.784265,1156.957343,1674.296109
2020,1,20,16,1097.83523,1147.536597,1655.813034
2020,1,20,17,1158.473528,1195.088934,1643.641253
2020,1,20,18,1292.44186,1400.102314,1784.743752
2020,1,20,19,1299.845374,1454.383756,1826.217969
2020,1,20,20,1271.288966,1445.411617,1759.498576
2020,1,20,21,1214.528699,1409.074453,1690.074344
2020,1,20,22,1118.635576,1325.184952,1569.708953
2020,1,20,23,1032.261257,1237.706595,1418.237899
2020,1,20,24,982.1994062,1158.303164,1299.675736
2020,1,21,1,970.9178624,1119.722966,1207.260361
2020,1,21,2,963.5143493,1105.367543,1162.17969
2020,1,21,3,978.3213756,1106.713364,1133.778867
2020,1,21,4,1015.338941,1119.722966,1123.86112
2020,1,21,5,1127.096734,1156.060129,1137.385321
2020,1,21,6,1288.56383,1235.463561,1202.301487
2020,1,21,7,1350.612321,1334.157091,1362.788674
2020,1,21,8,1285.743444,1292.885251,1454.753243
2020,1,21,9,1227.925532,1275.838187,1547.619424
2020,1,21,10,1186.324839,1259.688336,1619.297691
2020,1,21,11,1151.775111,1217.519282,1683.312243
2020,1,21,12,1134.852796,1197.780576,1727.942107
2020,1,21,13,1117.577932,1176.696049,1740.113888
2020,1,21,14,1122.866155,1161.89202,1744.171148
2020,1,21,15,1099.245423,1160.097592,1740.564695
2020,1,21,16,1099.245423,1156.060129,1703.598545
2020,1,21,17,1144.371598,1188.808437,1670.238848
2020,1,21,18,1275.166997,1383.055249,1812.693768
2020,1,21,19,1267.058387,1444.065796,1862.733312
2020,1,21,20,1237.091786,1431.504801,1790.153432
2020,1,21,21,1191.965611,1396.513458,1654.91142
2020,1,21,22,1087.963879,1328.773808,1541.30813
2020,1,21,23,995.9487877,1233.669133,1404.262891
2020,1,21,24,950.4700643,1165.032268,1270.3733
2020,1,22,1,934.9579416,1125.106249,1193.285353
2020,1,22,2,933.1952004,1105.81615,1154.966783
2020,1,22,3,940.5987135,1100.432866,1136.934514
2020,1,22,4,979.3790203,1106.713364,1122.057893
2020,1,22,5,1080.912914,1137.218637,1130.172414
2020,1,22,6,1259.302326,1214.82764,1198.695033
2020,1,22,7,1366.82954,1313.969778,1348.813667
2020,1,22,8,1305.838694,1278.529828,1474.137931
2020,1,22,9,1218.406729,1248.473162,1533.644416
2020,1,22,10,1172.928006,1228.734456,1602.617842
2020,1,22,11,1142.961405,1194.19172,1649.952547
2020,1,22,12,1135.557892,1174.453014,1677.000949
2020,1,22,13,1121.455962,1159.648985,1670.689655
